time,kappa_motors_m8,kappa_motors_m8_user_setpoint,kappa_motors_m8_sync,kappa_motors_m8_desc,kappa_motors_m8_homf,kappa_motors_m8_dval,TEY,D3,D4,MCP,mesh,scaler_time,D4calc,kappa_motors_m9,kappa_motors_m9_user_setpoint,kappa_motors_m9_sync,kappa_motors_m9_desc,kappa_motors_m9_homf,kappa_motors_m9_dval
1638569413.2669878,71.32214238179,71.32239670795883,0,kth,0,219.3667456738312,7157.0,9.0,14613.0,0.0,18194.0,0.1,0.8031768714960976,28.0,28.0,0,tth,0,-28.0
1638569414.4497638,71.37714238179001,71.37239670795881,0,kth,0,219.3167456738312,7131.0,9.0,15306.0,0.0,18192.0,0.1,0.841358839050132,28.1,28.1,0,tth,0,-28.1
1638569415.58795,71.42114238179002,71.4223967079588,0,kth,0,219.26674567383122,7201.0,10.0,15139.0,0.0,18185.0,0.1,0.8324993126202914,28.2,28.2,0,tth,0,-28.2
1638569416.8882365,71.47614238179003,71.47239670795881,0,kth,0,219.2167456738312,7128.0,9.0,15485.0,0.0,18170.0,0.1,0.8522289488167308,28.3,28.3,0,tth,0,-28.3
1638569418.06363,71.52614238179001,71.52239670795882,0,kth,0,219.1667456738312,7111.0,9.0,15697.0,0.0,18180.0,0.1,0.8634213421342134,28.400000000000002,28.4,0,tth,0,-28.4
1638569419.2472346,71.57414238179001,71.57239670795883,0,kth,0,219.1167456738312,7023.0,10.0,15844.0,0.0,18166.0,0.1,0.8721787955521304,28.5,28.5,0,tth,0,-28.5
1638569420.3943412,71.61814238179002,71.62239670795881,0,kth,0,219.0667456738312,7105.0,9.0,15479.0,0.0,18181.0,0.1,0.8513833122490512,28.6,28.6,0,tth,0,-28.6
1638569421.5716918,71.66814238179,71.6723967079588,0,kth,0,219.01674567383122,7009.0,9.0,15630.0,0.0,18164.0,0.1,0.8604932834177494,28.7,28.7,0,tth,0,-28.7
1638569422.8713846,71.71814238179002,71.72239670795881,0,kth,0,218.9667456738312,7003.0,9.0,15490.0,0.0,18159.0,0.1,0.8530205407786773,28.8,28.8,0,tth,0,-28.8
1638569424.0359774,71.77614238179001,71.77239670795882,0,kth,0,218.9167456738312,6968.0,9.0,16838.0,0.0,18165.0,0.1,0.9269474263693916,28.900000000000002,28.9,0,tth,0,-28.9
1638569425.4505439,71.81814238179001,71.82239670795883,0,kth,0,218.8667456738312,6832.0,9.0,15571.0,0.0,18176.0,0.1,0.8566791373239436,29.0,29.0,0,tth,0,-29.0
1638569427.0360067,71.86814238179002,71.87239670795881,0,kth,0,218.8167456738312,6832.0,8.0,15476.0,0.0,18164.0,0.1,0.8520149746751817,29.1,29.1,0,tth,0,-29.1
1638569429.6884117,71.92814238179002,71.9223967079588,0,kth,0,218.76674567383122,6833.0,10.0,18019.0,0.0,18163.0,0.1,0.9920717943071079,29.2,29.2,0,tth,0,-29.2
1638569431.4716265,71.96914238179002,71.97239670795881,0,kth,0,218.7167456738312,6876.0,9.0,16037.0,0.0,18174.0,0.1,0.8824144382084296,29.3,29.3,0,tth,0,-29.3
1638569432.62895,72.02714238179001,72.02239670795882,0,kth,0,218.6667456738312,6935.0,9.0,18479.0,0.0,18163.0,0.1,1.01739800693718,29.400000000000002,29.4,0,tth,0,-29.4
1638569433.8874457,72.06814238179001,72.07239670795883,0,kth,0,218.6167456738312,6804.0,10.0,16368.0,0.0,18154.0,0.1,0.9016194778010356,29.5,29.5,0,tth,0,-29.5
1638569435.0182974,72.12714238179001,72.12239670795881,0,kth,0,218.5667456738312,6752.0,8.0,18732.0,0.0,18175.0,0.1,1.030646492434663,29.6,29.6,0,tth,0,-29.6
1638569436.190986,72.16814238179,72.1723967079588,0,kth,0,218.51674567383122,6712.0,10.0,16713.0,0.0,18143.0,0.1,0.9211817229785593,29.7,29.7,0,tth,0,-29.7
1638569438.1133966,72.22714238179,72.22239670795881,0,kth,0,218.4667456738312,6771.0,9.0,18734.0,0.0,18149.0,0.1,1.0322331808915093,29.8,29.8,0,tth,0,-29.8
1638569439.5159593,72.26914238179,72.27239670795882,0,kth,0,218.4167456738312,6627.0,9.0,16260.0,0.0,18165.0,0.1,0.8951279933938894,29.900000000000002,29.9,0,tth,0,-29.9
1638569441.4743562,72.32614238179002,72.32239670795883,0,kth,0,218.3667456738312,6689.0,9.0,18471.0,0.0,18166.0,0.1,1.0167896069580535,30.0,30.0,0,tth,0,-30.0
1638569442.8960166,72.36914238179003,72.37239670795881,0,kth,0,218.3167456738312,6669.0,9.0,16296.0,0.0,18134.0,0.1,0.8986434322267564,30.1,30.1,0,tth,0,-30.1
1638569444.4858642,72.42614238179002,72.4223967079588,0,kth,0,218.26674567383122,6608.0,8.0,18205.0,0.0,18154.0,0.1,1.0028092982262862,30.2,30.2,0,tth,0,-30.2
1638569445.6021893,72.47114238179,72.47239670795881,0,kth,0,218.2167456738312,6689.0,9.0,17194.0,0.0,18164.0,0.1,0.9465976657123981,30.3,30.3,0,tth,0,-30.3
1638569446.7697287,72.52514238179,72.52239670795882,0,kth,0,218.1667456738312,6573.0,9.0,17622.0,0.0,18156.0,0.1,0.9705882352941176,30.400000000000002,30.4,0,tth,0,-30.4
1638569447.8959324,72.57014238179002,72.57239670795883,0,kth,0,218.1167456738312,6617.0,9.0,16663.0,0.0,18158.0,0.1,0.9176671439585857,30.5,30.5,0,tth,0,-30.5
1638569449.0381064,72.62114238179001,72.62239670795881,0,kth,0,218.0667456738312,6476.0,9.0,16439.0,0.0,18149.0,0.1,0.9057799327786655,30.6,30.6,0,tth,0,-30.6
1638569450.2049367,72.67014238179001,72.6723967079588,0,kth,0,218.01674567383122,6526.0,9.0,15890.0,0.0,18146.0,0.1,0.8756750799074177,30.7,30.7,0,tth,0,-30.7
1638569451.4128902,72.71914238179002,72.72239670795881,0,kth,0,217.9667456738312,6578.0,10.0,15652.0,0.0,18146.0,0.1,0.8625592417061612,30.8,30.8,0,tth,0,-30.8
1638569452.620204,72.77014238179001,72.77239670795882,0,kth,0,217.9167456738312,6523.0,9.0,15055.0,0.0,18138.0,0.1,0.8300253611202999,30.900000000000002,30.9,0,tth,0,-30.9
1638569453.8329663,72.81914238179002,72.82239670795883,0,kth,0,217.8667456738312,6559.0,10.0,14783.0,0.0,18143.0,0.1,0.8148046078377336,31.0,31.0,0,tth,0,-31.0
1638569455.481992,72.86814238179002,72.87239670795881,0,kth,0,217.8167456738312,6477.0,10.0,13178.0,0.0,18148.0,0.1,0.7261406215560944,31.1,31.1,0,tth,0,-31.1
1638569456.7192075,72.91914238179001,72.9223967079588,0,kth,0,217.76674567383122,6494.0,9.0,12990.0,0.0,18146.0,0.1,0.7158602446820236,31.2,31.2,0,tth,0,-31.2
1638569458.4275272,72.97714238179,72.97239670795881,0,kth,0,217.7167456738312,6507.0,9.0,13669.0,0.0,18135.0,0.1,0.7537358698649022,31.3,31.3,0,tth,0,-31.3
1638569459.658209,73.01914238179,73.02239670795882,0,kth,0,217.6667456738312,6392.0,10.0,12334.0,0.0,18146.0,0.1,0.679709026782762,31.400000000000002,31.4,0,tth,0,-31.4
1638569461.014585,73.06914238179002,73.07239670795883,0,kth,0,217.6167456738312,6533.0,9.0,11575.0,0.0,18122.0,0.1,0.6387264098885332,31.5,31.5,0,tth,0,-31.5
1638569462.1918623,73.12714238179001,73.12239670795881,0,kth,0,217.5667456738312,6385.0,10.0,12198.0,0.0,18139.0,0.1,0.6724736755058162,31.6,31.6,0,tth,0,-31.6
1638569463.4631271,73.17714238179002,73.1723967079588,0,kth,0,217.51674567383122,6435.0,10.0,11562.0,0.0,18147.0,0.1,0.6371301041494462,31.7,31.7,0,tth,0,-31.7
1638569464.7727792,73.22714238179,73.22239670795881,0,kth,0,217.4667456738312,6383.0,9.0,10956.0,0.0,18134.0,0.1,0.6041689643763097,31.8,31.8,0,tth,0,-31.8
1638569465.8865738,73.26914238179,73.27239670795882,0,kth,0,217.4167456738312,6361.0,9.0,10468.0,0.0,18147.0,0.1,0.5768446575191492,31.900000000000002,31.9,0,tth,0,-31.9
1638569467.0641246,73.32314238179,73.32239670795883,0,kth,0,217.3667456738312,6236.0,9.0,10059.0,0.0,18138.0,0.1,0.5545815415150512,32.0,32.0,0,tth,0,-32.0
1638569468.1825697,73.37314238179002,73.37239670795881,0,kth,0,217.3167456738312,6291.0,10.0,9661.0,0.0,18142.0,0.1,0.5325212214750303,32.1,32.1,0,tth,0,-32.1
1638569469.4130843,73.42714238179002,73.4223967079588,0,kth,0,217.26674567383122,6305.0,9.0,9064.0,0.0,18136.0,0.1,0.4997794441993824,32.2,32.2,0,tth,0,-32.2
1638569470.5687168,73.47714238179,73.47239670795881,0,kth,0,217.2167456738312,6203.0,9.0,8753.0,0.0,18129.0,0.1,0.482817585084671,32.3,32.3,0,tth,0,-32.3
1638569471.6990159,73.52514238179,73.52239670795882,0,kth,0,217.1667456738312,6291.0,10.0,8425.0,0.0,18132.0,0.1,0.46464813589234505,32.4,32.4,0,tth,0,-32.4
1638569472.8637965,73.56814238179001,73.57239670795883,0,kth,0,217.1167456738312,6212.0,10.0,8049.0,0.0,18129.0,0.1,0.4439847757736224,32.5,32.5,0,tth,0,-32.5
1638569474.045453,73.62014238179,73.62239670795881,0,kth,0,217.0667456738312,6187.0,10.0,7870.0,0.0,18135.0,0.1,0.43396746622553073,32.6,32.6,0,tth,0,-32.6
1638569475.5728989,73.66814238179,73.6723967079588,0,kth,0,217.01674567383122,6194.0,9.0,7319.0,0.0,18130.0,0.1,0.40369553226696087,32.7,32.7,0,tth,0,-32.7
1638569477.2310584,73.72014238179003,73.72239670795881,0,kth,0,216.9667456738312,6170.0,9.0,7252.0,0.0,18126.0,0.1,0.40008827099194527,32.8,32.8,0,tth,0,-32.8
1638569478.87169,73.76814238179003,73.77239670795882,0,kth,0,216.9167456738312,6172.0,9.0,6994.0,0.0,18121.0,0.1,0.385961039677722,32.9,32.9,0,tth,0,-32.9
1638569480.6232471,73.82614238179002,73.82239670795883,0,kth,0,216.8667456738312,6272.0,9.0,7076.0,0.0,18137.0,0.1,0.39014169928874676,33.0,33.0,0,tth,0,-33.0
1638569481.8842688,73.86814238179002,73.87239670795881,0,kth,0,216.8167456738312,6105.0,9.0,6828.0,0.0,18119.0,0.1,0.3768419890722446,33.1,33.1,0,tth,0,-33.1
1638569483.2233753,73.92414238179,73.9223967079588,0,kth,0,216.76674567383122,6110.0,9.0,6859.0,0.0,18118.0,0.1,0.37857379401699964,33.2,33.2,0,tth,0,-33.2
1638569484.3721032,73.97014238179003,73.97239670795881,0,kth,0,216.7167456738312,6149.0,9.0,6850.0,0.0,18128.0,0.1,0.3778684907325684,33.3,33.3,0,tth,0,-33.3
1638569485.5404792,74.03014238179003,74.02239670795882,0,kth,0,216.6667456738312,6011.0,10.0,7009.0,0.0,18120.0,0.1,0.3868101545253863,33.4,33.4,0,tth,0,-33.4
1638569486.8320549,74.06814238179001,74.07239670795883,0,kth,0,216.6167456738312,5997.0,10.0,6821.0,0.0,18123.0,0.1,0.37637256524857915,33.5,33.5,0,tth,0,-33.5
1638569488.400174,74.12714238179001,74.12239670795881,0,kth,0,216.5667456738312,6012.0,10.0,7384.0,0.0,18115.0,0.1,0.4076179961357991,33.6,33.6,0,tth,0,-33.6
1638569490.0426543,74.16914238179001,74.1723967079588,0,kth,0,216.51674567383122,6056.0,9.0,6880.0,0.0,18123.0,0.1,0.3796280968934503,33.7,33.7,0,tth,0,-33.7
1638569491.6032221,74.22714238179,74.22239670795881,0,kth,0,216.4667456738312,6026.0,10.0,7664.0,0.0,18111.0,0.1,0.42316824029595274,33.8,33.8,0,tth,0,-33.8
