time,D4calc,kappa_motors_m8,kappa_motors_m8_user_setpoint,kappa_motors_m8_sync,kappa_motors_m8_desc,kappa_motors_m8_homf,kappa_motors_m8_dval,TEY,D3,D4,MCP,mesh,scaler_time,kappa_motors_m9,kappa_motors_m9_user_setpoint,kappa_motors_m9_sync,kappa_motors_m9_desc,kappa_motors_m9_homf,kappa_motors_m9_dval
1638577494.1244652,1.4577534735784834,69.57214238179,69.57239670795883,0,kth,0,221.1167456738312,22753.0,51.0,130622.0,0.0,89605.0,0.5,24.5,24.5,0,tth,0,-24.5
1638577495.1936424,1.4901733330358935,69.62214238179001,69.62239670795881,0,kth,0,221.0667456738312,22677.0,49.0,133600.0,0.0,89654.0,0.5,24.6,24.6,0,tth,0,-24.6
1638577496.230444,1.4831309041835357,69.67114238179002,69.6723967079588,0,kth,0,221.01674567383122,22497.0,50.0,132979.0,0.0,89661.0,0.5,24.7,24.7,0,tth,0,-24.7
1638577497.2631695,1.4647552509988617,69.72114238179,69.72239670795881,0,kth,0,220.9667456738312,22381.0,50.0,131245.0,0.0,89602.0,0.5,24.8,24.8,0,tth,0,-24.8
1638577498.3044841,1.4404840312119758,69.77114238179001,69.77239670795882,0,kth,0,220.9167456738312,22289.0,51.0,129040.0,0.0,89581.0,0.5,24.900000000000002,24.9,0,tth,0,-24.9
1638577499.3371167,1.405482568643633,69.82214238179,69.82239670795883,0,kth,0,220.8667456738312,22183.0,50.0,126024.0,0.0,89666.0,0.5,25.0,25.0,0,tth,0,-25.0
1638577500.3664083,1.372061381986885,69.87214238179001,69.87239670795881,0,kth,0,220.8167456738312,22135.0,51.0,123030.0,0.0,89668.0,0.5,25.1,25.1,0,tth,0,-25.1
1638577501.4221585,1.3333519309952353,69.92314238179003,69.9223967079588,0,kth,0,220.76674567383122,21969.0,50.0,119491.0,0.0,89617.0,0.5,25.2,25.2,0,tth,0,-25.2
1638577502.4864004,1.2900161839388358,69.97114238179,69.97239670795881,0,kth,0,220.7167456738312,21905.0,50.0,115579.0,0.0,89595.0,0.5,25.3,25.3,0,tth,0,-25.3
1638577503.516195,1.2626034696544868,70.02114238179001,70.02239670795882,0,kth,0,220.6667456738312,21760.0,50.0,113027.0,0.0,89519.0,0.5,25.400000000000002,25.4,0,tth,0,-25.4
