time,TEY,D3,D4,MCP,mesh,scaler_time,kappa_motors_m4,kappa_motors_m4_user_setpoint,kappa_motors_m4_sync,kappa_motors_m4_desc,kappa_motors_m4_homf,kappa_motors_m4_dval
1638658917.6345158,84.0,11099.0,3.0,0.0,15093.0,0.1,-750.008,-750.0,0,z,0,-750.0
1638658918.361121,75.0,11065.0,9.0,0.0,15091.0,0.1,-720.006,-720.0,0,z,0,-720.0
1638658919.145778,69.0,11021.0,7.0,0.0,15121.0,0.1,-690.006,-690.0,0,z,0,-690.0
1638658919.926004,126.0,10898.0,24.0,0.0,15083.0,0.1,-660.0120000000001,-660.0,0,z,0,-660.0
1638658920.6529236,92.0,10849.0,13.0,0.0,15113.0,0.1,-630.005,-630.0,0,z,0,-630.0
1638658921.3712323,190.0,10707.0,0.0,0.0,15105.0,0.1,-600.017,-600.0,0,z,0,-600.0
1638658922.1192026,128.0,10542.0,4.0,0.0,15090.0,0.1,-570.019,-570.0,0,z,0,-570.0
1638658922.856139,226.0,10377.0,3.0,0.0,15081.0,0.1,-539.997,-540.0,0,z,0,-540.0
1638658923.600831,228.0,10105.0,1.0,0.0,15099.0,0.1,-510.005,-510.0,0,z,0,-510.0
1638658924.3051581,238.0,9914.0,8.0,0.0,15154.0,0.1,-480.01800000000003,-480.0,0,z,0,-480.0
1638658925.065704,301.0,9571.0,1.0,0.0,15143.0,0.1,-449.994,-450.0,0,z,0,-450.0
1638658925.87426,354.0,9154.0,11.0,0.0,15126.0,0.1,-420.003,-420.0,0,z,0,-420.0
1638658926.7074614,464.0,8781.0,6.0,0.0,15137.0,0.1,-389.994,-390.0,0,z,0,-390.0
1638658927.4271708,502.0,8263.0,11.0,0.0,15164.0,0.1,-359.996,-360.0,0,z,0,-360.0
1638658928.1341894,636.0,7802.0,10.0,0.0,15146.0,0.1,-330.00100000000003,-330.0,0,z,0,-330.0
1638658928.8871834,693.0,7220.0,8.0,0.0,15153.0,0.1,-300.007,-300.0,0,z,0,-300.0
1638658929.5922854,734.0,6679.0,8.0,0.0,15137.0,0.1,-269.994,-270.0,0,z,0,-270.0
1638658930.3063502,809.0,6104.0,0.0,0.0,15141.0,0.1,-240.016,-240.0,0,z,0,-240.0
1638658931.03635,922.0,5479.0,0.0,0.0,15157.0,0.1,-210.004,-210.0,0,z,0,-210.0
1638658931.797523,982.0,5000.0,9.0,0.0,15155.0,0.1,-180.00900000000001,-180.0,0,z,0,-180.0
1638658932.5146928,1051.0,4376.0,6.0,0.0,15118.0,0.1,-150.01,-150.0,0,z,0,-150.0
1638658933.2490942,1146.0,3909.0,0.0,0.0,15145.0,0.1,-120.006,-120.0,0,z,0,-120.0
1638658933.9879158,1158.0,3388.0,8.0,0.0,15138.0,0.1,-90.001,-90.0,0,z,0,-90.0
1638658934.7102273,1243.0,2865.0,0.0,0.0,15140.0,0.1,-60.001000000000005,-60.0,0,z,0,-60.0
1638658935.4736726,1261.0,2516.0,20.0,0.0,15142.0,0.1,-30.0,-30.0,0,z,0,-30.0
1638658936.1957352,1308.0,2032.0,1.0,0.0,15147.0,0.1,0.003,0.0,0,z,0,0.0
1638658936.869923,1343.0,1751.0,7.0,0.0,15129.0,0.1,30.003,30.0,0,z,0,30.0
1638658937.591221,1340.0,1398.0,1.0,0.0,15150.0,0.1,59.99,60.0,0,z,0,60.0
1638658938.2994921,1364.0,1094.0,17.0,0.0,15127.0,0.1,89.992,90.0,0,z,0,90.0
1638658938.9850283,1320.0,930.0,7.0,0.0,15134.0,0.1,120.005,120.0,0,z,0,120.0
1638658939.6896307,1360.0,708.0,3.0,0.0,15135.0,0.1,149.997,150.0,0,z,0,150.0
1638658940.4509113,1381.0,583.0,38.0,0.0,15142.0,0.1,179.998,180.0,0,z,0,180.0
1638658941.1828895,1247.0,486.0,0.0,0.0,15107.0,0.1,209.999,210.0,0,z,0,210.0
1638658941.9517741,1224.0,370.0,21.0,0.0,15142.0,0.1,239.99200000000002,240.0,0,z,0,240.0
1638658942.6675193,1216.0,323.0,3.0,0.0,15129.0,0.1,269.996,270.0,0,z,0,270.0
1638658943.4572866,1234.0,269.0,16.0,0.0,15133.0,0.1,299.996,300.0,0,z,0,300.0
1638658944.2506092,1203.0,234.0,11.0,0.0,15126.0,0.1,329.999,330.0,0,z,0,330.0
1638658945.0444007,1191.0,213.0,0.0,0.0,15133.0,0.1,359.996,360.0,0,z,0,360.0
1638658945.7502046,1166.0,188.0,3.0,0.0,15126.0,0.1,389.994,390.0,0,z,0,390.0
1638658946.489937,1223.0,176.0,17.0,0.0,15121.0,0.1,419.999,420.0,0,z,0,420.0
1638658947.1910176,1104.0,165.0,3.0,0.0,15147.0,0.1,449.991,450.0,0,z,0,450.0
1638658947.888303,1119.0,155.0,17.0,0.0,15125.0,0.1,479.99600000000004,480.0,0,z,0,480.0
1638658948.6061602,1095.0,149.0,11.0,0.0,15129.0,0.1,510.004,510.0,0,z,0,510.0
1638658949.4441195,1121.0,142.0,10.0,0.0,15131.0,0.1,539.996,540.0,0,z,0,540.0
1638658950.156914,1081.0,137.0,0.0,0.0,15118.0,0.1,569.992,570.0,0,z,0,570.0
1638658950.9072464,1141.0,132.0,21.0,0.0,15147.0,0.1,600.0020000000001,600.0,0,z,0,600.0
1638658951.6264694,1143.0,129.0,2.0,0.0,15138.0,0.1,630.003,630.0,0,z,0,630.0
1638658952.3562133,1094.0,125.0,1.0,0.0,15120.0,0.1,659.989,660.0,0,z,0,660.0
1638658953.2233217,1141.0,121.0,0.0,0.0,15158.0,0.1,689.993,690.0,0,z,0,690.0
1638658953.943532,1138.0,117.0,28.0,0.0,15144.0,0.1,720.0020000000001,720.0,0,z,0,720.0
1638658954.723437,1154.0,114.0,4.0,0.0,15123.0,0.1,749.998,750.0,0,z,0,750.0
