time,kappa_motors_m4,kappa_motors_m4_user_setpoint,kappa_motors_m4_sync,kappa_motors_m4_desc,kappa_motors_m4_homf,kappa_motors_m4_dval,TEY,D3,D4,MCP,mesh,scaler_time
1638654639.0845785,500.044,500.036,0,z,0,500.036,293.0,9481.0,0.0,0.0,15214.0,0.1
1638654639.8480387,480.04,480.036,0,z,0,480.036,361.0,9282.0,0.0,0.0,15201.0,0.1
1638654640.6035783,460.02,460.036,0,z,0,460.036,456.0,9022.0,31.0,0.0,15189.0,0.1
1638654641.2734718,440.034,440.036,0,z,0,440.036,481.0,8645.0,0.0,0.0,15187.0,0.1
1638654641.9452066,420.021,420.036,0,z,0,420.036,491.0,8347.0,1.0,0.0,15200.0,0.1
1638654642.5851607,400.026,400.036,0,z,0,400.036,551.0,8086.0,18.0,0.0,15184.0,0.1
1638654643.32005,380.033,380.036,0,z,0,380.036,633.0,7788.0,0.0,0.0,15205.0,0.1
1638654644.0527089,360.04200000000003,360.036,0,z,0,360.036,672.0,7437.0,26.0,0.0,15174.0,0.1
1638654644.808794,340.038,340.036,0,z,0,340.036,686.0,7153.0,0.0,0.0,15205.0,0.1
1638654645.4629655,320.04200000000003,320.036,0,z,0,320.036,679.0,6906.0,0.0,0.0,15204.0,0.1
1638654646.112912,300.039,300.036,0,z,0,300.036,731.0,6482.0,36.0,0.0,15182.0,0.1
1638654646.7828732,280.036,280.036,0,z,0,280.036,859.0,6065.0,0.0,0.0,15183.0,0.1
1638654647.5004022,260.033,260.036,0,z,0,260.036,891.0,5733.0,0.0,0.0,15192.0,0.1
1638654648.2614157,240.03900000000002,240.036,0,z,0,240.036,1055.0,5393.0,0.0,0.0,15186.0,0.1
1638654648.9501324,220.036,220.036,0,z,0,220.036,978.0,5013.0,1.0,0.0,15206.0,0.1
1638654649.6303585,200.037,200.036,0,z,0,200.036,1000.0,4660.0,29.0,0.0,15207.0,0.1
1638654650.2905877,180.036,180.036,0,z,0,180.036,1099.0,4470.0,3.0,0.0,15201.0,0.1
1638654650.9336996,160.034,160.036,0,z,0,160.036,1106.0,4182.0,5.0,0.0,15201.0,0.1
1638654651.6794176,140.03300000000002,140.036,0,z,0,140.036,1202.0,3875.0,0.0,0.0,15202.0,0.1
1638654652.4120784,120.023,120.036,0,z,0,120.036,1237.0,3699.0,0.0,0.0,15224.0,0.1
1638654653.117966,100.032,100.036,0,z,0,100.036,1188.0,3538.0,31.0,0.0,15195.0,0.1
1638654653.828699,80.038,80.036,0,z,0,80.036,1255.0,3404.0,0.0,0.0,15189.0,0.1
1638654654.5628366,60.038000000000004,60.036,0,z,0,60.036,1299.0,3266.0,43.0,0.0,15192.0,0.1
1638654655.2683342,40.036,40.036,0,z,0,40.036,1208.0,3205.0,0.0,0.0,15200.0,0.1
1638654655.9790928,20.031,20.036,0,z,0,20.036,1224.0,3206.0,0.0,0.0,15199.0,0.1
1638654656.6168807,0.039,0.036000000000001364,0,z,0,0.036000000000001364,1256.0,3239.0,25.0,0.0,15173.0,0.1
1638654657.2743886,-19.962,-19.964,0,z,0,-19.964,1256.0,3308.0,0.0,0.0,15197.0,0.1
1638654658.0213606,-39.967,-39.964,0,z,0,-39.964,1217.0,3387.0,0.0,0.0,15198.0,0.1
1638654658.6681564,-59.963,-59.964,0,z,0,-59.964,1164.0,3555.0,0.0,0.0,15214.0,0.1
1638654659.3746278,-79.964,-79.964,0,z,0,-79.964,1194.0,3760.0,0.0,0.0,15207.0,0.1
1638654660.037635,-99.967,-99.964,0,z,0,-99.964,1108.0,3935.0,0.0,0.0,15205.0,0.1
1638654660.7306085,-119.977,-119.964,0,z,0,-119.964,1127.0,4187.0,0.0,0.0,15214.0,0.1
1638654661.4668813,-139.964,-139.964,0,z,0,-139.964,1040.0,4471.0,7.0,0.0,15198.0,0.1
1638654662.274401,-159.963,-159.964,0,z,0,-159.964,1040.0,4746.0,0.0,0.0,15221.0,0.1
1638654662.9239922,-179.948,-179.964,0,z,0,-179.964,999.0,4947.0,7.0,0.0,15205.0,0.1
1638654663.5959744,-199.967,-199.964,0,z,0,-199.964,900.0,5278.0,9.0,0.0,15224.0,0.1
1638654664.255361,-219.963,-219.964,0,z,0,-219.964,873.0,5673.0,4.0,0.0,15203.0,0.1
1638654665.000273,-239.96200000000002,-239.964,0,z,0,-239.964,819.0,6010.0,0.0,0.0,15206.0,0.1
1638654665.6799269,-259.974,-259.964,0,z,0,-259.964,826.0,6320.0,0.0,0.0,15208.0,0.1
1638654666.424361,-279.962,-279.964,0,z,0,-279.964,727.0,6682.0,30.0,0.0,15212.0,0.1
1638654667.077204,-299.96,-299.964,0,z,0,-299.964,660.0,7095.0,41.0,0.0,15211.0,0.1
1638654667.7414126,-319.968,-319.964,0,z,0,-319.964,589.0,7431.0,0.0,0.0,15208.0,0.1
1638654668.4278812,-339.985,-339.964,0,z,0,-339.964,568.0,7735.0,4.0,0.0,15205.0,0.1
1638654669.1498518,-359.962,-359.964,0,z,0,-359.964,472.0,8103.0,0.0,0.0,15217.0,0.1
1638654669.7988124,-379.967,-379.964,0,z,0,-379.964,440.0,8441.0,0.0,0.0,15214.0,0.1
1638654670.446643,-399.966,-399.964,0,z,0,-399.964,419.0,8718.0,17.0,0.0,15208.0,0.1
1638654671.157688,-419.97200000000004,-419.964,0,z,0,-419.964,356.0,9061.0,2.0,0.0,15194.0,0.1
1638654671.860394,-439.968,-439.964,0,z,0,-439.964,325.0,9365.0,0.0,0.0,15200.0,0.1
1638654672.513294,-459.973,-459.964,0,z,0,-459.964,302.0,9514.0,0.0,0.0,15184.0,0.1
1638654673.2129004,-479.962,-479.964,0,z,0,-479.964,274.0,9744.0,0.0,0.0,15184.0,0.1
1638654673.9173768,-499.96500000000003,-499.964,0,z,0,-499.964,240.0,9999.0,10.0,0.0,15193.0,0.1
1638654674.6294873,-519.961,-519.9639999999999,0,z,0,-519.9639999999999,211.0,10175.0,45.0,0.0,15186.0,0.1
1638654675.2881987,-539.967,-539.9639999999999,0,z,0,-539.9639999999999,167.0,10305.0,0.0,0.0,15184.0,0.1
1638654675.9690633,-559.965,-559.9639999999999,0,z,0,-559.9639999999999,214.0,10463.0,17.0,0.0,15189.0,0.1
1638654676.6274588,-579.976,-579.9639999999999,0,z,0,-579.9639999999999,191.0,10608.0,22.0,0.0,15190.0,0.1
1638654677.370059,-599.963,-599.9639999999999,0,z,0,-599.9639999999999,160.0,10716.0,0.0,0.0,15215.0,0.1
1638654678.0748394,-619.967,-619.9639999999999,0,z,0,-619.9639999999999,130.0,10755.0,24.0,0.0,15180.0,0.1
1638654678.7665026,-639.956,-639.9639999999999,0,z,0,-639.9639999999999,63.0,10844.0,1.0,0.0,15169.0,0.1
1638654679.4951336,-659.962,-659.9639999999999,0,z,0,-659.9639999999999,77.0,10932.0,2.0,0.0,15162.0,0.1
1638654680.158322,-679.955,-679.9639999999999,0,z,0,-679.9639999999999,56.0,11009.0,0.0,0.0,15205.0,0.1
1638654680.898814,-699.961,-699.9639999999999,0,z,0,-699.9639999999999,70.0,11048.0,0.0,0.0,15193.0,0.1
1638654681.6350317,-719.966,-719.9639999999999,0,z,0,-719.9639999999999,37.0,11078.0,20.0,0.0,15169.0,0.1
1638654682.3451412,-739.962,-739.9639999999999,0,z,0,-739.9639999999999,94.0,11154.0,0.0,0.0,15199.0,0.1
1638654683.045939,-759.968,-759.9639999999999,0,z,0,-759.9639999999999,150.0,11162.0,0.0,0.0,15189.0,0.1
1638654683.7630916,-779.9830000000001,-779.9639999999999,0,z,0,-779.9639999999999,79.0,11175.0,0.0,0.0,15172.0,0.1
1638654684.5199814,-799.9590000000001,-799.9639999999999,0,z,0,-799.9639999999999,98.0,11199.0,0.0,0.0,15173.0,0.1
1638654685.3007703,-819.965,-819.9639999999999,0,z,0,-819.9639999999999,44.0,11210.0,0.0,0.0,15168.0,0.1
1638654685.9626515,-839.963,-839.9639999999999,0,z,0,-839.9639999999999,36.0,11223.0,10.0,0.0,15166.0,0.1
1638654686.6364508,-859.965,-859.9639999999999,0,z,0,-859.9639999999999,67.0,11223.0,15.0,0.0,15158.0,0.1
1638654687.341452,-879.9730000000001,-879.9639999999999,0,z,0,-879.9639999999999,85.0,11229.0,0.0,0.0,15155.0,0.1
1638654688.0138075,-899.9730000000001,-899.9639999999999,0,z,0,-899.9639999999999,46.0,11240.0,0.0,0.0,15159.0,0.1
1638654688.9731474,-919.9680000000001,-919.9639999999999,0,z,0,-919.9639999999999,89.0,11248.0,0.0,0.0,15159.0,0.1
1638654689.6824646,-939.971,-939.9639999999999,0,z,0,-939.9639999999999,71.0,11262.0,0.0,0.0,15165.0,0.1
1638654690.3429859,-959.9680000000001,-959.9639999999999,0,z,0,-959.9639999999999,45.0,11271.0,0.0,0.0,15159.0,0.1
1638654691.0855532,-979.96,-979.9639999999999,0,z,0,-979.9639999999999,105.0,11268.0,24.0,0.0,15165.0,0.1
1638654691.8337295,-999.9590000000001,-999.9639999999999,0,z,0,-999.9639999999999,28.0,11283.0,0.0,0.0,15168.0,0.1
