time,kappa_motors_m4,kappa_motors_m4_user_setpoint,kappa_motors_m4_sync,kappa_motors_m4_desc,kappa_motors_m4_homf,kappa_motors_m4_dval,D3,scaler_time
1638590459.2463984,-1250.0040000000001,-1250.0,0,z,0,-1250.0,31764.0,0.1
1638590459.7264442,-1199.992,-1200.0,0,z,0,-1200.0,31771.0,0.1
1638590460.2047286,-1150.008,-1150.0,0,z,0,-1150.0,31748.0,0.1
1638590460.727385,-1100.0040000000001,-1100.0,0,z,0,-1100.0,31724.0,0.1
1638590461.2016943,-1050.003,-1050.0,0,z,0,-1050.0,31725.0,0.1
1638590461.6607518,-1000.006,-1000.0,0,z,0,-1000.0,31689.0,0.1
1638590462.1276143,-950.004,-950.0,0,z,0,-950.0,31665.0,0.1
1638590462.5857985,-900.01,-900.0,0,z,0,-900.0,31620.0,0.1
1638590463.05292,-849.998,-850.0,0,z,0,-850.0,31569.0,0.1
1638590463.5208967,-800.013,-800.0,0,z,0,-800.0,31489.0,0.1
1638590463.990935,-750.0020000000001,-750.0,0,z,0,-750.0,31037.0,0.1
1638590464.4628289,-700.011,-700.0,0,z,0,-700.0,31304.0,0.1
1638590464.9361846,-650.001,-650.0,0,z,0,-650.0,31074.0,0.1
1638590465.4510505,-599.998,-600.0,0,z,0,-600.0,30658.0,0.1
1638590465.922241,-549.996,-550.0,0,z,0,-550.0,30075.0,0.1
1638590466.3916557,-499.997,-500.0,0,z,0,-500.0,29367.0,0.1
1638590466.909886,-450.003,-450.0,0,z,0,-450.0,28266.0,0.1
1638590467.3730412,-400.003,-400.0,0,z,0,-400.0,26994.0,0.1
1638590467.8388457,-350.00100000000003,-350.0,0,z,0,-350.0,25565.0,0.1
1638590468.3054006,-300.01300000000003,-300.0,0,z,0,-300.0,23670.0,0.1
1638590468.7679048,-250.00400000000002,-250.0,0,z,0,-250.0,21622.0,0.1
1638590469.2296977,-200.011,-200.0,0,z,0,-200.0,19612.0,0.1
1638590469.7002676,-150.00300000000001,-150.0,0,z,0,-150.0,17395.0,0.1
1638590470.2261126,-100.015,-100.0,0,z,0,-100.0,15021.0,0.1
1638590470.6917932,-49.997,-50.0,0,z,0,-50.0,12772.0,0.1
1638590471.1574538,0.0,0.0,0,z,0,0.0,10622.0,0.1
1638590471.61797,49.994,50.0,0,z,0,50.0,8185.0,0.1
1638590472.0729744,99.991,100.0,0,z,0,100.0,6075.0,0.1
1638590472.5420732,150.004,150.0,0,z,0,150.0,4513.0,0.1
1638590473.0135775,200.0,200.0,0,z,0,200.0,2958.0,0.1
1638590473.4769127,249.999,250.0,0,z,0,250.0,1989.0,0.1
1638590473.944861,300.00100000000003,300.0,0,z,0,300.0,1386.0,0.1
1638590474.4603484,349.995,350.0,0,z,0,350.0,926.0,0.1
1638590474.9260716,399.995,400.0,0,z,0,400.0,697.0,0.1
1638590475.3757467,449.993,450.0,0,z,0,450.0,551.0,0.1
1638590475.8379583,499.995,500.0,0,z,0,500.0,461.0,0.1
1638590476.306907,550.0,550.0,0,z,0,550.0,412.0,0.1
1638590476.7702155,600.0020000000001,600.0,0,z,0,600.0,372.0,0.1
1638590477.2390697,649.988,650.0,0,z,0,650.0,345.0,0.1
1638590477.6983562,700.001,700.0,0,z,0,700.0,324.0,0.1
1638590478.1627614,750.0020000000001,750.0,0,z,0,750.0,306.0,0.1
1638590478.6261399,799.994,800.0,0,z,0,800.0,290.0,0.1
1638590479.0908873,849.992,850.0,0,z,0,850.0,276.0,0.1
1638590479.55007,899.999,900.0,0,z,0,900.0,263.0,0.1
1638590480.0096588,949.999,950.0,0,z,0,950.0,251.0,0.1
1638590480.4634316,999.989,1000.0,0,z,0,1000.0,239.0,0.1
1638590480.9234042,1050.005,1050.0,0,z,0,1050.0,228.0,0.1
1638590481.3915925,1100.001,1100.0,0,z,0,1100.0,219.0,0.1
1638590481.8602717,1149.994,1150.0,0,z,0,1150.0,210.0,0.1
1638590482.3238463,1200.005,1200.0,0,z,0,1200.0,201.0,0.1
1638590482.788331,1250.008,1250.0,0,z,0,1250.0,192.0,0.1
