time,kappa_motors_m2,kappa_motors_m2_user_setpoint,kappa_motors_m2_sync,kappa_motors_m2_desc,kappa_motors_m2_homf,kappa_motors_m2_dval,D4calc,kappa_motors_m9,kappa_motors_m9_user_setpoint,kappa_motors_m9_sync,kappa_motors_m9_desc,kappa_motors_m9_homf,kappa_motors_m9_dval,D4,scaler_time,kappa_motors_m8,kappa_motors_m8_user_setpoint,kappa_motors_m8_sync,kappa_motors_m8_desc,kappa_motors_m8_homf,kappa_motors_m8_dval
1638592510.3545108,2599.991,2600.0,0,x,0,2600.0,3.2054563352552385,16.0,16.0,0,tth,0,-16.0,45588.0,0.1,65.31814238179001,65.32239670795883,0,kth,0,225.3667456738312
1638592511.6446488,2604.998,2605.0125,0,x,0,2605.0125,3.027455121436114,16.1,16.1,0,tth,0,-16.1,43005.0,0.1,65.37514238179003,65.37239670795881,0,kth,0,225.3167456738312
1638592512.3850026,2610.002,2610.025,0,x,0,2610.025,2.5100218018144735,16.2,16.2,0,tth,0,-16.2,35690.0,0.1,65.41814238179,65.4223967079588,0,kth,0,225.26674567383122
1638592513.110911,2615.016,2615.0375,0,x,0,2615.0375,2.618079493492789,16.3,16.3,0,tth,0,-16.3,37216.0,0.1,65.47214238179001,65.47239670795881,0,kth,0,225.2167456738312
1638592513.877674,2620.029,2620.05,0,x,0,2620.05,2.677832512315271,16.4,16.4,0,tth,0,-16.4,38052.0,0.1,65.52114238179001,65.52239670795882,0,kth,0,225.1667456738312
1638592514.5976145,2625.067,2625.0625,0,x,0,2625.0625,3.075490264989105,16.5,16.5,0,tth,0,-16.5,43755.0,0.1,65.57514238179002,65.57239670795883,0,kth,0,225.1167456738312
1638592515.3221405,2630.061,2630.075,0,x,0,2630.075,3.1611541168191413,16.6,16.6,0,tth,0,-16.6,44920.0,0.1,65.62214238179001,65.62239670795881,0,kth,0,225.0667456738312
1638592516.053536,2635.07,2635.0875,0,x,0,2635.0875,3.4452266967051535,16.7,16.7,0,tth,0,-16.7,48936.0,0.1,65.67114238179002,65.6723967079588,0,kth,0,225.01674567383122
1638592516.7905118,2640.0460000000003,2640.1,0,x,0,2640.1,3.7472048379157585,16.8,16.8,0,tth,0,-16.8,53289.0,0.1,65.72614238179003,65.72239670795881,0,kth,0,224.9667456738312
1638592517.5215871,2645.109,2645.1125,0,x,0,2645.1125,3.7402122724397273,16.9,16.9,0,tth,0,-16.9,53212.0,0.1,65.76914238179,65.77239670795882,0,kth,0,224.9167456738312
1638592518.2875328,2650.136,2650.125,0,x,0,2650.125,3.746433340361234,17.0,17.0,0,tth,0,-17.0,53308.0,0.1,65.82014238179002,65.82239670795883,0,kth,0,224.8667456738312
1638592519.0155702,2655.151,2655.1375,0,x,0,2655.1375,3.560797014715201,17.1,17.1,0,tth,0,-17.1,50574.0,0.1,65.86814238179002,65.87239670795881,0,kth,0,224.8167456738312
