time,kappa_motors_m4,kappa_motors_m4_user_setpoint,kappa_motors_m4_sync,kappa_motors_m4_desc,kappa_motors_m4_homf,kappa_motors_m4_dval,D3,scaler_time
1638589788.1076295,-1250.0,-1250.0,0,z,0,-1250.0,21503.0,0.1
1638589788.4133453,-1240.0,-1240.0,0,z,0,-1240.0,21520.0,0.1
1638589788.7187583,-1230.001,-1230.0,0,z,0,-1230.0,21494.0,0.1
1638589788.9760256,-1220.012,-1220.0,0,z,0,-1220.0,21496.0,0.1
1638589789.2166364,-1210.005,-1210.0,0,z,0,-1210.0,21454.0,0.1
1638589789.4701653,-1200.003,-1200.0,0,z,0,-1200.0,21482.0,0.1
1638589789.7680779,-1190.003,-1190.0,0,z,0,-1190.0,21468.0,0.1
1638589790.0793588,-1180.002,-1180.0,0,z,0,-1180.0,21482.0,0.1
1638589790.44719,-1170.006,-1170.0,0,z,0,-1170.0,21468.0,0.1
1638589790.758737,-1160.001,-1160.0,0,z,0,-1160.0,21455.0,0.1
1638589791.0545254,-1150.0040000000001,-1150.0,0,z,0,-1150.0,21450.0,0.1
1638589791.3530984,-1140.001,-1140.0,0,z,0,-1140.0,21460.0,0.1
1638589791.652936,-1130.002,-1130.0,0,z,0,-1130.0,21459.0,0.1
1638589791.953157,-1119.999,-1120.0,0,z,0,-1120.0,21443.0,0.1
1638589792.2545798,-1110.005,-1110.0,0,z,0,-1110.0,21434.0,0.1
1638589792.507768,-1100.013,-1100.0,0,z,0,-1100.0,21456.0,0.1
1638589792.8069313,-1089.998,-1090.0,0,z,0,-1090.0,21445.0,0.1
1638589793.105149,-1080.001,-1080.0,0,z,0,-1080.0,21445.0,0.1
1638589793.4019833,-1069.998,-1070.0,0,z,0,-1070.0,21428.0,0.1
1638589793.6444335,-1060.003,-1060.0,0,z,0,-1060.0,21413.0,0.1
1638589793.8901186,-1050.013,-1050.0,0,z,0,-1050.0,21468.0,0.1
1638589794.1242743,-1040.013,-1040.0,0,z,0,-1040.0,21418.0,0.1
1638589794.3690522,-1030.006,-1030.0,0,z,0,-1030.0,21398.0,0.1
1638589794.61178,-1020.014,-1020.0,0,z,0,-1020.0,21426.0,0.1
1638589794.8553052,-1010.0210000000001,-1010.0,0,z,0,-1010.0,21402.0,0.1
1638589795.0973291,-1000.008,-1000.0,0,z,0,-1000.0,21419.0,0.1
1638589795.339652,-990.009,-990.0,0,z,0,-990.0,21440.0,0.1
