time,D4calc,kappa_motors_m8,kappa_motors_m8_user_setpoint,kappa_motors_m8_sync,kappa_motors_m8_desc,kappa_motors_m8_homf,kappa_motors_m8_dval,TEY,D3,D4,MCP,mesh,scaler_time,kappa_motors_m9,kappa_motors_m9_user_setpoint,kappa_motors_m9_sync,kappa_motors_m9_desc,kappa_motors_m9_homf,kappa_motors_m9_dval,kappa_motors_m2,kappa_motors_m2_user_setpoint,kappa_motors_m2_sync,kappa_motors_m2_desc,kappa_motors_m2_homf,kappa_motors_m2_dval
1638655180.5666814,0.09926543577526305,62.422142381790025,62.422396707958825,0,kth,0,228.2667456738312,4758.0,10.0,1500.0,0.0,15111.0,0.1,10.200000000000001,10.200000000000001,0,tth,0,-10.200000000000001,3995.504,3992.722222222222,0,x,0,3992.722222222222
1638655181.7683187,0.09512146686966307,62.47514238179002,62.47239670795881,0,kth,0,228.2167456738312,4811.0,10.0,1437.0,0.0,15107.0,0.1,10.3,10.3,0,tth,0,-10.3,3987.6530000000002,3987.6944444444443,0,x,0,3987.6944444444443
1638655184.7443478,0.07658194334127615,62.52214238179002,62.52239670795882,0,kth,0,228.1667456738312,4811.0,9.0,1157.0,0.0,15108.0,0.1,10.4,10.4,0,tth,0,-10.4,3985.398,3982.6666666666665,0,x,0,3982.6666666666665
1638655185.92794,0.05993649113522096,62.57214238179,62.57239670795883,0,kth,0,228.1167456738312,4719.0,10.0,906.0,0.0,15116.0,0.1,10.5,10.5,0,tth,0,-10.5,3977.597,3977.6388888888887,0,x,0,3977.6388888888887
1638655187.5277023,0.04561101549053356,62.62314238179002,62.62239670795881,0,kth,0,228.0667456738312,4608.0,10.0,689.0,0.0,15106.0,0.1,10.6,10.6,0,tth,0,-10.6,3975.426,3972.6111111111113,0,x,0,3972.6111111111113
1638655188.6930149,0.03380841895923102,62.674142381790006,62.672396707958825,0,kth,0,228.0167456738312,4691.0,9.0,510.0,0.0,15085.0,0.1,10.700000000000001,10.700000000000001,0,tth,0,-10.700000000000001,3967.505,3967.5833333333335,0,x,0,3967.5833333333335
1638655190.2751975,0.026303584443119327,62.72314238179001,62.72239670795881,0,kth,0,227.9667456738312,4646.0,11.0,397.0,0.0,15093.0,0.1,10.8,10.8,0,tth,0,-10.8,3964.675,3962.5555555555557,0,x,0,3962.5555555555557
1638655191.4542904,0.024025415315374943,62.77014238179001,62.77239670795882,0,kth,0,227.9167456738312,4649.0,10.0,363.0,0.0,15109.0,0.1,10.9,10.9,0,tth,0,-10.9,3957.602,3957.527777777778,0,x,0,3957.527777777778
1638655194.0462768,0.027222148628957478,62.82314238179001,62.82239670795883,0,kth,0,227.8667456738312,4483.0,10.0,411.0,0.0,15098.0,0.1,11.0,11.0,0,tth,0,-11.0,3955.458,3952.5,0,x,0,3952.5
1638655195.805521,0.03346587143803843,62.87214238179001,62.87239670795881,0,kth,0,227.8167456738312,4599.0,10.0,505.0,0.0,15090.0,0.1,11.1,11.1,0,tth,0,-11.1,3949.248,3947.472222222222,0,x,0,3947.472222222222
1638655197.419487,0.03909615002319263,62.92114238179002,62.922396707958825,0,kth,0,227.7667456738312,4563.0,10.0,590.0,0.0,15091.0,0.1,11.200000000000001,11.200000000000001,0,tth,0,-11.200000000000001,3945.112,3942.4444444444443,0,x,0,3942.4444444444443
1638655198.9015815,0.05045355227438257,62.970142381790026,62.97239670795881,0,kth,0,227.7167456738312,4649.0,10.0,762.0,0.0,15103.0,0.1,11.3,11.3,0,tth,0,-11.3,3937.444,3937.4166666666665,0,x,0,3937.4166666666665
1638655200.4345942,0.059034464439869844,63.025142381790005,63.02239670795882,0,kth,0,227.6667456738312,4530.0,10.0,889.0,0.0,15059.0,0.1,11.4,11.4,0,tth,0,-11.4,3934.375,3932.3888888888887,0,x,0,3932.3888888888887
1638655202.042137,0.05574335520646915,63.071142381790025,63.07239670795883,0,kth,0,227.6167456738312,4656.0,10.0,841.0,0.0,15087.0,0.1,11.5,11.5,0,tth,0,-11.5,3929.465,3927.3611111111113,0,x,0,3927.3611111111113
1638655203.7079806,0.054523746351817455,63.12214238179001,63.12239670795881,0,kth,0,227.5667456738312,4560.0,10.0,822.0,0.0,15076.0,0.1,11.6,11.600000000000001,0,tth,0,-11.600000000000001,3925.014,3922.3333333333335,0,x,0,3922.3333333333335
1638655205.273405,0.04990085922009253,63.17114238179002,63.172396707958825,0,kth,0,227.5167456738312,4711.0,10.0,755.0,0.0,15130.0,0.1,11.700000000000001,11.700000000000001,0,tth,0,-11.700000000000001,3918.79,3917.3055555555557,0,x,0,3917.3055555555557
1638655206.8365657,0.044431240509671885,63.22414238179002,63.22239670795881,0,kth,0,227.4667456738312,4622.0,10.0,673.0,0.0,15147.0,0.1,11.8,11.8,0,tth,0,-11.8,3914.224,3912.277777777778,0,x,0,3912.277777777778
1638655208.427306,0.03293077278426714,63.27214238179002,63.27239670795882,0,kth,0,227.4167456738312,4712.0,10.0,499.0,0.0,15153.0,0.1,11.9,11.9,0,tth,0,-11.9,3909.942,3907.25,0,x,0,3907.25
1638655209.6814508,0.023856727464974886,63.321142381790025,63.32239670795883,0,kth,0,227.3667456738312,4733.0,10.0,361.0,0.0,15132.0,0.1,12.0,12.0,0,tth,0,-12.0,3902.031,3902.222222222222,0,x,0,3902.222222222222
1638655210.9343665,0.019004883199155338,63.37714238179001,63.37239670795881,0,kth,0,227.3167456738312,4558.0,9.0,288.0,0.0,15154.0,0.1,12.1,12.100000000000001,0,tth,0,-12.100000000000001,3897.1530000000002,3897.1944444444443,0,x,0,3897.1944444444443
