time,TEY,D3,D4,MCP,mesh,scaler_time,kappa_motors_m8,kappa_motors_m8_user_setpoint,kappa_motors_m8_sync,kappa_motors_m8_desc,kappa_motors_m8_homf,kappa_motors_m8_dval
1638753149.4499178,3780.0,11.0,74.0,0.0,9019.0,0.1,72.03814238179001,72.03314238179001,0,kth,0,218.656
1638753150.2641134,3742.0,11.0,61.0,0.0,9017.0,0.1,72.03814238179001,72.04314238179,0,kth,0,218.64600000000002
1638753151.080112,3825.0,10.0,78.0,0.0,9015.0,0.1,72.05314238179002,72.05314238179,0,kth,0,218.63600000000002
1638753151.8792176,3775.0,11.0,68.0,0.0,9015.0,0.1,72.06314238179002,72.06314238179002,0,kth,0,218.626
1638753152.6576264,3775.0,10.0,63.0,0.0,9013.0,0.1,72.07114238179003,72.07314238179003,0,kth,0,218.61599999999999
1638753153.4744496,3810.0,11.0,66.0,0.0,9012.0,0.1,72.08314238179003,72.08314238179003,0,kth,0,218.606
1638753154.3052852,3734.0,10.0,71.0,0.0,9021.0,0.1,72.09214238179001,72.09314238179002,0,kth,0,218.596
1638753155.0869343,3806.0,10.0,94.0,0.0,9009.0,0.1,72.10514238179002,72.10314238179001,0,kth,0,218.586
1638753155.8914256,3741.0,11.0,80.0,0.0,9015.0,0.1,72.10914238179001,72.11314238179,0,kth,0,218.57600000000002
1638753156.6803296,3770.0,10.0,85.0,0.0,9012.0,0.1,72.12214238179001,72.12314238179002,0,kth,0,218.566
1638753157.4410133,3742.0,11.0,89.0,0.0,9017.0,0.1,72.13114238179003,72.13314238179001,0,kth,0,218.556
1638753158.2488153,3759.0,11.0,102.0,0.0,9026.0,0.1,72.14214238179002,72.14314238179003,0,kth,0,218.546
1638753159.0508268,3746.0,10.0,116.0,0.0,9016.0,0.1,72.15214238179001,72.15314238179002,0,kth,0,218.536
1638753159.8417978,3758.0,10.0,112.0,0.0,9009.0,0.1,72.16214238179,72.16314238179001,0,kth,0,218.526
1638753160.6281836,3760.0,10.0,148.0,0.0,9016.0,0.1,72.17414238179,72.17314238179,0,kth,0,218.51600000000002
1638753161.4540284,3753.0,11.0,152.0,0.0,9009.0,0.1,72.18214238179002,72.18314238179002,0,kth,0,218.506
1638753162.3156476,3760.0,10.0,231.0,0.0,9012.0,0.1,72.19314238179001,72.19314238179001,0,kth,0,218.496
1638753163.163348,3749.0,10.0,318.0,0.0,9017.0,0.1,72.20214238179003,72.20314238179003,0,kth,0,218.486
1638753164.0392926,3737.0,10.0,581.0,0.0,9012.0,0.1,72.21414238179003,72.21314238179002,0,kth,0,218.476
1638753164.8836722,3704.0,11.0,813.0,0.0,9019.0,0.1,72.22114238179,72.22314238179001,0,kth,0,218.466
1638753165.7153263,3735.0,11.0,1379.0,0.0,9025.0,0.1,72.23414238179001,72.23314238179,0,kth,0,218.45600000000002
1638753166.5581303,3696.0,10.0,1911.0,0.0,9015.0,0.1,72.24314238179002,72.24314238179,0,kth,0,218.44600000000003
1638753167.3910563,3748.0,11.0,2642.0,0.0,9009.0,0.1,72.25714238179,72.25314238179001,0,kth,0,218.436
1638753168.233178,3735.0,10.0,2942.0,0.0,9007.0,0.1,72.26114238179002,72.26314238179003,0,kth,0,218.426
1638753169.0880008,3722.0,10.0,3407.0,0.0,9039.0,0.1,72.27214238179002,72.27314238179002,0,kth,0,218.416
1638753169.8980672,3740.0,11.0,3622.0,0.0,9033.0,0.1,72.27914238179002,72.28314238179001,0,kth,0,218.406
1638753170.7754135,3735.0,10.0,3714.0,0.0,9045.0,0.1,72.28814238179001,72.29314238179,0,kth,0,218.39600000000002
1638753171.6087282,3750.0,11.0,3641.0,0.0,9040.0,0.1,72.30214238179002,72.30314238179,0,kth,0,218.38600000000002
1638753172.3751125,3728.0,11.0,3424.0,0.0,9032.0,0.1,72.31014238179003,72.31314238179002,0,kth,0,218.376
1638753173.254165,3714.0,11.0,2929.0,0.0,9043.0,0.1,72.32114238179003,72.32314238179003,0,kth,0,218.36599999999999
1638753174.0274858,3730.0,11.0,2324.0,0.0,9042.0,0.1,72.33314238179003,72.33314238179003,0,kth,0,218.356
1638753174.870482,3698.0,10.0,1760.0,0.0,9038.0,0.1,72.34314238179002,72.34314238179002,0,kth,0,218.346
