time,kappa_motors_m8,kappa_motors_m8_user_setpoint,kappa_motors_m8_sync,kappa_motors_m8_desc,kappa_motors_m8_homf,kappa_motors_m8_dval,TEY,D3,D4,MCP,mesh,scaler_time,D4calc,kappa_motors_m9,kappa_motors_m9_user_setpoint,kappa_motors_m9_sync,kappa_motors_m9_desc,kappa_motors_m9_homf,kappa_motors_m9_dval
1638568856.0138593,67.32214238179,67.32239670795883,0,kth,0,223.3667456738312,9542.0,9.0,19300.0,0.0,18113.0,0.1,1.0655330425661127,20.0,20.0,0,tth,0,-20.0
1638568857.1687214,67.37714238179001,67.37239670795881,0,kth,0,223.3167456738312,9401.0,8.0,19527.0,0.0,18119.0,0.1,1.077708482808102,20.1,20.1,0,tth,0,-20.1
1638568858.4009619,67.41914238179001,67.4223967079588,0,kth,0,223.26674567383122,9436.0,9.0,18048.0,0.0,18120.0,0.1,0.9960264900662251,20.2,20.2,0,tth,0,-20.2
1638568859.5631485,67.47714238179,67.47239670795881,0,kth,0,223.2167456738312,9480.0,9.0,18346.0,0.0,18134.0,0.1,1.0116907466637255,20.3,20.3,0,tth,0,-20.3
1638568860.7579226,67.52314238179002,67.52239670795882,0,kth,0,223.1667456738312,9405.0,8.0,16923.0,0.0,18115.0,0.1,0.9341981783052719,20.400000000000002,20.4,0,tth,0,-20.4
1638568861.9453077,67.57614238179002,67.57239670795883,0,kth,0,223.1167456738312,9400.0,9.0,16941.0,0.0,18129.0,0.1,0.9344696342876055,20.5,20.5,0,tth,0,-20.5
1638568863.1151116,67.62214238179001,67.62239670795881,0,kth,0,223.0667456738312,9268.0,8.0,15662.0,0.0,18119.0,0.1,0.8643964898725095,20.6,20.6,0,tth,0,-20.6
1638568864.2966764,67.67014238179001,67.6723967079588,0,kth,0,223.01674567383122,9225.0,8.0,15511.0,0.0,18119.0,0.1,0.8560626966168111,20.7,20.7,0,tth,0,-20.7
1638568865.4437125,67.72114238179,67.72239670795881,0,kth,0,222.9667456738312,9309.0,10.0,14836.0,0.0,18200.0,0.1,0.8151648351648352,20.8,20.8,0,tth,0,-20.8
1638568867.0116467,67.76814238179003,67.77239670795882,0,kth,0,222.9167456738312,9192.0,10.0,13623.0,0.0,18177.0,0.1,0.7494636078560819,20.900000000000002,20.9,0,tth,0,-20.9
1638568869.811435,67.82714238179003,67.82239670795883,0,kth,0,222.8667456738312,9134.0,11.0,13506.0,0.0,18181.0,0.1,0.7428634288542985,21.0,21.0,0,tth,0,-21.0
1638568871.8532836,67.86914238179003,67.87239670795881,0,kth,0,222.8167456738312,9082.0,10.0,12408.0,0.0,18182.0,0.1,0.6824331756682434,21.1,21.1,0,tth,0,-21.1
1638568873.0346112,67.92514238179001,67.9223967079588,0,kth,0,222.76674567383122,9064.0,10.0,12110.0,0.0,18163.0,0.1,0.6667400759786379,21.2,21.2,0,tth,0,-21.2
1638568874.5461135,67.96814238179002,67.97239670795881,0,kth,0,222.7167456738312,9121.0,9.0,11255.0,0.0,18186.0,0.1,0.6188826569888926,21.3,21.3,0,tth,0,-21.3
1638568875.7309475,68.02314238179002,68.02239670795882,0,kth,0,222.6667456738312,8970.0,10.0,10977.0,0.0,18145.0,0.1,0.6049600440892808,21.400000000000002,21.4,0,tth,0,-21.4
1638568877.0287414,68.06814238179001,68.07239670795883,0,kth,0,222.6167456738312,8985.0,9.0,10338.0,0.0,18165.0,0.1,0.5691164327002477,21.5,21.5,0,tth,0,-21.5
1638568878.180548,68.11914238179003,68.12239670795881,0,kth,0,222.5667456738312,9047.0,10.0,9969.0,0.0,18163.0,0.1,0.5488630732808457,21.6,21.6,0,tth,0,-21.6
1638568879.3363466,68.16814238179,68.1723967079588,0,kth,0,222.51674567383122,8920.0,10.0,9508.0,0.0,18174.0,0.1,0.5231649609332013,21.7,21.7,0,tth,0,-21.7
1638568880.6878924,68.21814238179002,68.22239670795881,0,kth,0,222.4667456738312,8748.0,10.0,9063.0,0.0,18158.0,0.1,0.4991188456878511,21.8,21.8,0,tth,0,-21.8
1638568883.4551373,68.27814238179002,68.27239670795882,0,kth,0,222.4167456738312,8890.0,11.0,8796.0,0.0,18179.0,0.1,0.4838549975246163,21.900000000000002,21.9,0,tth,0,-21.9
1638568885.02226,68.31814238179001,68.32239670795883,0,kth,0,222.3667456738312,8763.0,9.0,8412.0,0.0,18172.0,0.1,0.46290997138454765,22.0,22.0,0,tth,0,-22.0
1638568887.7093263,68.38114238179003,68.37239670795881,0,kth,0,222.3167456738312,8746.0,10.0,8313.0,0.0,18150.0,0.1,0.45801652892561984,22.1,22.1,0,tth,0,-22.1
1638568889.436544,68.41814238179,68.4223967079588,0,kth,0,222.26674567383122,8728.0,11.0,7933.0,0.0,18176.0,0.1,0.43645466549295775,22.2,22.2,0,tth,0,-22.2
1638568892.1049874,68.47814238179001,68.47239670795881,0,kth,0,222.2167456738312,8695.0,10.0,7780.0,0.0,18162.0,0.1,0.42836691994273757,22.3,22.3,0,tth,0,-22.3
1638568894.0006087,68.51814238179003,68.52239670795882,0,kth,0,222.1667456738312,8685.0,9.0,7600.0,0.0,18146.0,0.1,0.418825085418274,22.400000000000002,22.4,0,tth,0,-22.4
1638568895.858239,68.57614238179002,68.57239670795883,0,kth,0,222.1167456738312,8609.0,10.0,7495.0,0.0,18144.0,0.1,0.4130842151675485,22.5,22.5,0,tth,0,-22.5
1638568897.039692,68.62114238179001,68.62239670795881,0,kth,0,222.0667456738312,8535.0,9.0,7402.0,0.0,18143.0,0.1,0.40798103951937387,22.6,22.6,0,tth,0,-22.6
1638568898.590977,68.67014238179001,68.6723967079588,0,kth,0,222.01674567383122,8600.0,9.0,7356.0,0.0,18136.0,0.1,0.4056021173356859,22.7,22.7,0,tth,0,-22.7
1638568899.9282813,68.72714238179,68.72239670795881,0,kth,0,221.9667456738312,8508.0,10.0,7430.0,0.0,18148.0,0.1,0.40941150540004406,22.8,22.8,0,tth,0,-22.8
1638568901.9508588,68.76814238179003,68.77239670795882,0,kth,0,221.9167456738312,8433.0,10.0,7247.0,0.0,18157.0,0.1,0.39912981219364435,22.900000000000002,22.9,0,tth,0,-22.9
1638568903.1243193,68.82314238179,68.82239670795883,0,kth,0,221.8667456738312,8436.0,10.0,7398.0,0.0,18133.0,0.1,0.40798544090884026,23.0,23.0,0,tth,0,-23.0
1638568904.247314,68.87114238179001,68.87239670795881,0,kth,0,221.8167456738312,8400.0,9.0,7344.0,0.0,18138.0,0.1,0.4048957988752894,23.1,23.1,0,tth,0,-23.1
1638568905.4111392,68.92114238179002,68.9223967079588,0,kth,0,221.76674567383122,8341.0,10.0,7322.0,0.0,18140.0,0.1,0.403638368246968,23.2,23.2,0,tth,0,-23.2
1638568906.553576,68.97414238179002,68.97239670795881,0,kth,0,221.7167456738312,8274.0,8.0,7553.0,0.0,18127.0,0.1,0.41667126386053954,23.3,23.3,0,tth,0,-23.3
1638568907.7118742,69.02014238179001,69.02239670795882,0,kth,0,221.6667456738312,8302.0,10.0,7475.0,0.0,18128.0,0.1,0.4123455428067079,23.400000000000002,23.4,0,tth,0,-23.4
1638568908.8908234,69.06814238179001,69.07239670795883,0,kth,0,221.6167456738312,8256.0,9.0,7494.0,0.0,18135.0,0.1,0.41323407775020676,23.5,23.5,0,tth,0,-23.5
1638568910.1377141,69.11814238179002,69.12239670795881,0,kth,0,221.5667456738312,8171.0,9.0,7516.0,0.0,18135.0,0.1,0.41444720154397574,23.6,23.6,0,tth,0,-23.6
1638568911.387796,69.17214238179002,69.1723967079588,0,kth,0,221.51674567383122,8146.0,9.0,7696.0,0.0,18142.0,0.1,0.42420901774887004,23.7,23.7,0,tth,0,-23.7
1638568912.627409,69.22214238179001,69.22239670795881,0,kth,0,221.4667456738312,8219.0,9.0,7808.0,0.0,18139.0,0.1,0.4304537185070842,23.8,23.8,0,tth,0,-23.8
1638568913.7513258,69.27314238179002,69.27239670795882,0,kth,0,221.4167456738312,8126.0,9.0,8008.0,0.0,18141.0,0.1,0.4414310126233394,23.900000000000002,23.9,0,tth,0,-23.9
