time,D4,scaler_time,kappa_motors_m8,kappa_motors_m8_user_setpoint,kappa_motors_m8_sync,kappa_motors_m8_desc,kappa_motors_m8_homf,kappa_motors_m8_dval
1638553939.518901,5.0,0.1,72.04114238179207,72.03614238179208,0,kth,0,218.653
1638553939.9500785,6.0,0.1,72.04214238179208,72.0461423817921,0,kth,0,218.64299999999997
1638553940.3968143,6.0,0.1,72.05214238179207,72.05614238179209,0,kth,0,218.63299999999998
1638553940.852626,11.0,0.1,72.06514238179207,72.06614238179208,0,kth,0,218.623
1638553941.3033342,11.0,0.1,72.07514238179206,72.07614238179207,0,kth,0,218.613
1638553941.7028337,11.0,0.1,72.08314238179207,72.08614238179206,0,kth,0,218.603
1638553942.0954168,10.0,0.1,72.09414238179207,72.09614238179208,0,kth,0,218.593
1638553942.4857948,10.0,0.1,72.10414238179206,72.10614238179207,0,kth,0,218.583
1638553942.8997471,7.0,0.1,72.11414238179205,72.11614238179209,0,kth,0,218.57299999999998
1638553943.809169,15.0,0.1,72.12214238179206,72.12614238179208,0,kth,0,218.563
1638553944.5295646,14.0,0.1,72.13114238179207,72.13614238179207,0,kth,0,218.553
1638553944.9796598,11.0,0.1,72.14614238179206,72.14614238179206,0,kth,0,218.543
1638553945.3902094,7.0,0.1,72.15614238179205,72.15614238179208,0,kth,0,218.533
1638553945.7827907,18.0,0.1,72.16614238179207,72.16614238179207,0,kth,0,218.523
1638553946.2227008,14.0,0.1,72.17714238179207,72.17614238179209,0,kth,0,218.51299999999998
1638553946.6374543,14.0,0.1,72.18714238179206,72.18614238179208,0,kth,0,218.503
1638553947.0501935,16.0,0.1,72.19614238179207,72.19614238179207,0,kth,0,218.493
1638553947.4887784,23.0,0.1,72.20414238179205,72.20614238179206,0,kth,0,218.483
1638553947.9301453,32.0,0.1,72.21614238179205,72.21614238179208,0,kth,0,218.47299999999998
1638553948.344578,45.0,0.1,72.22614238179207,72.22614238179207,0,kth,0,218.463
1638553948.7663317,65.0,0.1,72.23714238179207,72.23614238179209,0,kth,0,218.45299999999997
1638553949.1760614,87.0,0.1,72.24514238179205,72.24614238179208,0,kth,0,218.44299999999998
1638553949.6181974,136.0,0.1,72.25614238179207,72.25614238179207,0,kth,0,218.433
1638553950.0518227,199.0,0.1,72.26614238179206,72.26614238179206,0,kth,0,218.423
1638553950.468953,348.0,0.1,72.27714238179206,72.27614238179206,0,kth,0,218.413
1638553950.906414,433.0,0.1,72.28514238179207,72.28614238179208,0,kth,0,218.403
1638553951.3726554,587.0,0.1,72.29714238179207,72.2961423817921,0,kth,0,218.39299999999997
1638553951.7916543,696.0,0.1,72.30614238179206,72.30614238179209,0,kth,0,218.38299999999998
1638553952.271779,744.0,0.1,72.31814238179206,72.31614238179208,0,kth,0,218.373
1638553952.7444773,736.0,0.1,72.32514238179206,72.32614238179207,0,kth,0,218.363
1638553953.2278368,699.0,0.1,72.33814238179207,72.33614238179206,0,kth,0,218.353
1638553953.6464474,670.0,0.1,72.34514238179207,72.34614238179208,0,kth,0,218.343
1638553954.066558,572.0,0.1,72.35814238179205,72.35614238179207,0,kth,0,218.333
1638553954.4674861,469.0,0.1,72.36514238179205,72.36614238179209,0,kth,0,218.32299999999998
1638553954.8829079,325.0,0.1,72.37614238179205,72.37614238179208,0,kth,0,218.313
1638553955.3457344,200.0,0.1,72.38814238179205,72.38614238179207,0,kth,0,218.303
1638553955.7661653,98.0,0.1,72.39714238179207,72.39614238179206,0,kth,0,218.293
1638553956.1583061,61.0,0.1,72.40814238179206,72.40614238179208,0,kth,0,218.283
1638553956.5355988,47.0,0.1,72.41514238179207,72.41614238179207,0,kth,0,218.273
1638553956.9305274,23.0,0.1,72.42914238179208,72.42614238179209,0,kth,0,218.26299999999998
1638553957.4074597,17.0,0.1,72.43714238179206,72.43614238179208,0,kth,0,218.253
1638553957.8373542,18.0,0.1,72.44914238179206,72.44614238179207,0,kth,0,218.243
1638553958.253407,14.0,0.1,72.45714238179207,72.45614238179206,0,kth,0,218.233
1638553958.6775258,15.0,0.1,72.46614238179205,72.46614238179208,0,kth,0,218.22299999999998
1638553959.056489,14.0,0.1,72.47814238179205,72.47614238179207,0,kth,0,218.213
1638553959.5278175,12.0,0.1,72.48614238179206,72.48614238179209,0,kth,0,218.20299999999997
1638553961.6174476,12.0,0.1,72.50114238179205,72.49614238179208,0,kth,0,218.19299999999998
1638553962.0733538,10.0,0.1,72.50414238179206,72.50614238179207,0,kth,0,218.183
1638553963.3110816,12.0,0.1,72.51114238179207,72.51614238179206,0,kth,0,218.173
1638553963.725482,11.0,0.1,72.53014238179207,72.52614238179206,0,kth,0,218.163
1638553964.186585,12.0,0.1,72.53214238179206,72.53614238179208,0,kth,0,218.153
