time,kappa_motors_m2,kappa_motors_m2_user_setpoint,kappa_motors_m2_sync,kappa_motors_m2_desc,kappa_motors_m2_homf,kappa_motors_m2_dval,TEY,D3,D4,MCP,mesh,scaler_time,D4calc,kappa_motors_m8,kappa_motors_m8_user_setpoint,kappa_motors_m8_sync,kappa_motors_m8_desc,kappa_motors_m8_homf,kappa_motors_m8_dval,kappa_motors_m9,kappa_motors_m9_user_setpoint,kappa_motors_m9_sync,kappa_motors_m9_desc,kappa_motors_m9_homf,kappa_motors_m9_dval
1638585501.2260144,-5311.363,-5311.416666666667,0,x,0,-5311.416666666667,3099.0,627.0,3878.0,0.0,14544.0,0.1,0.26663916391639164,72.42414238179,72.4223967079588,0,kth,0,218.26674567383122,30.2,30.200000000000003,0,tth,0,-30.200000000000003
1638585501.8678854,-5316.426,-5316.430555555556,0,x,0,-5316.430555555556,3146.0,639.0,4136.0,0.0,14535.0,0.1,0.2845545235638115,72.47314238179001,72.47239670795881,0,kth,0,218.2167456738312,30.3,30.3,0,tth,0,-30.3
1638585502.5173035,-5321.473,-5321.444444444444,0,x,0,-5321.444444444444,3043.0,630.0,4470.0,0.0,14527.0,0.1,0.3077028980519034,72.52714238179001,72.52239670795882,0,kth,0,218.1667456738312,30.400000000000002,30.4,0,tth,0,-30.4
1638585503.2013211,-5326.517,-5326.458333333333,0,x,0,-5326.458333333333,3052.0,627.0,4405.0,0.0,14536.0,0.1,0.3030407264722069,72.56914238179002,72.57239670795883,0,kth,0,218.1167456738312,30.5,30.5,0,tth,0,-30.5
1638585503.8912768,-5331.439,-5331.472222222223,0,x,0,-5331.472222222223,3036.0,642.0,4553.0,0.0,14528.0,0.1,0.3133948237885463,72.62414238179002,72.62239670795881,0,kth,0,218.0667456738312,30.6,30.6,0,tth,0,-30.6
1638585504.5830567,-5336.518,-5336.486111111111,0,x,0,-5336.486111111111,3006.0,640.0,4318.0,0.0,14530.0,0.1,0.2971782518926359,72.67114238179002,72.6723967079588,0,kth,0,218.01674567383122,30.7,30.700000000000003,0,tth,0,-30.700000000000003
1638585505.2924144,-5341.438,-5341.5,0,x,0,-5341.5,3020.0,627.0,4083.0,0.0,14548.0,0.1,0.28065713500137474,72.72114238179,72.72239670795881,0,kth,0,217.9667456738312,30.8,30.8,0,tth,0,-30.8
1638585506.007183,-5346.506,-5346.513888888889,0,x,0,-5346.513888888889,2971.0,642.0,3863.0,0.0,14518.0,0.1,0.26608348257335723,72.77414238179003,72.77239670795882,0,kth,0,217.9167456738312,30.900000000000002,30.9,0,tth,0,-30.9
1638585506.6923194,-5351.544,-5351.527777777777,0,x,0,-5351.527777777777,3026.0,645.0,3529.0,0.0,14526.0,0.1,0.2429436871816054,72.82214238179,72.82239670795883,0,kth,0,217.8667456738312,31.0,31.0,0,tth,0,-31.0
1638585507.455111,-5356.512,-5356.541666666667,0,x,0,-5356.541666666667,2913.0,643.0,3091.0,0.0,14533.0,0.1,0.2126883644120278,72.86814238179002,72.87239670795881,0,kth,0,217.8167456738312,31.1,31.1,0,tth,0,-31.1
