time,kappa_motors_m8,kappa_motors_m8_user_setpoint,kappa_motors_m8_sync,kappa_motors_m8_desc,kappa_motors_m8_homf,kappa_motors_m8_dval,kappa_motors_m9,kappa_motors_m9_user_setpoint,kappa_motors_m9_sync,kappa_motors_m9_desc,kappa_motors_m9_homf,kappa_motors_m9_dval,TEY,D3,D4,MCP,mesh,scaler_time,kappa_motors_m2,kappa_motors_m2_user_setpoint,kappa_motors_m2_sync,kappa_motors_m2_desc,kappa_motors_m2_homf,kappa_motors_m2_dval,D4calc
1638670180.223613,65.71914238179002,65.71784939933389,0,kth,0,224.97129298245613,16.0,16.0,0,tth,0,-16.0,78976.0,20.0,7182.0,0.0,52057.0,0.2,3499.987,3500.0,0,x,0,3500.0,0.1379641546766045
1638670181.6689844,65.76614238179002,65.76784939933387,0,kth,0,224.92129298245615,16.1,16.1,0,tth,0,-16.1,77437.0,20.0,7650.0,0.0,52019.0,0.2,3495.021,3494.9875,0,x,0,3494.9875,0.1470616505507603
1638670183.0142403,65.81614238179,65.81784939933385,0,kth,0,224.87129298245617,16.2,16.2,0,tth,0,-16.2,77016.0,20.0,7896.0,0.0,52033.0,0.2,3490.0,3489.975,0,x,0,3489.975,0.15174985105606056
1638670184.3441103,65.86814238179002,65.86784939933386,0,kth,0,224.82129298245616,16.3,16.3,0,tth,0,-16.3,76674.0,19.0,7989.0,0.0,51988.0,0.2,3484.9210000000003,3484.9625,0,x,0,3484.9625,0.15367007771024083
1638670185.7832885,65.91714238179003,65.91784939933387,0,kth,0,224.77129298245615,16.4,16.4,0,tth,0,-16.4,76406.0,20.0,8159.0,0.0,51965.0,0.2,3479.951,3479.95,0,x,0,3479.95,0.1570095256422592
1638670187.182813,65.96914238179002,65.96784939933389,0,kth,0,224.72129298245613,16.5,16.5,0,tth,0,-16.5,75876.0,18.0,7774.0,0.0,52016.0,0.2,3474.889,3474.9375,0,x,0,3474.9375,0.14945401414949247
1638670188.6519644,66.01614238179002,66.01784939933387,0,kth,0,224.67129298245615,16.6,16.6,0,tth,0,-16.6,75490.0,19.0,8040.0,0.0,51997.0,0.2,3469.9230000000002,3469.925,0,x,0,3469.925,0.15462430524837972
1638670189.9470584,66.07014238179002,66.06784939933385,0,kth,0,224.62129298245617,16.7,16.7,0,tth,0,-16.7,75095.0,20.0,6828.0,0.0,51974.0,0.2,3464.855,3464.9125,0,x,0,3464.9125,0.1313733789971909
1638670191.3377008,66.11614238179001,66.11784939933386,0,kth,0,224.57129298245616,16.8,16.8,0,tth,0,-16.8,74803.0,20.0,6401.0,0.0,52047.0,0.2,3459.945,3459.9,0,x,0,3459.9,0.12298499433204603
1638670192.7808924,66.17014238179001,66.16784939933387,0,kth,0,224.52129298245615,16.9,16.9,0,tth,0,-16.9,74439.0,19.0,5317.0,0.0,51999.0,0.2,3454.8720000000003,3454.8875,0,x,0,3454.8875,0.10225196638396893
1638670194.1429005,66.21514238179,66.21784939933389,0,kth,0,224.47129298245613,17.0,17.0,0,tth,0,-17.0,74179.0,19.0,5616.0,0.0,52006.0,0.2,3449.9300000000003,3449.875,0,x,0,3449.875,0.1079875398992424
1638670195.5366764,66.27014238179001,66.26784939933387,0,kth,0,224.42129298245615,17.1,17.1,0,tth,0,-17.1,73990.0,20.0,5535.0,0.0,52007.0,0.2,3444.927,3444.8625,0,x,0,3444.8625,0.1064279808487319
1638670196.8708813,66.31614238179,66.31784939933385,0,kth,0,224.37129298245617,17.2,17.2,0,tth,0,-17.2,73538.0,18.0,5596.0,0.0,51931.0,0.2,3439.864,3439.85,0,x,0,3439.85,0.10775837168550577
1638670198.2865624,66.36314238179003,66.36784939933386,0,kth,0,224.32129298245616,17.3,17.3,0,tth,0,-17.3,73191.0,20.0,5757.0,0.0,51926.0,0.2,3434.828,3434.8375,0,x,0,3434.8375,0.11086931402380311
1638670199.6606374,66.41614238179002,66.41784939933387,0,kth,0,224.27129298245615,17.400000000000002,17.4,0,tth,0,-17.4,72603.0,19.0,6266.0,0.0,51946.0,0.2,3429.926,3429.825,0,x,0,3429.825,0.12062526469795556
1638670201.206544,66.46914238179002,66.46784939933389,0,kth,0,224.22129298245613,17.5,17.5,0,tth,0,-17.5,72026.0,18.0,6529.0,0.0,51960.0,0.2,3424.9,3424.8125,0,x,0,3424.8125,0.1256543494996151
1638670202.6084352,66.51514238179001,66.51784939933387,0,kth,0,224.17129298245615,17.6,17.6,0,tth,0,-17.6,71623.0,18.0,7500.0,0.0,51942.0,0.2,3419.833,3419.8,0,x,0,3419.8,0.1443918216472219
1638670203.9820065,66.57214238179,66.56784939933385,0,kth,0,224.12129298245617,17.7,17.7,0,tth,0,-17.7,71075.0,20.0,6830.0,0.0,51727.0,0.2,3414.804,3414.7875,0,x,0,3414.7875,0.13203936048871961
1638670205.366503,66.62114238179001,66.61784939933386,0,kth,0,224.07129298245616,17.8,17.8,0,tth,0,-17.8,71353.0,19.0,7044.0,0.0,52141.0,0.2,3409.965,3409.775,0,x,0,3409.775,0.13509522256957096
1638670206.709678,66.66914238179001,66.66784939933387,0,kth,0,224.02129298245615,17.900000000000002,17.9,0,tth,0,-17.9,71086.0,18.0,6819.0,0.0,52131.0,0.2,3404.937,3404.7625,0,x,0,3404.7625,0.13080508718420902
1638670208.024044,66.71614238179001,66.71784939933389,0,kth,0,223.97129298245613,18.0,18.0,0,tth,0,-18.0,70806.0,20.0,6632.0,0.0,52137.0,0.2,3399.7670000000003,3399.75,0,x,0,3399.75,0.12720332968908837
1638670209.3591764,66.77014238179001,66.76784939933387,0,kth,0,223.92129298245615,18.1,18.1,0,tth,0,-18.1,70425.0,19.0,5770.0,0.0,52163.0,0.2,3394.741,3394.7375,0,x,0,3394.7375,0.11061480359641891
1638670210.6449733,66.81314238179002,66.81784939933385,0,kth,0,223.87129298245617,18.2,18.2,0,tth,0,-18.2,69871.0,18.0,5626.0,0.0,52115.0,0.2,3389.826,3389.725,0,x,0,3389.725,0.10795356423294637
1638670211.9567943,66.86914238179003,66.86784939933386,0,kth,0,223.82129298245616,18.3,18.3,0,tth,0,-18.3,69343.0,20.0,4593.0,0.0,52148.0,0.2,3384.6910000000003,3384.7125,0,x,0,3384.7125,0.08807624453478562
1638670213.3452325,66.91514238179002,66.91784939933387,0,kth,0,223.77129298245615,18.400000000000002,18.4,0,tth,0,-18.4,68969.0,20.0,4619.0,0.0,52130.0,0.2,3379.708,3379.7,0,x,0,3379.7,0.08860540955304047
1638670214.6804223,66.96714238179001,66.96784939933389,0,kth,0,223.72129298245613,18.5,18.5,0,tth,0,-18.5,68534.0,18.0,4633.0,0.0,52081.0,0.2,3374.7490000000003,3374.6875,0,x,0,3374.6875,0.08895758529982144
1638670216.0613904,67.01614238179002,67.01784939933387,0,kth,0,223.67129298245615,18.6,18.6,0,tth,0,-18.6,68419.0,19.0,4674.0,0.0,52136.0,0.2,3369.681,3369.675,0,x,0,3369.675,0.08965014577259475
