time,kappa_motors_m8,kappa_motors_m8_user_setpoint,kappa_motors_m8_sync,kappa_motors_m8_desc,kappa_motors_m8_homf,kappa_motors_m8_dval,kappa_motors_m9,kappa_motors_m9_user_setpoint,kappa_motors_m9_sync,kappa_motors_m9_desc,kappa_motors_m9_homf,kappa_motors_m9_dval,TEY,D3,D4,MCP,mesh,scaler_time,kappa_motors_m2,kappa_motors_m2_user_setpoint,kappa_motors_m2_sync,kappa_motors_m2_desc,kappa_motors_m2_homf,kappa_motors_m2_dval,D4calc
1638669052.7780073,65.71714238179001,65.71784939933389,0,kth,0,224.97129298245613,15.999,16.0,0,tth,0,-16.0,27296.0,9.0,23197.0,0.0,44897.0,0.1,5802.327,5800.0,0,x,0,5800.0,0.5166714925273403
1638669054.5957649,65.76814238179003,65.76784939933387,0,kth,0,224.92129298245615,16.1,16.1,0,tth,0,-16.1,26875.0,10.0,3077.0,0.0,44926.0,0.1,5797.827,5794.9875,0,x,0,5794.9875,0.06849040644615591
1638669056.3950799,65.81814238179001,65.81784939933385,0,kth,0,224.87129298245617,16.2,16.2,0,tth,0,-16.2,26772.0,10.0,3089.0,0.0,44928.0,0.1,5792.6990000000005,5789.975,0,x,0,5789.975,0.06875445156695156
1638669058.0008907,65.86814238179002,65.86784939933386,0,kth,0,224.82129298245616,16.3,16.3,0,tth,0,-16.3,26446.0,11.0,3087.0,0.0,44942.0,0.1,5787.207,5784.9625,0,x,0,5784.9625,0.06868853188554136
1638669059.5583448,65.91914238179001,65.91784939933387,0,kth,0,224.77129298245615,16.4,16.4,0,tth,0,-16.4,26283.0,10.0,2908.0,0.0,44924.0,0.1,5781.869,5779.95,0,x,0,5779.95,0.06473154661205592
1638669062.0743287,65.96814238179002,65.96784939933389,0,kth,0,224.72129298245613,16.5,16.5,0,tth,0,-16.5,26253.0,10.0,2969.0,0.0,44876.0,0.1,5777.751,5774.9375,0,x,0,5774.9375,0.06616008556912381
1638669063.7470992,66.01814238179003,66.01784939933387,0,kth,0,224.67129298245615,16.6,16.6,0,tth,0,-16.6,25857.0,11.0,2970.0,0.0,44646.0,0.1,5772.0740000000005,5769.925,0,x,0,5769.925,0.0665233167585002
1638669066.2294638,66.06814238179001,66.06784939933385,0,kth,0,224.62129298245617,16.7,16.7,0,tth,0,-16.7,25869.0,10.0,2851.0,0.0,45063.0,0.1,5766.546,5764.9125,0,x,0,5764.9125,0.06326698178106206
1638669067.84127,66.11314238179003,66.11784939933386,0,kth,0,224.57129298245616,16.8,16.8,0,tth,0,-16.8,25848.0,11.0,2812.0,0.0,45052.0,0.1,5762.709,5759.9,0,x,0,5759.9,0.06241676285181568
1638669069.4389207,66.16814238179,66.16784939933387,0,kth,0,224.52129298245615,16.9,16.9,0,tth,0,-16.9,25711.0,11.0,2684.0,0.0,45030.0,0.1,5757.555,5754.8875,0,x,0,5754.8875,0.059604707972462805
