time,kappa_motors_m8,kappa_motors_m8_user_setpoint,kappa_motors_m8_sync,kappa_motors_m8_desc,kappa_motors_m8_homf,kappa_motors_m8_dval,D4calc,TEY,D3,D4,MCP,mesh,scaler_time,kappa_motors_m9,kappa_motors_m9_user_setpoint,kappa_motors_m9_sync,kappa_motors_m9_desc,kappa_motors_m9_homf,kappa_motors_m9_dval,kappa_motors_m2,kappa_motors_m2_user_setpoint,kappa_motors_m2_sync,kappa_motors_m2_desc,kappa_motors_m2_homf,kappa_motors_m2_dval
1638753497.1755538,58.29214238179003,58.291799999999995,0,kth,0,232.39734238179003,2.9888802401868118,4448.0,10.0,26879.0,0.0,8993.0,0.1,2.0,2.0,0,tth,0,-2.0,2499.989,2500.0,0,x,0,2500.0
1638753498.4254446,58.34014238179,58.34179999999998,0,kth,0,232.34734238179004,3.16145891248749,4722.0,10.0,28431.0,0.0,8993.0,0.1,2.1,2.1,0,tth,0,-2.1,2504.976,2505.027777777778,0,x,0,2505.027777777778
1638753499.656777,58.388142381790004,58.39179999999999,0,kth,0,232.29734238179003,3.3198042922272877,5055.0,11.0,29855.0,0.0,8993.0,0.1,2.2,2.2,0,tth,0,-2.2,2510.026,2510.0555555555557,0,x,0,2510.0555555555557
1638753501.004334,58.442142381790006,58.4418,0,kth,0,232.24734238179002,3.485202492211838,5354.0,10.0,31325.0,0.0,8988.0,0.1,2.3000000000000003,2.3,0,tth,0,-2.3,2514.9990000000003,2515.0833333333335,0,x,0,2515.0833333333335
1638753502.3828614,58.49014238179001,58.49180000000001,0,kth,0,232.19734238179,3.621299799688404,5690.0,10.0,32541.0,0.0,8986.0,0.1,2.4,2.4,0,tth,0,-2.4,2520.077,2520.1111111111113,0,x,0,2520.1111111111113
1638753503.6204448,58.54214238179003,58.541799999999995,0,kth,0,232.14734238179003,3.751723371136313,6020.0,11.0,33743.0,0.0,8994.0,0.1,2.5,2.5,0,tth,0,-2.5,2525.149,2525.1388888888887,0,x,0,2525.1388888888887
1638753505.024566,58.59414238179002,58.59179999999998,0,kth,0,232.09734238179004,3.9081189442031405,6437.0,10.0,35091.0,0.0,8979.0,0.1,2.6,2.6,0,tth,0,-2.6,2530.099,2530.1666666666665,0,x,0,2530.1666666666665
1638753506.4398737,58.646142381790014,58.64179999999999,0,kth,0,232.04734238179003,4.029149977748109,6724.0,10.0,36214.0,0.0,8988.0,0.1,2.7,2.7,0,tth,0,-2.7,2535.168,2535.1944444444443,0,x,0,2535.1944444444443
1638753507.6748695,58.688142381790016,58.6918,0,kth,0,231.99734238179002,4.148164627363737,7155.0,11.0,37292.0,0.0,8990.0,0.1,2.8000000000000003,2.8,0,tth,0,-2.8,2540.219,2540.222222222222,0,x,0,2540.222222222222
1638753509.0368366,58.73814238179003,58.74180000000001,0,kth,0,231.94734238179,4.269927737632018,7488.0,11.0,38408.0,0.0,8995.0,0.1,2.9,2.9,0,tth,0,-2.9,2545.235,2545.25,0,x,0,2545.25
