time,kappa_motors_m8,kappa_motors_m8_user_setpoint,kappa_motors_m8_sync,kappa_motors_m8_desc,kappa_motors_m8_homf,kappa_motors_m8_dval,TEY,D3,D4,MCP,mesh,scaler_time
1638663075.9823978,71.82214238179,71.82214238179,0,kth,0,218.86700000000002,2285.0,9.0,1.0,0.0,6723.0,0.1
1638663076.7845633,71.82714238179003,71.83214238178999,0,kth,0,218.85700000000003,2242.0,9.0,1.0,0.0,6723.0,0.1
1638663077.553594,71.84214238179001,71.84214238178998,0,kth,0,218.84700000000004,2217.0,9.0,0.0,0.0,6715.0,0.1
1638663078.363832,71.85214238179,71.85214238179,0,kth,0,218.83700000000002,2292.0,8.0,5.0,0.0,6709.0,0.1
1638663079.1625714,71.86414238179,71.86214238179002,0,kth,0,218.827,2172.0,9.0,0.0,0.0,6721.0,0.1
1638663079.9877608,71.87014238179,71.87214238179001,0,kth,0,218.817,2298.0,8.0,0.0,0.0,6713.0,0.1
1638663080.7805717,71.88314238179001,71.88214238179,0,kth,0,218.80700000000002,2223.0,9.0,0.0,0.0,6711.0,0.1
1638663081.5982778,71.89014238179001,71.89214238179,0,kth,0,218.79700000000003,2294.0,9.0,0.0,0.0,6729.0,0.1
1638663082.412218,71.90314238179002,71.90214238178999,0,kth,0,218.78700000000003,2272.0,8.0,2.0,0.0,6714.0,0.1
1638663083.1927207,71.91014238179002,71.91214238179,0,kth,0,218.77700000000002,2212.0,9.0,0.0,0.0,6722.0,0.1
1638663084.019692,71.92314238179003,71.92214238179,0,kth,0,218.76700000000002,2229.0,9.0,0.0,0.0,6715.0,0.1
1638663084.8338847,71.92914238179003,71.93214238179002,0,kth,0,218.757,2228.0,9.0,0.0,0.0,6715.0,0.1
1638663085.6468127,71.94314238179001,71.94214238179,0,kth,0,218.747,2217.0,9.0,0.0,0.0,6721.0,0.1
1638663086.5053606,71.94914238179001,71.95214238179,0,kth,0,218.73700000000002,2273.0,9.0,0.0,0.0,6724.0,0.1
1638663087.3379931,71.96314238179002,71.96214238178999,0,kth,0,218.72700000000003,2212.0,9.0,0.0,0.0,6725.0,0.1
1638663088.2087133,71.97014238179003,71.97214238179001,0,kth,0,218.717,2262.0,9.0,0.0,0.0,6723.0,0.1
1638663089.0085135,71.98214238179003,71.98214238179,0,kth,0,218.70700000000002,2311.0,9.0,0.0,0.0,6707.0,0.1
1638663089.8943942,71.99014238179001,71.99214238179002,0,kth,0,218.697,2227.0,9.0,0.0,0.0,6714.0,0.1
1638663090.6868315,72.00314238179001,72.00214238179001,0,kth,0,218.687,2193.0,8.0,0.0,0.0,6717.0,0.1
1638663091.4577131,72.00914238179001,72.01214238179,0,kth,0,218.67700000000002,2160.0,10.0,0.0,0.0,6706.0,0.1
1638663092.2629013,72.02214238179002,72.02214238178999,0,kth,0,218.66700000000003,2225.0,9.0,0.0,0.0,6717.0,0.1
1638663093.0156097,72.03114238179,72.03214238178998,0,kth,0,218.65700000000004,2148.0,9.0,0.0,0.0,6715.0,0.1
1638663093.840008,72.04314238179,72.04214238179,0,kth,0,218.64700000000002,2169.0,9.0,1.0,0.0,6723.0,0.1
1638663094.604129,72.05014238179001,72.05214238179002,0,kth,0,218.637,2236.0,9.0,0.0,0.0,6710.0,0.1
1638663095.3901837,72.06314238179002,72.06214238179001,0,kth,0,218.627,2208.0,9.0,0.0,0.0,6720.0,0.1
1638663096.217179,72.07014238179002,72.07214238179,0,kth,0,218.61700000000002,2220.0,10.0,0.0,0.0,6709.0,0.1
1638663097.002923,72.08314238179003,72.08214238178999,0,kth,0,218.60700000000003,2289.0,9.0,0.0,0.0,6715.0,0.1
1638663097.767044,72.08914238179003,72.09214238178998,0,kth,0,218.59700000000004,2168.0,9.0,0.0,0.0,6709.0,0.1
1638663098.6171088,72.09914238179002,72.10214238179,0,kth,0,218.58700000000002,2186.0,9.0,0.0,0.0,6718.0,0.1
1638663099.4367108,72.11114238179002,72.11214238179002,0,kth,0,218.577,2124.0,9.0,0.0,0.0,6718.0,0.1
1638663100.2747946,72.12114238179001,72.12214238179001,0,kth,0,218.567,2179.0,9.0,0.0,0.0,6713.0,0.1
1638663101.086095,72.13314238179001,72.13214238179,0,kth,0,218.55700000000002,2184.0,9.0,0.0,0.0,6718.0,0.1
1638663101.8728878,72.13914238179001,72.14214238179,0,kth,0,218.54700000000003,2200.0,9.0,1.0,0.0,6715.0,0.1
1638663102.7554154,72.15314238179002,72.15214238178999,0,kth,0,218.53700000000003,2169.0,9.0,0.0,0.0,6715.0,0.1
1638663103.568943,72.16014238179002,72.16214238179,0,kth,0,218.52700000000002,2186.0,9.0,0.0,0.0,6715.0,0.1
1638663104.3306832,72.17314238179003,72.17214238179,0,kth,0,218.51700000000002,2150.0,9.0,0.0,0.0,6720.0,0.1
1638663105.1519551,72.18114238179001,72.18214238179002,0,kth,0,218.507,2178.0,9.0,0.0,0.0,6715.0,0.1
