time,TEY,D3,D4,MCP,mesh,scaler_time,kappa_motors_m4,kappa_motors_m4_user_setpoint,kappa_motors_m4_sync,kappa_motors_m4_desc,kappa_motors_m4_homf,kappa_motors_m4_dval
1638744320.4570513,50.0,12363.0,0.0,0.0,3044.0,0.1,-749.8530000000001,-749.856,0,z,0,-749.856
1638744321.3340287,44.0,12335.0,0.0,0.0,3040.0,0.1,-719.86,-719.856,0,z,0,-719.856
1638744322.1292424,30.0,12340.0,0.0,0.0,3041.0,0.1,-689.855,-689.856,0,z,0,-689.856
1638744322.8980887,30.0,12321.0,0.0,0.0,3042.0,0.1,-659.862,-659.856,0,z,0,-659.856
1638744323.7307518,52.0,12300.0,0.0,0.0,3037.0,0.1,-629.856,-629.856,0,z,0,-629.856
1638744324.5295336,99.0,12275.0,0.0,0.0,3038.0,0.1,-599.857,-599.856,0,z,0,-599.856
1638744325.3152459,81.0,12281.0,0.0,0.0,3041.0,0.1,-569.854,-569.856,0,z,0,-569.856
1638744326.0500488,82.0,12238.0,0.0,0.0,3040.0,0.1,-539.854,-539.856,0,z,0,-539.856
1638744326.8053193,46.0,12225.0,0.0,0.0,3043.0,0.1,-509.85900000000004,-509.856,0,z,0,-509.856
1638744327.6048038,77.0,12167.0,0.0,0.0,3039.0,0.1,-479.85900000000004,-479.856,0,z,0,-479.856
1638744328.3668334,73.0,12130.0,0.0,0.0,3043.0,0.1,-449.875,-449.856,0,z,0,-449.856
1638744329.1561239,91.0,12046.0,0.0,0.0,3042.0,0.1,-419.855,-419.856,0,z,0,-419.856
1638744329.8744013,143.0,11960.0,0.0,0.0,3038.0,0.1,-389.859,-389.856,0,z,0,-389.856
1638744330.5912952,103.0,11833.0,0.0,0.0,3039.0,0.1,-359.858,-359.856,0,z,0,-359.856
1638744331.3074276,162.0,11613.0,0.0,0.0,3038.0,0.1,-329.861,-329.856,0,z,0,-329.856
1638744332.1068215,140.0,11437.0,0.0,0.0,3039.0,0.1,-299.851,-299.856,0,z,0,-299.856
1638744332.7912488,185.0,11065.0,0.0,0.0,3039.0,0.1,-269.854,-269.856,0,z,0,-269.856
1638744333.5444605,205.0,10717.0,0.0,0.0,3039.0,0.1,-239.854,-239.856,0,z,0,-239.856
1638744334.3193994,293.0,10268.0,0.0,0.0,3037.0,0.1,-209.865,-209.856,0,z,0,-209.856
1638744335.0287204,293.0,9672.0,0.0,0.0,3037.0,0.1,-179.864,-179.856,0,z,0,-179.856
1638744335.784179,335.0,9116.0,0.0,0.0,3039.0,0.1,-149.867,-149.856,0,z,0,-149.856
1638744336.5917265,418.0,8340.0,0.0,0.0,3034.0,0.1,-119.86,-119.856,0,z,0,-119.856
1638744337.4268353,498.0,7722.0,0.0,0.0,3035.0,0.1,-89.855,-89.856,0,z,0,-89.856
1638744338.204045,667.0,6831.0,0.0,0.0,3037.0,0.1,-59.853,-59.856,0,z,0,-59.856
1638744338.9433992,665.0,5987.0,0.0,0.0,3037.0,0.1,-29.855,-29.856,0,z,0,-29.856
1638744339.7653952,707.0,5351.0,0.0,0.0,3028.0,0.1,0.135,0.14400000000000002,0,z,0,0.14400000000000002
1638744340.5125153,766.0,4410.0,0.0,0.0,3034.0,0.1,30.138,30.144,0,z,0,30.144
1638744341.268386,837.0,3891.0,0.0,0.0,3034.0,0.1,60.139,60.144,0,z,0,60.144
1638744341.9720652,812.0,3131.0,0.0,0.0,3032.0,0.1,90.144,90.144,0,z,0,90.144
1638744342.6957178,868.0,2568.0,0.0,0.0,3036.0,0.1,120.142,120.144,0,z,0,120.144
1638744343.4790885,965.0,2227.0,0.0,0.0,3036.0,0.1,150.131,150.144,0,z,0,150.144
1638744344.1832151,910.0,1647.0,0.0,0.0,3033.0,0.1,180.144,180.144,0,z,0,180.144
1638744344.8724213,920.0,1407.0,0.0,0.0,3034.0,0.1,210.137,210.144,0,z,0,210.144
1638744345.5974393,957.0,1101.0,0.0,0.0,3035.0,0.1,240.136,240.144,0,z,0,240.144
1638744346.297949,948.0,870.0,0.0,0.0,3033.0,0.1,270.14300000000003,270.144,0,z,0,270.144
1638744346.9903839,956.0,761.0,0.0,0.0,3032.0,0.1,300.145,300.144,0,z,0,300.144
1638744347.7686832,902.0,560.0,0.0,0.0,3034.0,0.1,330.142,330.144,0,z,0,330.144
1638744348.463962,877.0,480.0,0.0,0.0,3036.0,0.1,360.147,360.144,0,z,0,360.144
1638744349.1820014,824.0,408.0,0.0,0.0,3032.0,0.1,390.132,390.144,0,z,0,390.144
1638744349.8987455,795.0,341.0,0.0,0.0,3040.0,0.1,420.133,420.144,0,z,0,420.144
1638744350.6689413,864.0,309.0,0.0,0.0,3044.0,0.1,450.145,450.144,0,z,0,450.144
1638744351.4034884,807.0,269.0,0.0,0.0,3042.0,0.1,480.139,480.144,0,z,0,480.144
1638744352.212981,797.0,246.0,0.0,0.0,3042.0,0.1,510.139,510.144,0,z,0,510.144
1638744352.9202852,775.0,233.0,0.0,0.0,3037.0,0.1,540.149,540.144,0,z,0,540.144
1638744353.6605663,778.0,216.0,0.0,0.0,3044.0,0.1,570.14,570.144,0,z,0,570.144
1638744354.3909955,779.0,206.0,0.0,0.0,3043.0,0.1,600.138,600.144,0,z,0,600.144
1638744355.1213553,740.0,196.0,0.0,0.0,3036.0,0.1,630.143,630.144,0,z,0,630.144
1638744355.8475125,831.0,190.0,0.0,0.0,3040.0,0.1,660.142,660.144,0,z,0,660.144
1638744356.651972,768.0,183.0,0.0,0.0,3038.0,0.1,690.1370000000001,690.144,0,z,0,690.144
1638744357.398918,801.0,177.0,0.0,0.0,3035.0,0.1,720.1510000000001,720.144,0,z,0,720.144
1638744358.1513238,921.0,171.0,0.0,0.0,3034.0,0.1,750.136,750.144,0,z,0,750.144
