time,TEYcalc,TEY,mesh,scaler_time,mono_energy_setpoint,mono_energy
1638514434.4992583,1.1754522617958054,60363.0,51353.0,1.0,515.0,515.0067804
1638514438.3574648,1.166835187057634,64624.0,55384.0,1.0,516.0,516.0062527
1638514442.3583226,1.1583090135912615,69458.0,59965.0,1.0,517.0,517.0066314
1638514446.3606763,1.1539646938557544,75632.0,65541.0,1.0,518.0,517.9861327
1638514450.3631659,1.148385931268326,82639.0,71961.0,1.0,519.0,518.994221
1638514454.3647559,1.141426075589799,90813.0,79561.0,1.0,520.0,520.0024641
1638514458.3721175,1.1350030543677458,100332.0,88398.0,1.0,521.0,520.9922723
1638514462.3702118,1.1273600227374234,111063.0,98516.0,1.0,522.0,521.9991063
1638514466.3743114,1.1194888935437746,122921.0,109801.0,1.0,523.0,522.9979286
1638514470.375044,1.113526332200942,135701.0,121866.0,1.0,524.0,524.0132139
1638514474.5757716,1.106017639834766,148599.0,134355.0,1.0,525.0,525.0087668
1638514478.5842087,1.101018704643794,161580.0,146755.0,1.0,526.0,526.0060585
1638514482.5796676,1.0980818454732184,173744.0,158225.0,1.0,527.0,527.0052555
1638514486.5821667,1.093917136133495,184080.0,168276.0,1.0,528.0,528.0157329
1638514490.5839975,1.0946085979076043,186969.0,170809.0,1.0,528.25,528.2428271
1638514494.58481,1.0948385720299156,189868.0,173421.0,1.0,528.5,528.4943141
1638514498.5877192,1.0955307868349113,191960.0,175221.0,1.0,528.75,528.7662435
1638514502.592719,1.0964902853587488,193854.0,176795.0,1.0,529.0,529.0017351
1638514506.591439,1.097467950333518,195954.0,178551.0,1.0,529.25,529.2466689
1638514510.5922635,1.0981852722091687,197703.0,180027.0,1.0,529.5,529.4990855
1638514514.5994568,1.0979569298729983,198840.0,181100.0,1.0,529.75,529.7683278
1638514518.5970716,1.0992714926160339,200085.0,182016.0,1.0,530.0,530.0045097
1638514522.598512,1.099896293870422,201512.0,183210.0,1.0,530.25,530.2277911
1638514526.601108,1.0974809569440158,202719.0,184713.0,1.0,530.5,530.498144
1638514530.803257,1.0929009499710505,203861.0,186532.0,1.0,530.75,530.7642926
1638514534.8063765,1.0844193983649495,204939.0,188985.0,1.0,531.0,531.0070282
1638514538.8075836,1.0752400644663132,207488.0,192969.0,1.0,531.25,531.2548608
1638514542.8094041,1.071778493109345,213091.0,198820.0,1.0,531.5,531.4849549
1638514546.8109207,1.1094442802246527,225195.0,202980.0,1.0,531.75,531.7569733
1638514550.8144584,1.1618578500394943,236818.0,203827.0,1.0,532.0,532.0042997
1638514554.8171952,1.2195692398786173,247164.0,202665.0,1.0,532.25,532.263904
1638514558.8173342,1.3726010698850528,272497.0,198526.0,1.0,532.5,532.4910792
1638514562.8307936,1.742002239734122,337553.0,193773.0,1.0,532.75,532.7457069
1638514566.8225229,1.971964483790078,375113.0,190223.0,1.0,533.0,533.0022176
1638514570.826866,1.946409529090599,365053.0,187552.0,1.0,533.25,533.2567671
1638514574.8253636,1.7199509027300894,318086.0,184939.0,1.0,533.5,533.4922121
1638514578.8277273,1.4350659332213402,261403.0,182154.0,1.0,533.75,533.7530536
1638514582.8305936,1.281057073062403,230744.0,180120.0,1.0,534.0,534.0171124
1638514587.0332983,1.2156918751505172,217063.0,178551.0,1.0,534.25,534.2601977
1638514591.0532627,1.174521738146686,207639.0,176786.0,1.0,534.5,534.4944732
1638514595.0429616,1.1631401744796297,202790.0,174347.0,1.0,534.75,534.7372383
1638514599.04596,1.1939392881659627,205231.0,171894.0,1.0,535.0,535.0068409
1638514603.049281,1.255419910356216,212869.0,169560.0,1.0,535.25,535.264587
1638514607.0465746,1.338999467865663,223949.0,167251.0,1.0,535.5,535.5139816
1638514611.0491164,1.4715429824294284,241620.0,164195.0,1.0,535.75,535.7493471
1638514615.051268,1.6042878065501232,257416.0,160455.0,1.0,536.0,535.9841666
1638514619.0526502,1.669169676009961,262078.0,157011.0,1.0,536.25,536.2729848
1638514623.0563333,1.6996977127362836,262022.0,154158.0,1.0,536.5,536.5075654
1638514627.0580196,1.7324382356059802,261418.0,150896.0,1.0,536.75,536.7515543
