time,kappa_motors_m9,kappa_motors_m9_user_setpoint,kappa_motors_m9_sync,kappa_motors_m9_desc,kappa_motors_m9_homf,kappa_motors_m9_dval,TEY,D3,D4,MCP,mesh,scaler_time
1638730024.2684944,0.14,0.14,0,tth,0,-0.14,154.0,19.0,16302.0,0.0,16490.0,0.2
1638730025.1049862,0.15,0.15000000000000002,0,tth,0,-0.15000000000000002,104.0,18.0,13406.0,0.0,16485.0,0.2
1638730026.002957,0.16,0.16000000000000003,0,tth,0,-0.16000000000000003,187.0,18.0,10424.0,0.0,16487.0,0.2
1638730026.865721,0.17,0.16999999999999998,0,tth,0,-0.16999999999999998,125.0,18.0,8303.0,0.0,16486.0,0.2
1638730027.6795342,0.18,0.18,0,tth,0,-0.18,85.0,20.0,5848.0,0.0,16475.0,0.2
1638730028.533796,0.19,0.19,0,tth,0,-0.19,71.0,19.0,4343.0,0.0,16476.0,0.2
1638730029.3523617,0.2,0.2,0,tth,0,-0.2,177.0,19.0,2906.0,0.0,16475.0,0.2
1638730030.204156,0.21,0.21000000000000002,0,tth,0,-0.21000000000000002,142.0,20.0,2153.0,0.0,16470.0,0.2
1638730031.0478485,0.22,0.22000000000000003,0,tth,0,-0.22000000000000003,107.0,19.0,1418.0,0.0,16485.0,0.2
1638730031.8779225,0.23,0.22999999999999998,0,tth,0,-0.22999999999999998,121.0,18.0,1077.0,0.0,16471.0,0.2
1638730032.7040315,0.24,0.24,0,tth,0,-0.24,155.0,19.0,772.0,0.0,16484.0,0.2
1638730033.5880208,0.25,0.25,0,tth,0,-0.25,132.0,20.0,625.0,0.0,16472.0,0.2
