time,kappa_motors_m8,kappa_motors_m8_user_setpoint,kappa_motors_m8_sync,kappa_motors_m8_desc,kappa_motors_m8_homf,kappa_motors_m8_dval,D4calc,TEY,D3,D4,MCP,mesh,scaler_time,kappa_motors_m9,kappa_motors_m9_user_setpoint,kappa_motors_m9_sync,kappa_motors_m9_desc,kappa_motors_m9_homf,kappa_motors_m9_dval,kappa_motors_m2,kappa_motors_m2_user_setpoint,kappa_motors_m2_sync,kappa_motors_m2_desc,kappa_motors_m2_homf,kappa_motors_m2_dval
1638754071.3337126,65.29114238179002,65.2918,0,kth,0,225.39734238179003,7.550049994445062,7532.0,10.0,67958.0,0.0,9001.0,0.1,16.0,16.0,0,tth,0,-16.0,3699.8250000000003,3700.0,0,x,0,3700.0
1638754072.6134055,65.34214238179001,65.34179999999998,0,kth,0,225.34734238179004,7.26050700466978,7338.0,10.0,65301.0,0.0,8994.0,0.1,16.1,16.1,0,tth,0,-16.1,3704.987,3705.035714285714,0,x,0,3705.035714285714
1638754073.9191296,65.39114238179002,65.39179999999999,0,kth,0,225.29734238179003,7.019982238010657,7259.0,10.0,63236.0,0.0,9008.0,0.1,16.2,16.2,0,tth,0,-16.2,3710.063,3710.0714285714284,0,x,0,3710.0714285714284
1638754075.171399,65.44314238179001,65.4418,0,kth,0,225.24734238179002,6.742565468264536,7182.0,10.0,60764.0,0.0,9012.0,0.1,16.3,16.3,0,tth,0,-16.3,3715.042,3715.1071428571427,0,x,0,3715.1071428571427
1638754076.5496542,65.49014238179001,65.49180000000001,0,kth,0,225.19734238179,6.518131256952169,7096.0,10.0,58598.0,0.0,8990.0,0.1,16.4,16.4,0,tth,0,-16.4,3720.101,3720.1428571428573,0,x,0,3720.1428571428573
1638754077.864233,65.54514238179001,65.5418,0,kth,0,225.14734238179003,6.247415805268423,7000.0,11.0,56208.0,0.0,8997.0,0.1,16.5,16.5,0,tth,0,-16.5,3725.126,3725.1785714285716,0,x,0,3725.1785714285716
1638754079.10164,65.58814238179002,65.59179999999998,0,kth,0,225.09734238179004,6.059517187673824,6928.0,10.0,54469.0,0.0,8989.0,0.1,16.6,16.6,0,tth,0,-16.6,3730.1330000000003,3730.214285714286,0,x,0,3730.214285714286
1638754080.4476075,65.64514238179001,65.64179999999999,0,kth,0,225.04734238179003,5.798820518526761,6849.0,9.0,52114.0,0.0,8987.0,0.1,16.7,16.7,0,tth,0,-16.7,3735.1800000000003,3735.25,0,x,0,3735.25
1638754081.7657187,65.69114238179,65.6918,0,kth,0,224.99734238179002,5.639096070355115,6788.0,11.0,50656.0,0.0,8983.0,0.1,16.8,16.8,0,tth,0,-16.8,3740.241,3740.285714285714,0,x,0,3740.285714285714
1638754083.0394974,65.74214238179002,65.74180000000001,0,kth,0,224.94734238179,5.445383759733037,6742.0,10.0,48954.0,0.0,8990.0,0.1,16.9,16.9,0,tth,0,-16.9,3745.313,3745.3214285714284,0,x,0,3745.3214285714284
1638754084.3217688,65.79214238179003,65.7918,0,kth,0,224.89734238179003,5.258559359715429,6686.0,10.0,47306.0,0.0,8996.0,0.1,17.0,17.0,0,tth,0,-17.0,3750.34,3750.3571428571427,0,x,0,3750.3571428571427
1638754085.5899136,65.83914238179003,65.84179999999998,0,kth,0,224.84734238179004,5.079448091687993,6652.0,10.0,45649.0,0.0,8987.0,0.1,17.1,17.1,0,tth,0,-17.1,3755.405,3755.3928571428573,0,x,0,3755.3928571428573
1638754086.7986894,65.89214238179002,65.89179999999999,0,kth,0,224.79734238179003,4.905345211581292,6597.0,10.0,44050.0,0.0,8980.0,0.1,17.2,17.2,0,tth,0,-17.2,3760.393,3760.4285714285716,0,x,0,3760.4285714285716
1638754088.1025095,65.93914238179002,65.9418,0,kth,0,224.74734238179002,4.7257974880515725,6537.0,11.0,42518.0,0.0,8997.0,0.1,17.3,17.3,0,tth,0,-17.3,3765.449,3765.464285714286,0,x,0,3765.464285714286
1638754089.3729315,65.99214238179002,65.99180000000001,0,kth,0,224.69734238179,4.574849632434841,6499.0,11.0,41073.0,0.0,8978.0,0.1,17.400000000000002,17.4,0,tth,0,-17.4,3770.436,3770.5,0,x,0,3770.5
1638754090.7039845,66.04114238179002,66.0418,0,kth,0,224.64734238179003,4.416638823922486,6480.0,10.0,39657.0,0.0,8979.0,0.1,17.5,17.5,0,tth,0,-17.5,3775.532,3775.535714285714,0,x,0,3775.535714285714
1638754092.002124,66.09114238179001,66.09179999999998,0,kth,0,224.59734238179004,4.272149782681377,6404.0,10.0,38334.0,0.0,8973.0,0.1,17.6,17.6,0,tth,0,-17.6,3780.5260000000003,3780.5714285714284,0,x,0,3780.5714285714284
1638754093.2068775,66.14214238179002,66.14179999999999,0,kth,0,224.54734238179003,4.12078370254926,6328.0,10.0,37017.0,0.0,8983.0,0.1,17.7,17.7,0,tth,0,-17.7,3785.589,3785.6071428571427,0,x,0,3785.6071428571427
1638754094.5374517,66.18714238179001,66.1918,0,kth,0,224.49734238179002,4.002226427696761,6327.0,10.0,35952.0,0.0,8983.0,0.1,17.8,17.8,0,tth,0,-17.8,3790.578,3790.6428571428573,0,x,0,3790.6428571428573
1638754095.811864,66.24314238179002,66.24180000000001,0,kth,0,224.44734238179,3.855534500055735,6296.0,10.0,34588.0,0.0,8971.0,0.1,17.900000000000002,17.9,0,tth,0,-17.9,3795.666,3795.6785714285716,0,x,0,3795.6785714285716
1638754097.045108,66.28914238179001,66.2918,0,kth,0,224.39734238179003,3.742147471597238,6208.0,9.0,33597.0,0.0,8978.0,0.1,18.0,18.0,0,tth,0,-18.0,3800.623,3800.714285714286,0,x,0,3800.714285714286
