time,kappa_motors_m8,kappa_motors_m8_user_setpoint,kappa_motors_m8_sync,kappa_motors_m8_desc,kappa_motors_m8_homf,kappa_motors_m8_dval,TEY,D3,D4,MCP,mesh,scaler_time,D4calc,kappa_motors_m9,kappa_motors_m9_user_setpoint,kappa_motors_m9_sync,kappa_motors_m9_desc,kappa_motors_m9_homf,kappa_motors_m9_dval
1638568428.5580542,61.32214238179,61.32239670795883,0,kth,0,229.3667456738312,20714.0,9.0,72686.0,0.0,18148.0,0.1,4.005179634119462,8.0,8.0,0,tth,0,-8.0
1638568429.9114532,61.36914238179003,61.37239670795881,0,kth,0,229.3167456738312,20183.0,10.0,72698.0,0.0,18134.0,0.1,4.0089334950920925,8.1,8.1,0,tth,0,-8.1
1638568431.0638492,61.418142381790005,61.422396707958825,0,kth,0,229.2667456738312,19885.0,9.0,72688.0,0.0,18148.0,0.1,4.005289839100727,8.2,8.2,0,tth,0,-8.2
1638568432.230317,61.46914238179002,61.47239670795881,0,kth,0,229.2167456738312,19491.0,10.0,72689.0,0.0,18120.0,0.1,4.011534216335541,8.3,8.3,0,tth,0,-8.3
1638568433.6188314,61.51814238179003,61.52239670795882,0,kth,0,229.1667456738312,19192.0,10.0,72688.0,0.0,18121.0,0.1,4.011257656862204,8.4,8.4,0,tth,0,-8.4
1638568434.9765484,61.56814238179001,61.57239670795883,0,kth,0,229.1167456738312,18985.0,9.0,72686.0,0.0,18154.0,0.1,4.003855899526275,8.5,8.5,0,tth,0,-8.5
1638568436.5162444,61.61814238179002,61.62239670795881,0,kth,0,229.0667456738312,18713.0,9.0,72687.0,0.0,18139.0,0.1,4.007222007828436,8.6,8.6,0,tth,0,-8.6
1638568437.6765249,61.67314238179003,61.672396707958825,0,kth,0,229.0167456738312,18387.0,10.0,72689.0,0.0,18136.0,0.1,4.0079951477723865,8.700000000000001,8.7,0,tth,0,-8.7
1638568438.8386152,61.720142381790026,61.72239670795881,0,kth,0,228.9667456738312,18210.0,10.0,72687.0,0.0,18142.0,0.1,4.0065593650093705,8.8,8.8,0,tth,0,-8.8
1638568440.3994968,61.777142381790014,61.77239670795882,0,kth,0,228.9167456738312,17939.0,10.0,72689.0,0.0,18114.0,0.1,4.01286297891134,8.9,8.9,0,tth,0,-8.9
1638568441.5985298,61.81814238179001,61.82239670795883,0,kth,0,228.8667456738312,17958.0,10.0,72689.0,0.0,18142.0,0.1,4.006669606438099,9.0,9.0,0,tth,0,-9.0
1638568442.7669418,61.87314238179002,61.87239670795881,0,kth,0,228.8167456738312,17731.0,9.0,72688.0,0.0,18142.0,0.1,4.006614485723735,9.1,9.1,0,tth,0,-9.1
1638568443.967379,61.920142381790015,61.922396707958825,0,kth,0,228.7667456738312,17556.0,10.0,72688.0,0.0,18130.0,0.1,4.009266409266409,9.200000000000001,9.2,0,tth,0,-9.2
1638568445.1198132,61.97114238179,61.97239670795881,0,kth,0,228.7167456738312,17411.0,9.0,72688.0,0.0,18170.0,0.1,4.000440286186021,9.3,9.3,0,tth,0,-9.3
1638568446.3389266,62.023142381790024,62.02239670795882,0,kth,0,228.6667456738312,17327.0,10.0,72689.0,0.0,18176.0,0.1,3.999174735915493,9.4,9.4,0,tth,0,-9.4
1638568447.5444403,62.071142381790025,62.07239670795883,0,kth,0,228.6167456738312,17181.0,10.0,72688.0,0.0,18198.0,0.1,3.9942850862732167,9.5,9.5,0,tth,0,-9.5
1638568448.775686,62.11914238179003,62.12239670795881,0,kth,0,228.5667456738312,17106.0,9.0,72689.0,0.0,18169.0,0.1,4.000715504430624,9.6,9.6,0,tth,0,-9.6
