time,D4calc,TEY,D3,D4,MCP,mesh,scaler_time,kappa_motors_m9,kappa_motors_m9_user_setpoint,kappa_motors_m9_sync,kappa_motors_m9_desc,kappa_motors_m9_homf,kappa_motors_m9_dval,kappa_motors_m8,kappa_motors_m8_user_setpoint,kappa_motors_m8_sync,kappa_motors_m8_desc,kappa_motors_m8_homf,kappa_motors_m8_dval,kappa_motors_m2,kappa_motors_m2_user_setpoint,kappa_motors_m2_sync,kappa_motors_m2_desc,kappa_motors_m2_homf,kappa_motors_m2_dval
1638733235.706265,0.08380298946336683,3763.0,10.0,342.0,0.0,4081.0,0.1,29.2,29.200000000000003,0,tth,0,-29.200000000000003,72.08114238179002,72.07709960277629,0,kth,0,218.61204277901373,2137.2400000000002,2137.25,0,x,0,2137.25
1638733236.9974022,0.08159764763538349,3592.0,9.0,333.0,0.0,4081.0,0.1,29.3,29.3,0,tth,0,-29.3,72.12314238179002,72.1270996027763,0,kth,0,218.56204277901372,2132.2400000000002,2132.229166666667,0,x,0,2132.229166666667
1638733238.2765226,0.07354743809757293,3593.0,10.0,300.0,0.0,4079.0,0.1,29.400000000000002,29.4,0,tth,0,-29.4,72.17814238179002,72.17709960277631,0,kth,0,218.5120427790137,2127.205,2127.2083333333335,0,x,0,2127.2083333333335
1638733239.5524843,0.07186656855531028,3772.0,10.0,293.0,0.0,4077.0,0.1,29.5,29.5,0,tth,0,-29.5,72.23114238179002,72.22709960277629,0,kth,0,218.46204277901373,2122.202,2122.1875,0,x,0,2122.1875
1638733240.8862336,0.0727228207639569,3600.0,9.0,297.0,0.0,4084.0,0.1,29.6,29.6,0,tth,0,-29.6,72.27214238179002,72.27709960277627,0,kth,0,218.41204277901375,2117.213,2117.166666666667,0,x,0,2117.166666666667
1638733242.1683412,0.07382879568310032,3680.0,10.0,301.0,0.0,4077.0,0.1,29.7,29.700000000000003,0,tth,0,-29.700000000000003,72.32214238179,72.32709960277629,0,kth,0,218.36204277901373,2112.198,2112.1458333333335,0,x,0,2112.1458333333335
1638733243.7045395,0.07188420019627086,3547.0,10.0,293.0,0.0,4076.0,0.1,29.8,29.8,0,tth,0,-29.8,72.38014238179002,72.3770996027763,0,kth,0,218.31204277901372,2107.226,2107.125,0,x,0,2107.125
1638733245.1132648,0.07235712533725779,3614.0,9.0,295.0,0.0,4077.0,0.1,29.900000000000002,29.9,0,tth,0,-29.9,72.43114238179001,72.42709960277631,0,kth,0,218.2620427790137,2102.114,2102.104166666667,0,x,0,2102.104166666667
1638733246.3594375,0.07652685798381163,3588.0,10.0,312.0,0.0,4077.0,0.1,30.0,30.0,0,tth,0,-30.0,72.48014238179002,72.47709960277629,0,kth,0,218.21204277901373,2097.113,2097.0833333333335,0,x,0,2097.0833333333335
1638733247.665615,0.07796028438342731,3584.0,10.0,318.0,0.0,4079.0,0.1,30.1,30.1,0,tth,0,-30.1,72.52514238179,72.52709960277627,0,kth,0,218.16204277901375,2092.0660000000003,2092.0625,0,x,0,2092.0625
1638733248.9636645,0.07401960784313726,3685.0,10.0,302.0,0.0,4080.0,0.1,30.2,30.200000000000003,0,tth,0,-30.200000000000003,72.58014238179001,72.57709960277629,0,kth,0,218.11204277901373,2087.044,2087.041666666667,0,x,0,2087.041666666667
1638733250.301213,0.07125367286973555,3566.0,10.0,291.0,0.0,4084.0,0.1,30.3,30.3,0,tth,0,-30.3,72.62614238179,72.6270996027763,0,kth,0,218.06204277901372,2082.076,2082.0208333333335,0,x,0,2082.0208333333335
1638733251.6213675,0.06828193832599119,3526.0,10.0,279.0,0.0,4086.0,0.1,30.400000000000002,30.4,0,tth,0,-30.4,72.67514238179001,72.67709960277631,0,kth,0,218.0120427790137,2077.105,2077.0,0,x,0,2077.0
1638733252.9599123,0.06704183998042575,3567.0,9.0,274.0,0.0,4087.0,0.1,30.5,30.5,0,tth,0,-30.5,72.73014238179002,72.72709960277629,0,kth,0,217.96204277901373,2072.067,2071.979166666667,0,x,0,2071.979166666667
1638733254.2235143,0.06454767726161369,3575.0,9.0,264.0,0.0,4090.0,0.1,30.6,30.6,0,tth,0,-30.6,72.77314238179002,72.77709960277627,0,kth,0,217.91204277901375,2066.917,2066.9583333333335,0,x,0,2066.9583333333335
1638733255.5362127,0.061459353574926545,3426.0,10.0,251.0,0.0,4084.0,0.1,30.7,30.700000000000003,0,tth,0,-30.700000000000003,72.83114238179002,72.82709960277629,0,kth,0,217.86204277901373,2061.986,2061.9375,0,x,0,2061.9375
1638733256.8053188,0.06341821743388834,3510.0,10.0,259.0,0.0,4084.0,0.1,30.8,30.8,0,tth,0,-30.8,72.87314238179002,72.8770996027763,0,kth,0,217.81204277901372,2056.927,2056.916666666667,0,x,0,2056.916666666667
1638733258.0656266,0.06200980392156863,3521.0,10.0,253.0,0.0,4080.0,0.1,30.900000000000002,30.9,0,tth,0,-30.9,72.92714238179002,72.92709960277631,0,kth,0,217.7620427790137,2051.864,2051.8958333333335,0,x,0,2051.8958333333335
1638733259.3547447,0.06428746027866047,3481.0,10.0,263.0,0.0,4091.0,0.1,31.0,31.0,0,tth,0,-31.0,72.97514238179002,72.97709960277629,0,kth,0,217.71204277901373,2046.885,2046.875,0,x,0,2046.875
1638733260.6139495,0.0639079333986288,3595.0,10.0,261.0,0.0,4084.0,0.1,31.1,31.1,0,tth,0,-31.1,73.02614238179001,73.02709960277627,0,kth,0,217.66204277901375,2041.837,2041.8541666666667,0,x,0,2041.8541666666667
1638733261.9073102,0.06382978723404255,3420.0,10.0,261.0,0.0,4089.0,0.1,31.2,31.200000000000003,0,tth,0,-31.200000000000003,73.07214238179,73.07709960277629,0,kth,0,217.61204277901373,2036.875,2036.8333333333335,0,x,0,2036.8333333333335
1638733263.1764946,0.06609547123623011,3538.0,9.0,270.0,0.0,4085.0,0.1,31.3,31.3,0,tth,0,-31.3,73.12214238179001,73.1270996027763,0,kth,0,217.56204277901372,2031.8120000000001,2031.8125,0,x,0,2031.8125
1638733264.474109,0.061704211557296766,3429.0,10.0,252.0,0.0,4084.0,0.1,31.400000000000002,31.4,0,tth,0,-31.4,73.18114238179001,73.17709960277631,0,kth,0,217.5120427790137,2026.818,2026.7916666666667,0,x,0,2026.7916666666667
1638733265.6900694,0.05970149253731343,3502.0,10.0,244.0,0.0,4087.0,0.1,31.5,31.5,0,tth,0,-31.5,73.23014238179002,73.22709960277629,0,kth,0,217.46204277901373,2021.732,2021.7708333333335,0,x,0,2021.7708333333335
1638733266.8953605,0.05654834761321909,3502.0,9.0,231.0,0.0,4085.0,0.1,31.6,31.6,0,tth,0,-31.6,73.27214238179002,73.27709960277627,0,kth,0,217.41204277901375,2016.698,2016.75,0,x,0,2016.75
1638733268.2188513,0.0517156862745098,3345.0,10.0,211.0,0.0,4080.0,0.1,31.7,31.700000000000003,0,tth,0,-31.700000000000003,73.33114238179002,73.32709960277629,0,kth,0,217.36204277901373,2011.777,2011.7291666666667,0,x,0,2011.7291666666667
1638733269.4660187,0.05363703159441587,3398.0,10.0,219.0,0.0,4083.0,0.1,31.8,31.8,0,tth,0,-31.8,73.37414238179002,73.3770996027763,0,kth,0,217.31204277901372,2006.703,2006.7083333333335,0,x,0,2006.7083333333335
1638733270.7455058,0.05090553108174253,3353.0,9.0,208.0,0.0,4086.0,0.1,31.900000000000002,31.9,0,tth,0,-31.9,73.42814238179002,73.42709960277631,0,kth,0,217.2620427790137,2001.66,2001.6875,0,x,0,2001.6875
1638733271.9723623,0.051576631630408216,3452.0,9.0,211.0,0.0,4091.0,0.1,32.0,32.0,0,tth,0,-32.0,73.47314238179001,73.47709960277629,0,kth,0,217.21204277901373,1996.6670000000001,1996.6666666666667,0,x,0,1996.6666666666667
1638733273.2558312,0.051457975986277875,3242.0,10.0,210.0,0.0,4081.0,0.1,32.1,32.1,0,tth,0,-32.1,73.52814238179002,73.52709960277627,0,kth,0,217.16204277901375,1991.68,1991.6458333333335,0,x,0,1991.6458333333335
1638733274.493561,0.052670259676629104,3364.0,9.0,215.0,0.0,4082.0,0.1,32.2,32.2,0,tth,0,-32.2,73.57514238179002,73.57709960277629,0,kth,0,217.11204277901373,1986.7450000000001,1986.625,0,x,0,1986.625
1638733275.7347727,0.05366331781426121,3400.0,10.0,219.0,0.0,4081.0,0.1,32.3,32.3,0,tth,0,-32.3,73.62614238179,73.6270996027763,0,kth,0,217.06204277901372,1981.662,1981.6041666666667,0,x,0,1981.6041666666667
1638733276.9859586,0.04786450662739323,3299.0,9.0,195.0,0.0,4074.0,0.1,32.4,32.400000000000006,0,tth,0,-32.400000000000006,73.68114238179001,73.67709960277631,0,kth,0,217.0120427790137,1976.5620000000001,1976.5833333333335,0,x,0,1976.5833333333335
1638733278.2271874,0.055174104953408534,3337.0,9.0,225.0,0.0,4078.0,0.1,32.5,32.5,0,tth,0,-32.5,73.72314238179001,73.72709960277629,0,kth,0,216.96204277901373,1971.65,1971.5625,0,x,0,1971.5625
1638733279.534015,0.05322541084130488,3342.0,10.0,217.0,0.0,4077.0,0.1,32.6,32.6,0,tth,0,-32.6,73.77614238179001,73.77709960277627,0,kth,0,216.91204277901375,1966.579,1966.5416666666667,0,x,0,1966.5416666666667
1638733280.81197,0.049987748100955645,3383.0,10.0,204.0,0.0,4081.0,0.1,32.7,32.7,0,tth,0,-32.7,73.82914238179,73.82709960277629,0,kth,0,216.86204277901373,1961.51,1961.5208333333335,0,x,0,1961.5208333333335
1638733282.2125854,0.04631217838765009,3286.0,9.0,189.0,0.0,4081.0,0.1,32.8,32.8,0,tth,0,-32.8,73.87314238179002,73.8770996027763,0,kth,0,216.81204277901372,1956.51,1956.5,0,x,0,1956.5
1638733283.5071063,0.04540991654393716,3338.0,10.0,185.0,0.0,4074.0,0.1,32.9,32.900000000000006,0,tth,0,-32.900000000000006,73.92714238179002,73.92709960277631,0,kth,0,216.7620427790137,1951.473,1951.4791666666667,0,x,0,1951.4791666666667
1638733284.7184443,0.044171779141104296,3270.0,9.0,180.0,0.0,4075.0,0.1,33.0,33.0,0,tth,0,-33.0,73.97614238179003,73.97709960277629,0,kth,0,216.71204277901373,1946.473,1946.4583333333335,0,x,0,1946.4583333333335
1638733286.1793413,0.042198233562315994,3332.0,10.0,172.0,0.0,4076.0,0.1,33.1,33.1,0,tth,0,-33.1,74.03114238179,74.02709960277627,0,kth,0,216.66204277901375,1941.526,1941.4375,0,x,0,1941.4375
1638733287.437136,0.04264705882352941,3292.0,10.0,174.0,0.0,4080.0,0.1,33.2,33.2,0,tth,0,-33.2,74.07314238179,74.07709960277629,0,kth,0,216.61204277901373,1936.402,1936.4166666666667,0,x,0,1936.4166666666667
1638733288.7761803,0.042360430950048975,3250.0,9.0,173.0,0.0,4084.0,0.1,33.3,33.3,0,tth,0,-33.3,74.13014238179002,74.1270996027763,0,kth,0,216.56204277901372,1931.3880000000001,1931.3958333333335,0,x,0,1931.3958333333335
1638733290.0757067,0.043659553593328425,3259.0,10.0,178.0,0.0,4077.0,0.1,33.4,33.400000000000006,0,tth,0,-33.400000000000006,74.17514238179001,74.17709960277631,0,kth,0,216.5120427790137,1926.444,1926.375,0,x,0,1926.375
1638733291.3194783,0.04437362098553567,3189.0,11.0,181.0,0.0,4079.0,0.1,33.5,33.5,0,tth,0,-33.5,74.22914238179001,74.22709960277629,0,kth,0,216.46204277901373,1921.4180000000001,1921.3541666666667,0,x,0,1921.3541666666667
1638733292.562317,0.044885945548197206,3298.0,10.0,183.0,0.0,4077.0,0.1,33.6,33.6,0,tth,0,-33.6,74.27614238179001,74.27709960277627,0,kth,0,216.41204277901375,1916.3,1916.3333333333335,0,x,0,1916.3333333333335
1638733293.9038305,0.0449079754601227,3222.0,10.0,183.0,0.0,4075.0,0.1,33.7,33.7,0,tth,0,-33.7,74.33014238179001,74.32709960277629,0,kth,0,216.36204277901373,1911.352,1911.3125,0,x,0,1911.3125
1638733295.3273447,0.04190149473168341,3231.0,10.0,171.0,0.0,4081.0,0.1,33.8,33.8,0,tth,0,-33.8,74.37314238179002,74.3770996027763,0,kth,0,216.31204277901372,1906.2630000000001,1906.2916666666667,0,x,0,1906.2916666666667
1638733296.5378323,0.04051068008838694,3258.0,10.0,165.0,0.0,4073.0,0.1,33.9,33.900000000000006,0,tth,0,-33.900000000000006,74.42914238179003,74.42709960277631,0,kth,0,216.2620427790137,1901.226,1901.2708333333335,0,x,0,1901.2708333333335
1638733297.7903857,0.03899926416482708,3218.0,10.0,159.0,0.0,4077.0,0.1,34.0,34.0,0,tth,0,-34.0,74.47214238179001,74.47709960277629,0,kth,0,216.21204277901373,1896.262,1896.25,0,x,0,1896.25
1638733299.0875869,0.035644051130776795,3257.0,10.0,145.0,0.0,4068.0,0.1,34.1,34.1,0,tth,0,-34.1,74.53114238179,74.52709960277627,0,kth,0,216.16204277901375,1891.27,1891.2291666666667,0,x,0,1891.2291666666667
1638733300.5912092,0.03610019646365423,3206.0,10.0,147.0,0.0,4072.0,0.1,34.2,34.2,0,tth,0,-34.2,74.57614238179002,74.57709960277629,0,kth,0,216.11204277901373,1886.246,1886.2083333333335,0,x,0,1886.2083333333335
1638733301.9822984,0.03488086465241955,3129.0,11.0,142.0,0.0,4071.0,0.1,34.300000000000004,34.3,0,tth,0,-34.3,74.63114238179003,74.6270996027763,0,kth,0,216.06204277901372,1881.181,1881.1875,0,x,0,1881.1875
1638733303.1885684,0.03930238270695161,3113.0,10.0,160.0,0.0,4071.0,0.1,34.4,34.400000000000006,0,tth,0,-34.400000000000006,74.67614238179002,74.67709960277631,0,kth,0,216.0120427790137,1876.142,1876.1666666666667,0,x,0,1876.1666666666667
1638733304.3960602,0.038102261553588986,3116.0,9.0,155.0,0.0,4068.0,0.1,34.5,34.5,0,tth,0,-34.5,74.72814238179001,74.72709960277629,0,kth,0,215.96204277901373,1871.125,1871.1458333333335,0,x,0,1871.1458333333335
1638733305.6365027,0.03784713688867043,3198.0,11.0,154.0,0.0,4069.0,0.1,34.6,34.6,0,tth,0,-34.6,74.77714238179001,74.77709960277627,0,kth,0,215.91204277901375,1866.132,1866.125,0,x,0,1866.125
1638733306.8519688,0.037856440511307765,3116.0,9.0,154.0,0.0,4068.0,0.1,34.7,34.7,0,tth,0,-34.7,74.82714238179003,74.82709960277629,0,kth,0,215.86204277901373,1861.136,1861.1041666666667,0,x,0,1861.1041666666667
1638733308.1135476,0.03813976377952756,3099.0,10.0,155.0,0.0,4064.0,0.1,34.800000000000004,34.8,0,tth,0,-34.8,74.87714238179001,74.8770996027763,0,kth,0,215.81204277901372,1856.097,1856.0833333333335,0,x,0,1856.0833333333335
1638733309.402634,0.03773584905660377,3077.0,10.0,154.0,0.0,4081.0,0.1,34.9,34.900000000000006,0,tth,0,-34.900000000000006,74.92514238179001,74.92709960277631,0,kth,0,215.7620427790137,1851.094,1851.0625,0,x,0,1851.0625
1638733310.6467354,0.035565366691194505,3189.0,9.0,145.0,0.0,4077.0,0.1,35.0,35.0,0,tth,0,-35.0,74.97614238179003,74.97709960277629,0,kth,0,215.71204277901373,1846.107,1846.0416666666667,0,x,0,1846.0416666666667
1638733311.9588313,0.033603139563404466,3090.0,10.0,137.0,0.0,4077.0,0.1,35.1,35.1,0,tth,0,-35.1,75.02814238179002,75.02709960277627,0,kth,0,215.66204277901375,1841.0910000000001,1841.0208333333335,0,x,0,1841.0208333333335
