time,D4,scaler_time,kappa_motors_m8,kappa_motors_m8_user_setpoint,kappa_motors_m8_sync,kappa_motors_m8_desc,kappa_motors_m8_homf,kappa_motors_m8_dval
1638550853.8525462,12.0,0.1,67.80014238179206,67.79514238179206,0,kth,0,222.894
1638550854.952296,14.0,0.1,67.84114238179205,67.84514238179207,0,kth,0,222.844
1638550857.1877077,13.0,0.1,67.90114238179206,67.89514238179206,0,kth,0,222.794
1638550858.2600648,12.0,0.1,67.94114238179208,67.94514238179207,0,kth,0,222.744
1638550859.3900893,11.0,0.1,67.99114238179206,67.99514238179205,0,kth,0,222.69400000000002
1638550860.2903323,12.0,0.1,68.04114238179207,68.04514238179206,0,kth,0,222.644
1638550860.8375263,9.0,0.1,68.09214238179206,68.09514238179207,0,kth,0,222.594
1638550862.5266378,12.0,0.1,68.14914238179207,68.14514238179206,0,kth,0,222.544
1638550863.530661,13.0,0.1,68.19014238179207,68.19514238179207,0,kth,0,222.494
1638550864.0994885,13.0,0.1,68.24614238179205,68.24514238179205,0,kth,0,222.44400000000002
1638550864.606569,11.0,0.1,68.29214238179208,68.29514238179206,0,kth,0,222.394
1638550865.3063543,11.0,0.1,68.34114238179205,68.34514238179207,0,kth,0,222.344
1638550866.2136495,11.0,0.1,68.39114238179206,68.39514238179206,0,kth,0,222.294
1638550866.7929032,9.0,0.1,68.44714238179205,68.44514238179207,0,kth,0,222.244
1638550867.3283746,6.0,0.1,68.49414238179207,68.49514238179205,0,kth,0,222.19400000000002
1638550867.8907971,6.0,0.1,68.54714238179207,68.54514238179206,0,kth,0,222.144
1638550868.4248054,7.0,0.1,68.59914238179206,68.59514238179207,0,kth,0,222.094
1638550870.6864555,8.0,0.1,68.65214238179206,68.64514238179206,0,kth,0,222.044
1638550871.604866,6.0,0.1,68.69114238179208,68.69514238179207,0,kth,0,221.994
1638550873.769075,8.0,0.1,68.74914238179207,68.74514238179205,0,kth,0,221.94400000000002
1638550874.8497505,4.0,0.1,68.79114238179207,68.79514238179206,0,kth,0,221.894
1638550875.465725,9.0,0.1,68.84114238179205,68.84514238179207,0,kth,0,221.844
1638550876.079575,5.0,0.1,68.89014238179206,68.89514238179206,0,kth,0,221.794
1638550877.0991414,7.0,0.1,68.94014238179207,68.94514238179207,0,kth,0,221.744
1638550877.7999494,7.0,0.1,68.99014238179205,68.99514238179205,0,kth,0,221.69400000000002
1638550878.3797328,6.0,0.1,69.04814238179208,69.04514238179206,0,kth,0,221.644
