time,D4,scaler_time,kappa_motors_m8,kappa_motors_m8_user_setpoint,kappa_motors_m8_sync,kappa_motors_m8_desc,kappa_motors_m8_homf,kappa_motors_m8_dval
1638550807.879442,7.0,0.1,65.05014238179206,65.04514238179206,0,kth,0,225.644
1638550808.4642253,6.0,0.1,65.09114238179205,65.09514238179207,0,kth,0,225.594
1638550809.1311197,7.0,0.1,65.14414238179205,65.14514238179206,0,kth,0,225.544
1638550811.107503,8.0,0.1,65.19014238179207,65.19514238179207,0,kth,0,225.494
1638550811.7561007,13.0,0.1,65.24714238179206,65.24514238179205,0,kth,0,225.44400000000002
1638550812.2952251,9.0,0.1,65.29814238179208,65.29514238179206,0,kth,0,225.394
1638550812.7915654,8.0,0.1,65.34314238179206,65.34514238179207,0,kth,0,225.344
1638550813.5461056,6.0,0.1,65.39614238179206,65.39514238179206,0,kth,0,225.294
1638550814.1767716,7.0,0.1,65.44814238179205,65.44514238179207,0,kth,0,225.244
1638550814.7447174,9.0,0.1,65.49514238179205,65.49514238179205,0,kth,0,225.19400000000002
1638550815.2594352,7.0,0.1,65.54814238179208,65.54514238179206,0,kth,0,225.144
1638550817.4843352,8.0,0.1,65.60114238179207,65.59514238179207,0,kth,0,225.094
1638550818.5796487,5.0,0.1,65.64114238179206,65.64514238179206,0,kth,0,225.044
1638550820.256153,10.0,0.1,65.69914238179206,65.69514238179207,0,kth,0,224.994
1638550821.655568,8.0,0.1,65.74014238179205,65.74514238179205,0,kth,0,224.94400000000002
1638550822.4441028,10.0,0.1,65.79314238179205,65.79514238179206,0,kth,0,224.894
1638550823.3743494,6.0,0.1,65.84114238179205,65.84514238179207,0,kth,0,224.844
1638550824.265517,14.0,0.1,65.89014238179206,65.89514238179206,0,kth,0,224.794
1638550824.9833944,10.0,0.1,65.94014238179207,65.94514238179207,0,kth,0,224.744
1638550825.55064,9.0,0.1,65.99114238179206,65.99514238179205,0,kth,0,224.69400000000002
1638550826.0945318,10.0,0.1,66.04414238179206,66.04514238179206,0,kth,0,224.644
1638550826.7035336,11.0,0.1,66.09314238179206,66.09514238179207,0,kth,0,224.594
1638550827.2699366,13.0,0.1,66.14114238179206,66.14514238179206,0,kth,0,224.544
1638550827.8090022,12.0,0.1,66.19514238179207,66.19514238179207,0,kth,0,224.494
1638550828.3641725,8.0,0.1,66.24314238179207,66.24514238179205,0,kth,0,224.44400000000002
1638550828.8963447,9.0,0.1,66.29514238179206,66.29514238179206,0,kth,0,224.394
1638550829.4083865,10.0,0.1,66.34814238179206,66.34514238179207,0,kth,0,224.344
1638550829.9518104,15.0,0.1,66.39914238179207,66.39514238179206,0,kth,0,224.294
1638550830.4709961,13.0,0.1,66.44514238179207,66.44514238179207,0,kth,0,224.244
1638550830.9741025,14.0,0.1,66.49714238179206,66.49514238179205,0,kth,0,224.19400000000002
1638550831.486526,16.0,0.1,66.55014238179206,66.54514238179206,0,kth,0,224.144
1638550833.497444,15.0,0.1,66.60014238179207,66.59514238179207,0,kth,0,224.094
1638550834.5176773,14.0,0.1,66.64114238179206,66.64514238179206,0,kth,0,224.044
1638550835.1391754,16.0,0.1,66.69814238179205,66.69514238179207,0,kth,0,223.994
1638550835.7015874,15.0,0.1,66.74514238179205,66.74514238179205,0,kth,0,223.94400000000002
1638550836.2039654,16.0,0.1,66.79314238179205,66.79514238179206,0,kth,0,223.894
1638550837.58701,17.0,0.1,66.85014238179207,66.84514238179207,0,kth,0,223.844
1638550838.6425629,18.0,0.1,66.89114238179206,66.89514238179206,0,kth,0,223.794
1638550839.3120124,18.0,0.1,66.94314238179206,66.94514238179207,0,kth,0,223.744
1638550840.0304601,21.0,0.1,66.99014238179205,66.99514238179205,0,kth,0,223.69400000000002
1638550840.7402155,29.0,0.1,67.04014238179207,67.04514238179206,0,kth,0,223.644
1638550841.464205,29.0,0.1,67.09114238179205,67.09514238179207,0,kth,0,223.594
1638550842.0058599,65.0,0.1,67.15014238179205,67.14514238179206,0,kth,0,223.544
1638550842.5544913,211.0,0.1,67.19114238179208,67.19514238179207,0,kth,0,223.494
1638550843.0595522,2326.0,0.1,67.24414238179207,67.24514238179205,0,kth,0,223.44400000000002
1638550843.5994806,4250.0,0.1,67.29314238179205,67.29514238179206,0,kth,0,223.394
1638550844.1231067,1872.0,0.1,67.34114238179205,67.34514238179207,0,kth,0,223.344
1638550844.6418834,183.0,0.1,67.39614238179206,67.39514238179206,0,kth,0,223.294
1638550845.245464,73.0,0.1,67.44514238179207,67.44514238179207,0,kth,0,223.244
1638550845.7796493,43.0,0.1,67.49114238179206,67.49514238179205,0,kth,0,223.19400000000002
1638550846.2953982,26.0,0.1,67.54114238179207,67.54514238179206,0,kth,0,223.144
1638550848.595739,20.0,0.1,67.60114238179207,67.59514238179207,0,kth,0,223.094
1638550849.5391283,20.0,0.1,67.64114238179206,67.64514238179206,0,kth,0,223.044
1638550851.3741248,16.0,0.1,67.70014238179206,67.69514238179207,0,kth,0,222.994
1638550852.2800443,18.0,0.1,67.74114238179206,67.74514238179205,0,kth,0,222.94400000000002
