time,D4,scaler_time,kappa_motors_m8,kappa_motors_m8_user_setpoint,kappa_motors_m8_sync,kappa_motors_m8_desc,kappa_motors_m8_homf,kappa_motors_m8_dval
1638551725.7138152,23.0,0.1,67.04514238179206,67.05014238179206,0,kth,0,223.639
1638551726.135263,26.0,0.1,67.05614238179206,67.06014238179205,0,kth,0,223.62900000000002
1638551726.5338683,27.0,0.1,67.06614238179208,67.07014238179204,0,kth,0,223.61900000000003
1638551726.9554741,26.0,0.1,67.07714238179207,67.08014238179206,0,kth,0,223.609
1638551727.3570886,24.0,0.1,67.08914238179207,67.09014238179208,0,kth,0,223.599
1638551727.7670202,33.0,0.1,67.09914238179206,67.10014238179207,0,kth,0,223.589
1638551728.210593,36.0,0.1,67.10914238179205,67.11014238179206,0,kth,0,223.579
1638551728.6209958,38.0,0.1,67.11814238179207,67.12014238179205,0,kth,0,223.56900000000002
1638551729.0494728,46.0,0.1,67.12914238179206,67.13014238179204,0,kth,0,223.55900000000003
1638551729.4558854,52.0,0.1,67.13814238179205,67.14014238179206,0,kth,0,223.549
1638551729.863351,60.0,0.1,67.15014238179205,67.15014238179205,0,kth,0,223.53900000000002
1638551730.284538,84.0,0.1,67.16114238179208,67.16014238179207,0,kth,0,223.529
1638551730.6936727,112.0,0.1,67.17214238179207,67.17014238179206,0,kth,0,223.519
1638551731.1117675,142.0,0.1,67.18014238179205,67.18014238179205,0,kth,0,223.50900000000001
1638551731.7068,233.0,0.1,67.19314238179206,67.19014238179204,0,kth,0,223.49900000000002
1638551732.2938192,343.0,0.1,67.20014238179206,67.20014238179206,0,kth,0,223.489
1638551732.7210553,522.0,0.1,67.20714238179207,67.21014238179205,0,kth,0,223.479
1638551733.5245352,839.0,0.1,67.21614238179205,67.22014238179207,0,kth,0,223.469
1638551733.978255,1844.0,0.1,67.23214238179207,67.23014238179206,0,kth,0,223.459
1638551734.435676,2606.0,0.1,67.24314238179207,67.24014238179205,0,kth,0,223.449
1638551734.873,2806.0,0.1,67.24514238179205,67.25014238179205,0,kth,0,223.43900000000002
1638551736.6977966,3815.0,0.1,67.26414238179206,67.26014238179204,0,kth,0,223.42900000000003
1638551737.0909514,3913.0,0.1,67.26714238179207,67.27014238179206,0,kth,0,223.419
1638551737.9176164,4148.0,0.1,67.27614238179206,67.28014238179207,0,kth,0,223.409
1638551738.3640742,4238.0,0.1,67.28814238179206,67.29014238179207,0,kth,0,223.399
1638551738.8054018,4178.0,0.1,67.30014238179206,67.30014238179206,0,kth,0,223.389
1638551739.2750316,3791.0,0.1,67.30914238179207,67.31014238179205,0,kth,0,223.37900000000002
1638551739.7065094,3035.0,0.1,67.32114238179207,67.32014238179204,0,kth,0,223.36900000000003
1638551740.1244128,2440.0,0.1,67.32814238179205,67.33014238179206,0,kth,0,223.359
1638551740.539828,1539.0,0.1,67.34114238179205,67.34014238179208,0,kth,0,223.349
1638551740.9470813,1117.0,0.1,67.34914238179206,67.35014238179207,0,kth,0,223.339
1638551741.3413117,739.0,0.1,67.36214238179207,67.36014238179206,0,kth,0,223.329
1638551741.787595,605.0,0.1,67.36914238179207,67.37014238179205,0,kth,0,223.31900000000002
1638551742.2268648,327.0,0.1,67.38114238179207,67.38014238179204,0,kth,0,223.30900000000003
1638551742.6536088,238.0,0.1,67.38914238179206,67.39014238179206,0,kth,0,223.299
1638551743.0767949,171.0,0.1,67.39914238179207,67.40014238179205,0,kth,0,223.28900000000002
1638551743.487935,141.0,0.1,67.40714238179206,67.41014238179207,0,kth,0,223.279
1638551743.9227228,108.0,0.1,67.41814238179205,67.42014238179206,0,kth,0,223.269
1638551744.3340297,90.0,0.1,67.42814238179207,67.43014238179205,0,kth,0,223.25900000000001
1638551744.7641158,80.0,0.1,67.43714238179206,67.44014238179204,0,kth,0,223.24900000000002
1638551745.176442,67.0,0.1,67.44814238179205,67.45014238179206,0,kth,0,223.239
1638551745.5772069,59.0,0.1,67.45714238179207,67.46014238179205,0,kth,0,223.229
1638551746.0065587,52.0,0.1,67.46714238179206,67.47014238179207,0,kth,0,223.219
1638551746.4219763,44.0,0.1,67.47914238179206,67.48014238179206,0,kth,0,223.209
1638551746.8441017,35.0,0.1,67.48814238179207,67.49014238179205,0,kth,0,223.199
1638551747.300969,29.0,0.1,67.50114238179205,67.50014238179205,0,kth,0,223.18900000000002
1638551747.740756,36.0,0.1,67.50814238179206,67.51014238179204,0,kth,0,223.17900000000003
1638551748.1529596,30.0,0.1,67.52114238179206,67.52014238179206,0,kth,0,223.169
1638551748.5977151,26.0,0.1,67.52914238179207,67.53014238179207,0,kth,0,223.159
1638551749.0717058,25.0,0.1,67.54114238179207,67.54014238179207,0,kth,0,223.149
1638551749.5471158,27.0,0.1,67.54914238179205,67.55014238179206,0,kth,0,223.139
