time,kappa_motors_m9,kappa_motors_m9_user_setpoint,kappa_motors_m9_sync,kappa_motors_m9_desc,kappa_motors_m9_homf,kappa_motors_m9_dval,TEY,D3,D4,MCP,mesh,scaler_time
1638729865.8412347,-0.25,-0.25,0,tth,0,0.25,101.0,20.0,286.0,0.0,16464.0,0.2
1638729866.6672304,-0.24,-0.24,0,tth,0,0.24,108.0,19.0,345.0,0.0,16479.0,0.2
1638729867.5916774,-0.23,-0.23,0,tth,0,0.23,198.0,20.0,440.0,0.0,16489.0,0.2
1638729868.4995513,-0.22,-0.22,0,tth,0,0.22,68.0,19.0,539.0,0.0,16482.0,0.2
1638729869.3725107,-0.21,-0.21,0,tth,0,0.21,176.0,20.0,710.0,0.0,16472.0,0.2
1638729870.223414,-0.2,-0.2,0,tth,0,0.2,136.0,20.0,919.0,0.0,16489.0,0.2
1638729871.0476708,-0.19,-0.19,0,tth,0,0.19,108.0,19.0,1292.0,0.0,16464.0,0.2
1638729871.9380252,-0.18,-0.18,0,tth,0,0.18,137.0,19.0,1693.0,0.0,16465.0,0.2
1638729872.9519217,-0.17,-0.16999999999999998,0,tth,0,0.16999999999999998,70.0,19.0,2413.0,0.0,16470.0,0.2
1638729873.8476038,-0.16,-0.16,0,tth,0,0.16,104.0,19.0,3218.0,0.0,16465.0,0.2
1638729874.767794,-0.15,-0.15,0,tth,0,0.15,157.0,19.0,4506.0,0.0,16481.0,0.2
1638729875.6380155,-0.14,-0.14,0,tth,0,0.14,177.0,20.0,5946.0,0.0,16475.0,0.2
1638729876.4718351,-0.13,-0.13,0,tth,0,0.13,142.0,19.0,7931.0,0.0,16467.0,0.2
1638729877.384324,-0.12,-0.12,0,tth,0,0.12,135.0,20.0,9957.0,0.0,16478.0,0.2
1638729878.2447762,-0.11,-0.10999999999999999,0,tth,0,0.10999999999999999,131.0,20.0,12585.0,0.0,16462.0,0.2
1638729879.1077876,-0.1,-0.1,0,tth,0,0.1,139.0,19.0,15315.0,0.0,16465.0,0.2
1638729880.142553,-0.09,-0.09,0,tth,0,0.09,100.0,20.0,18491.0,0.0,16470.0,0.2
1638729881.0639694,-0.08,-0.07999999999999999,0,tth,0,0.07999999999999999,141.0,19.0,21625.0,0.0,16468.0,0.2
1638729881.9523256,-0.07,-0.07,0,tth,0,0.07,148.0,20.0,25091.0,0.0,16468.0,0.2
1638729882.818179,-0.06,-0.06,0,tth,0,0.06,84.0,19.0,28769.0,0.0,16467.0,0.2
1638729883.6579156,-0.05,-0.04999999999999999,0,tth,0,0.04999999999999999,162.0,21.0,32410.0,0.0,16452.0,0.2
1638729884.4936857,-0.04,-0.04000000000000001,0,tth,0,0.04000000000000001,105.0,19.0,36187.0,0.0,16457.0,0.2
1638729885.3194985,-0.03,-0.03,0,tth,0,0.03,158.0,20.0,39615.0,0.0,16459.0,0.2
1638729886.150809,-0.02,-0.01999999999999999,0,tth,0,0.01999999999999999,107.0,20.0,43202.0,0.0,16470.0,0.2
1638729887.032032,-0.01,-0.010000000000000009,0,tth,0,0.010000000000000009,127.0,19.0,45839.0,0.0,16470.0,0.2
1638729887.9027348,0.0,0.0,0,tth,0,-0.0,105.0,19.0,48526.0,0.0,16465.0,0.2
1638729888.7426841,0.01,0.010000000000000009,0,tth,0,-0.010000000000000009,165.0,18.0,50285.0,0.0,16461.0,0.2
1638729889.6004784,0.02,0.020000000000000018,0,tth,0,-0.020000000000000018,148.0,20.0,51345.0,0.0,16321.0,0.2
1638729890.5032916,0.03,0.030000000000000027,0,tth,0,-0.030000000000000027,148.0,18.0,52441.0,0.0,16529.0,0.2
1638729891.3658736,0.04,0.03999999999999998,0,tth,0,-0.03999999999999998,130.0,19.0,52297.0,0.0,16522.0,0.2
1638729892.197948,0.05,0.04999999999999999,0,tth,0,-0.04999999999999999,67.0,19.0,51441.0,0.0,16530.0,0.2
1638729893.0136425,0.06,0.06,0,tth,0,-0.06,120.0,19.0,49845.0,0.0,16533.0,0.2
1638729893.8914552,0.07,0.07,0,tth,0,-0.07,161.0,19.0,47822.0,0.0,16527.0,0.2
1638729894.7562323,0.08,0.08000000000000002,0,tth,0,-0.08000000000000002,136.0,19.0,45137.0,0.0,16520.0,0.2
1638729895.6387467,0.09,0.09000000000000002,0,tth,0,-0.09000000000000002,115.0,20.0,42234.0,0.0,16532.0,0.2
1638729896.5036998,0.1,0.10000000000000003,0,tth,0,-0.10000000000000003,142.0,19.0,38875.0,0.0,16527.0,0.2
1638729897.522242,0.11,0.10999999999999999,0,tth,0,-0.10999999999999999,140.0,20.0,35494.0,0.0,16526.0,0.2
1638729898.3829358,0.12,0.12,0,tth,0,-0.12,114.0,18.0,31704.0,0.0,16529.0,0.2
1638729899.2491832,0.13,0.13,0,tth,0,-0.13,87.0,20.0,28101.0,0.0,16514.0,0.2
1638729900.0835571,0.14,0.14,0,tth,0,-0.14,131.0,20.0,23980.0,0.0,16521.0,0.2
1638729900.889392,0.15,0.15000000000000002,0,tth,0,-0.15000000000000002,168.0,18.0,20569.0,0.0,16518.0,0.2
1638729901.677523,0.16,0.16000000000000003,0,tth,0,-0.16000000000000003,149.0,20.0,16693.0,0.0,16523.0,0.2
1638729902.5376384,0.17,0.16999999999999998,0,tth,0,-0.16999999999999998,133.0,19.0,13786.0,0.0,16516.0,0.2
1638729903.371029,0.18,0.18,0,tth,0,-0.18,126.0,19.0,11546.0,0.0,16526.0,0.2
1638729904.163502,0.19,0.19,0,tth,0,-0.19,163.0,19.0,9679.0,0.0,16527.0,0.2
1638729904.9835255,0.2,0.2,0,tth,0,-0.2,130.0,19.0,7293.0,0.0,16517.0,0.2
1638729905.8011496,0.21,0.21000000000000002,0,tth,0,-0.21000000000000002,155.0,20.0,5689.0,0.0,16523.0,0.2
1638729906.6115289,0.22,0.22000000000000003,0,tth,0,-0.22000000000000003,161.0,19.0,3897.0,0.0,16524.0,0.2
1638729907.467626,0.23,0.22999999999999998,0,tth,0,-0.22999999999999998,138.0,20.0,2947.0,0.0,16521.0,0.2
1638729908.2752373,0.24,0.24,0,tth,0,-0.24,200.0,20.0,1976.0,0.0,16505.0,0.2
1638729909.0834718,0.25,0.25,0,tth,0,-0.25,112.0,19.0,1480.0,0.0,16515.0,0.2
