time,kappa_motors_m8,kappa_motors_m8_user_setpoint,kappa_motors_m8_sync,kappa_motors_m8_desc,kappa_motors_m8_homf,kappa_motors_m8_dval,D4calc,TEY,D3,D4,MCP,mesh,scaler_time,kappa_motors_m9,kappa_motors_m9_user_setpoint,kappa_motors_m9_sync,kappa_motors_m9_desc,kappa_motors_m9_homf,kappa_motors_m9_dval,kappa_motors_m2,kappa_motors_m2_user_setpoint,kappa_motors_m2_sync,kappa_motors_m2_desc,kappa_motors_m2_homf,kappa_motors_m2_dval
1638754427.0602767,58.29214238179003,58.291799999999995,0,kth,0,232.39734238179003,5.355202312138728,1685.0,10.0,18529.0,0.0,3460.0,0.1,2.0,2.0,0,tth,0,-2.0,4699.985,4700.0,0,x,0,4700.0
1638754428.4021182,58.33714238179002,58.34179999999998,0,kth,0,232.34734238179004,5.6779123414071515,1795.0,10.0,19691.0,0.0,3468.0,0.1,2.1,2.1,0,tth,0,-2.1,4705.017,4705.027777777777,0,x,0,4705.027777777777
1638754429.6946945,58.388142381790004,58.39179999999999,0,kth,0,232.29734238179003,5.984699769053118,1878.0,10.0,20731.0,0.0,3464.0,0.1,2.2,2.2,0,tth,0,-2.2,4710.0740000000005,4710.055555555556,0,x,0,4710.055555555556
1638754430.998232,58.44314238179001,58.4418,0,kth,0,232.24734238179002,6.298007507941091,1987.0,9.0,21810.0,0.0,3463.0,0.1,2.3000000000000003,2.3,0,tth,0,-2.3,4714.999,4715.083333333333,0,x,0,4715.083333333333
1638754432.2695858,58.48814238179003,58.49180000000001,0,kth,0,232.19734238179,6.588898525585429,2134.0,11.0,22791.0,0.0,3459.0,0.1,2.4,2.4,0,tth,0,-2.4,4720.121,4720.111111111111,0,x,0,4720.111111111111
1638754433.4781616,58.54214238179003,58.541799999999995,0,kth,0,232.14734238179003,6.904913294797688,2261.0,10.0,23891.0,0.0,3460.0,0.1,2.5,2.5,0,tth,0,-2.5,4725.077,4725.138888888889,0,x,0,4725.138888888889
1638754434.7504065,58.595142381790026,58.59179999999998,0,kth,0,232.09734238179004,7.233526011560694,2384.0,10.0,25028.0,0.0,3460.0,0.1,2.6,2.6,0,tth,0,-2.6,4730.16,4730.166666666667,0,x,0,4730.166666666667
1638754436.070523,58.646142381790014,58.64179999999999,0,kth,0,232.04734238179003,7.49104563835933,2530.0,10.0,25934.0,0.0,3462.0,0.1,2.7,2.7,0,tth,0,-2.7,4735.146,4735.194444444444,0,x,0,4735.194444444444
1638754437.2918677,58.68914238179002,58.6918,0,kth,0,231.99734238179002,7.717755928282244,2629.0,11.0,26688.0,0.0,3458.0,0.1,2.8000000000000003,2.8,0,tth,0,-2.8,4740.243,4740.222222222223,0,x,0,4740.222222222223
1638754438.536955,58.73914238179,58.74180000000001,0,kth,0,231.94734238179,7.936471267686977,2767.0,10.0,27484.0,0.0,3463.0,0.1,2.9,2.9,0,tth,0,-2.9,4745.245,4745.25,0,x,0,4745.25
1638754439.809905,58.79414238179001,58.791799999999995,0,kth,0,231.89734238179003,8.210115606936416,2932.0,10.0,28407.0,0.0,3460.0,0.1,3.0,3.0,0,tth,0,-3.0,4750.28,4750.277777777777,0,x,0,4750.277777777777
1638754441.0978158,58.83814238179002,58.84179999999998,0,kth,0,231.84734238179004,8.382616228703437,3039.0,10.0,29029.0,0.0,3463.0,0.1,3.1,3.1,0,tth,0,-3.1,4755.2480000000005,4755.305555555556,0,x,0,4755.305555555556
1638754442.3948894,58.890142381790014,58.89179999999999,0,kth,0,231.79734238179003,8.628175519630485,3235.0,10.0,29888.0,0.0,3464.0,0.1,3.2,3.2,0,tth,0,-3.2,4760.318,4760.333333333333,0,x,0,4760.333333333333
1638754443.596637,58.94314238179001,58.9418,0,kth,0,231.74734238179002,8.84655321603692,3414.0,10.0,30671.0,0.0,3467.0,0.1,3.3000000000000003,3.3,0,tth,0,-3.3,4765.317,4765.361111111111,0,x,0,4765.361111111111
1638754444.8779898,58.98714238179002,58.99180000000001,0,kth,0,231.69734238179,9.07204861111111,3519.0,10.0,31353.0,0.0,3456.0,0.1,3.4,3.4000000000000004,0,tth,0,-3.4000000000000004,4770.317,4770.388888888889,0,x,0,4770.388888888889
1638754446.2225142,59.03814238179001,59.041799999999995,0,kth,0,231.64734238179003,9.280970257002599,3737.0,11.0,32140.0,0.0,3463.0,0.1,3.5,3.5,0,tth,0,-3.5,4775.4130000000005,4775.416666666667,0,x,0,4775.416666666667
