time,kappa_motors_m8,kappa_motors_m8_user_setpoint,kappa_motors_m8_sync,kappa_motors_m8_desc,kappa_motors_m8_homf,kappa_motors_m8_dval,D4calc,TEY,D3,D4,MCP,mesh,scaler_time,kappa_motors_m9,kappa_motors_m9_user_setpoint,kappa_motors_m9_sync,kappa_motors_m9_desc,kappa_motors_m9_homf,kappa_motors_m9_dval,kappa_motors_m2,kappa_motors_m2_user_setpoint,kappa_motors_m2_sync,kappa_motors_m2_desc,kappa_motors_m2_homf,kappa_motors_m2_dval
1638741611.1468797,62.97714238179,62.97709960277629,0,kth,0,227.71204277901373,6.606124122846988,49716.0,9.0,72489.0,0.0,10973.0,0.1,11.0,11.0,0,tth,0,-11.0,-4500.006,-4500.0,0,x,0,-4500.0
1638741612.4437215,63.02414238179003,63.027099602776275,0,kth,0,227.66204277901375,5.832589895311789,47053.0,10.0,64071.0,0.0,10985.0,0.1,11.1,11.1,0,tth,0,-11.1,-4505.015,-4505.045454545455,0,x,0,-4505.045454545455
1638741613.6267447,63.077142381790026,63.077099602776286,0,kth,0,227.61204277901373,4.967930029154519,46439.0,9.0,54528.0,0.0,10976.0,0.1,11.200000000000001,11.2,0,tth,0,-11.2,-4510.077,-4510.090909090909,0,x,0,-4510.090909090909
1638741614.9748478,63.12214238179001,63.1270996027763,0,kth,0,227.56204277901372,4.443127962085308,45690.0,10.0,48750.0,0.0,10972.0,0.1,11.3,11.3,0,tth,0,-11.3,-4515.092,-4515.136363636364,0,x,0,-4515.136363636364
1638741616.3006308,63.17914238179003,63.17709960277631,0,kth,0,227.5120427790137,3.9489470325462666,45117.0,10.0,43316.0,0.0,10969.0,0.1,11.4,11.4,0,tth,0,-11.4,-4520.201,-4520.181818181818,0,x,0,-4520.181818181818
1638741617.498717,63.22514238179002,63.22709960277629,0,kth,0,227.46204277901373,3.65334547109695,44660.0,10.0,40132.0,0.0,10985.0,0.1,11.5,11.5,0,tth,0,-11.5,-4525.185,-4525.227272727273,0,x,0,-4525.227272727273
1638741618.7593205,63.281142381790005,63.277099602776275,0,kth,0,227.41204277901375,3.4398760142218983,44203.0,9.0,37732.0,0.0,10969.0,0.1,11.6,11.6,0,tth,0,-11.6,-4530.247,-4530.272727272727,0,x,0,-4530.272727272727
1638741620.0068877,63.325142381790016,63.327099602776286,0,kth,0,227.36204277901373,3.320881924198251,43871.0,10.0,36450.0,0.0,10976.0,0.1,11.700000000000001,11.7,0,tth,0,-11.7,-4535.31,-4535.318181818182,0,x,0,-4535.318181818182
1638741621.3019328,63.37914238179002,63.3770996027763,0,kth,0,227.31204277901372,3.2392710706150343,43446.0,10.0,35551.0,0.0,10975.0,0.1,11.8,11.8,0,tth,0,-11.8,-4540.3330000000005,-4540.363636363636,0,x,0,-4540.363636363636
1638741622.6064823,63.43114238179001,63.42709960277631,0,kth,0,227.2620427790137,3.154970760233918,42918.0,10.0,34528.0,0.0,10944.0,0.1,11.9,11.9,0,tth,0,-11.9,-4545.399,-4545.409090909091,0,x,0,-4545.409090909091
1638741623.8123915,63.47314238179001,63.47709960277629,0,kth,0,227.21204277901373,3.0620670798395917,42864.0,10.0,33597.0,0.0,10972.0,0.1,12.0,12.0,0,tth,0,-12.0,-4550.38,-4550.454545454545,0,x,0,-4550.454545454545
1638741625.0626516,63.531142381790005,63.527099602776275,0,kth,0,227.16204277901375,2.9430212416811012,42442.0,10.0,32282.0,0.0,10969.0,0.1,12.1,12.1,0,tth,0,-12.1,-4555.503,-4555.5,0,x,0,-4555.5
1638741626.308058,63.58014238179001,63.577099602776286,0,kth,0,227.11204277901373,2.8173287172011663,42236.0,10.0,30923.0,0.0,10976.0,0.1,12.200000000000001,12.2,0,tth,0,-12.2,-4560.491,-4560.545454545455,0,x,0,-4560.545454545455
1638741627.63799,63.62214238179001,63.6270996027763,0,kth,0,227.06204277901372,2.686367361806757,41890.0,10.0,29499.0,0.0,10981.0,0.1,12.3,12.3,0,tth,0,-12.3,-4565.531,-4565.590909090909,0,x,0,-4565.590909090909
1638741628.862179,63.680142381790006,63.67709960277631,0,kth,0,227.0120427790137,2.5503007107709132,41507.0,10.0,27987.0,0.0,10974.0,0.1,12.4,12.4,0,tth,0,-12.4,-4570.643,-4570.636363636364,0,x,0,-4570.636363636364
