time,TEY,D3,D4,MCP,mesh,scaler_time,kappa_motors_m4,kappa_motors_m4_user_setpoint,kappa_motors_m4_sync,kappa_motors_m4_desc,kappa_motors_m4_homf,kappa_motors_m4_dval
1638658856.8654132,40.0,9.0,24.0,0.0,81.0,0.1,-750.004,-750.0,0,z,0,-750.0
1638658857.5939207,69.0,10.0,3.0,0.0,77.0,0.1,-719.998,-720.0,0,z,0,-720.0
1638658858.3555188,53.0,10.0,15.0,0.0,80.0,0.1,-690.0070000000001,-690.0,0,z,0,-690.0
1638658859.1004946,63.0,9.0,3.0,0.0,78.0,0.1,-660.013,-660.0,0,z,0,-660.0
1638658859.8466265,31.0,10.0,7.0,0.0,72.0,0.1,-630.0,-630.0,0,z,0,-630.0
1638658860.6090655,48.0,9.0,5.0,0.0,78.0,0.1,-600.025,-600.0,0,z,0,-600.0
1638658861.3087623,19.0,10.0,5.0,0.0,78.0,0.1,-570.006,-570.0,0,z,0,-570.0
1638658862.0236251,62.0,10.0,0.0,0.0,75.0,0.1,-540.004,-540.0,0,z,0,-540.0
1638658862.7651496,58.0,9.0,11.0,0.0,76.0,0.1,-510.00100000000003,-510.0,0,z,0,-510.0
1638658863.5119119,31.0,10.0,2.0,0.0,79.0,0.1,-480.003,-480.0,0,z,0,-480.0
1638658864.2832916,29.0,10.0,0.0,0.0,76.0,0.1,-450.003,-450.0,0,z,0,-450.0
1638658865.0648623,42.0,9.0,0.0,0.0,80.0,0.1,-420.0,-420.0,0,z,0,-420.0
1638658865.7812335,24.0,10.0,7.0,0.0,78.0,0.1,-389.994,-390.0,0,z,0,-390.0
1638658866.4917977,59.0,9.0,6.0,0.0,75.0,0.1,-359.997,-360.0,0,z,0,-360.0
1638658867.2363174,49.0,9.0,0.0,0.0,77.0,0.1,-330.00100000000003,-330.0,0,z,0,-330.0
1638658867.9521098,50.0,9.0,24.0,0.0,75.0,0.1,-300.0,-300.0,0,z,0,-300.0
1638658868.6731968,42.0,9.0,9.0,0.0,74.0,0.1,-270.00600000000003,-270.0,0,z,0,-270.0
1638658869.4439585,90.0,10.0,10.0,0.0,77.0,0.1,-240.01500000000001,-240.0,0,z,0,-240.0
1638658870.1444025,29.0,10.0,12.0,0.0,80.0,0.1,-210.001,-210.0,0,z,0,-210.0
1638658870.8432107,31.0,9.0,5.0,0.0,73.0,0.1,-180.008,-180.0,0,z,0,-180.0
1638658871.595682,19.0,10.0,0.0,0.0,79.0,0.1,-150.008,-150.0,0,z,0,-150.0
1638658872.3363514,10.0,9.0,5.0,0.0,78.0,0.1,-120.017,-120.0,0,z,0,-120.0
1638658873.1128666,32.0,9.0,7.0,0.0,81.0,0.1,-90.009,-90.0,0,z,0,-90.0
1638658873.9033,52.0,9.0,16.0,0.0,78.0,0.1,-60.0,-60.0,0,z,0,-60.0
1638658874.639522,37.0,10.0,13.0,0.0,77.0,0.1,-29.994,-30.0,0,z,0,-30.0
1638658875.3441813,52.0,10.0,0.0,0.0,76.0,0.1,-0.016,0.0,0,z,0,0.0
1638658876.0599139,62.0,9.0,0.0,0.0,77.0,0.1,29.994,30.0,0,z,0,30.0
1638658876.7817554,39.0,9.0,13.0,0.0,78.0,0.1,60.001000000000005,60.0,0,z,0,60.0
1638658877.4624968,0.0,9.0,14.0,0.0,75.0,0.1,89.999,90.0,0,z,0,90.0
1638658878.1326687,25.0,9.0,2.0,0.0,78.0,0.1,120.005,120.0,0,z,0,120.0
1638658878.9159393,47.0,9.0,19.0,0.0,82.0,0.1,149.994,150.0,0,z,0,150.0
1638658879.6306088,27.0,10.0,5.0,0.0,80.0,0.1,179.993,180.0,0,z,0,180.0
1638658880.3541095,38.0,10.0,14.0,0.0,79.0,0.1,209.987,210.0,0,z,0,210.0
1638658881.110531,36.0,9.0,19.0,0.0,77.0,0.1,240.0,240.0,0,z,0,240.0
1638658881.844802,34.0,9.0,11.0,0.0,81.0,0.1,269.995,270.0,0,z,0,270.0
1638658882.5763786,56.0,9.0,3.0,0.0,81.0,0.1,299.995,300.0,0,z,0,300.0
1638658883.3368788,61.0,9.0,0.0,0.0,76.0,0.1,329.99,330.0,0,z,0,330.0
1638658884.1056998,48.0,10.0,1.0,0.0,73.0,0.1,359.996,360.0,0,z,0,360.0
1638658884.8085544,29.0,9.0,13.0,0.0,76.0,0.1,389.997,390.0,0,z,0,390.0
1638658885.5782735,17.0,9.0,0.0,0.0,80.0,0.1,419.993,420.0,0,z,0,420.0
1638658886.2889998,83.0,9.0,6.0,0.0,78.0,0.1,449.992,450.0,0,z,0,450.0
1638658887.0106738,71.0,9.0,11.0,0.0,76.0,0.1,479.988,480.0,0,z,0,480.0
1638658887.7362797,3.0,9.0,5.0,0.0,82.0,0.1,509.994,510.0,0,z,0,510.0
1638658888.5097113,26.0,9.0,5.0,0.0,73.0,0.1,540.004,540.0,0,z,0,540.0
1638658889.253991,73.0,10.0,0.0,0.0,72.0,0.1,569.991,570.0,0,z,0,570.0
1638658890.065092,60.0,10.0,0.0,0.0,78.0,0.1,599.997,600.0,0,z,0,600.0
1638658890.7937126,77.0,8.0,16.0,0.0,82.0,0.1,629.995,630.0,0,z,0,630.0
1638658891.512965,56.0,10.0,2.0,0.0,73.0,0.1,659.995,660.0,0,z,0,660.0
1638658892.3132234,40.0,9.0,3.0,0.0,76.0,0.1,689.994,690.0,0,z,0,690.0
1638658893.0132194,55.0,9.0,3.0,0.0,79.0,0.1,719.998,720.0,0,z,0,720.0
1638658893.8846014,32.0,9.0,9.0,0.0,84.0,0.1,749.993,750.0,0,z,0,750.0
