time,TEY,D3,D4,MCP,mesh,scaler_time,kappa_motors_m4,kappa_motors_m4_user_setpoint,kappa_motors_m4_sync,kappa_motors_m4_desc,kappa_motors_m4_homf,kappa_motors_m4_dval
1638661741.988459,627.0,80.0,0.0,0.0,6724.0,0.1,500.07300000000004,500.076,0,z,0,500.076
1638661742.7305088,625.0,81.0,4.0,0.0,6732.0,0.1,480.083,480.076,0,z,0,480.076
1638661743.4840145,604.0,84.0,0.0,0.0,6724.0,0.1,460.075,460.076,0,z,0,460.076
1638661744.175877,651.0,87.0,3.0,0.0,6744.0,0.1,440.08,440.076,0,z,0,440.076
1638661744.9206574,630.0,90.0,7.0,0.0,6742.0,0.1,420.077,420.076,0,z,0,420.076
1638661745.6436546,678.0,95.0,0.0,0.0,6753.0,0.1,400.077,400.076,0,z,0,400.076
1638661746.359041,677.0,98.0,11.0,0.0,6742.0,0.1,380.088,380.076,0,z,0,380.076
1638661747.085033,681.0,102.0,0.0,0.0,6758.0,0.1,360.07800000000003,360.076,0,z,0,360.076
1638661747.7646303,784.0,112.0,10.0,0.0,6739.0,0.1,340.07,340.076,0,z,0,340.076
1638661748.5585275,787.0,121.0,0.0,0.0,6740.0,0.1,320.075,320.076,0,z,0,320.076
1638661749.3606281,809.0,128.0,26.0,0.0,6748.0,0.1,300.082,300.076,0,z,0,300.076
1638661750.0028145,848.0,138.0,5.0,0.0,6748.0,0.1,280.081,280.076,0,z,0,280.076
1638661750.710305,797.0,158.0,0.0,0.0,6748.0,0.1,260.076,260.076,0,z,0,260.076
1638661751.448539,771.0,180.0,0.0,0.0,6741.0,0.1,240.06900000000002,240.076,0,z,0,240.076
1638661752.1245105,806.0,195.0,0.0,0.0,6745.0,0.1,220.074,220.076,0,z,0,220.076
1638661752.884356,802.0,216.0,29.0,0.0,6743.0,0.1,200.076,200.076,0,z,0,200.076
1638661753.5459552,876.0,264.0,0.0,0.0,6742.0,0.1,180.083,180.076,0,z,0,180.076
1638661754.2789695,892.0,305.0,0.0,0.0,6737.0,0.1,160.07,160.076,0,z,0,160.076
1638661754.9584854,809.0,338.0,0.0,0.0,6735.0,0.1,140.077,140.076,0,z,0,140.076
1638661755.6403003,833.0,384.0,0.0,0.0,6743.0,0.1,120.06400000000001,120.076,0,z,0,120.076
1638661756.391545,853.0,464.0,34.0,0.0,6741.0,0.1,100.077,100.076,0,z,0,100.076
1638661757.1437857,887.0,533.0,0.0,0.0,6738.0,0.1,80.074,80.076,0,z,0,80.076
1638661757.8605726,819.0,590.0,31.0,0.0,6742.0,0.1,60.077,60.07599999999999,0,z,0,60.07599999999999
1638661758.5253463,809.0,672.0,0.0,0.0,6746.0,0.1,40.076,40.07599999999999,0,z,0,40.07599999999999
1638661759.1797643,817.0,802.0,17.0,0.0,6738.0,0.1,20.073,20.075999999999993,0,z,0,20.075999999999993
1638661759.820891,764.0,918.0,14.0,0.0,6732.0,0.1,0.07100000000000001,0.0759999999999934,0,z,0,0.0759999999999934
1638661760.5383866,792.0,1001.0,0.0,0.0,6743.0,0.1,-19.93,-19.924000000000007,0,z,0,-19.924000000000007
1638661761.2528753,792.0,1148.0,0.0,0.0,6752.0,0.1,-39.927,-39.92400000000001,0,z,0,-39.92400000000001
1638661761.9886677,707.0,1324.0,0.0,0.0,6737.0,0.1,-59.919000000000004,-59.92400000000001,0,z,0,-59.92400000000001
1638661762.7339716,702.0,1462.0,12.0,0.0,6743.0,0.1,-79.922,-79.924,0,z,0,-79.924
1638661763.4698493,701.0,1598.0,0.0,0.0,6743.0,0.1,-99.921,-99.924,0,z,0,-99.924
1638661764.1479752,587.0,1774.0,0.0,0.0,6747.0,0.1,-119.926,-119.924,0,z,0,-119.924
1638661764.9480977,634.0,2007.0,0.0,0.0,6736.0,0.1,-139.929,-139.924,0,z,0,-139.924
1638661765.7185984,556.0,2143.0,6.0,0.0,6727.0,0.1,-159.927,-159.924,0,z,0,-159.924
1638661766.4943964,533.0,2322.0,0.0,0.0,6734.0,0.1,-179.927,-179.924,0,z,0,-179.924
1638661767.2372465,538.0,2548.0,20.0,0.0,6741.0,0.1,-199.918,-199.924,0,z,0,-199.924
1638661767.988275,428.0,2739.0,0.0,0.0,6741.0,0.1,-219.922,-219.924,0,z,0,-219.924
1638661768.7285278,395.0,2894.0,6.0,0.0,6750.0,0.1,-239.917,-239.924,0,z,0,-239.924
1638661769.4499297,453.0,3083.0,0.0,0.0,6740.0,0.1,-259.922,-259.924,0,z,0,-259.924
1638661770.2404492,427.0,3291.0,0.0,0.0,6742.0,0.1,-279.932,-279.924,0,z,0,-279.924
1638661770.9656823,362.0,3447.0,0.0,0.0,6741.0,0.1,-299.92,-299.924,0,z,0,-299.924
1638661771.635883,300.0,3599.0,0.0,0.0,6743.0,0.1,-319.923,-319.924,0,z,0,-319.924
1638661772.3424845,275.0,3776.0,24.0,0.0,6745.0,0.1,-339.935,-339.924,0,z,0,-339.924
1638661773.1262505,298.0,3945.0,0.0,0.0,6739.0,0.1,-359.932,-359.924,0,z,0,-359.924
1638661773.8734632,255.0,4056.0,11.0,0.0,6736.0,0.1,-379.921,-379.924,0,z,0,-379.924
1638661774.6352363,229.0,4183.0,2.0,0.0,6745.0,0.1,-399.93,-399.924,0,z,0,-399.924
1638661775.2903578,276.0,4318.0,0.0,0.0,6732.0,0.1,-419.92900000000003,-419.924,0,z,0,-419.924
1638661775.9338877,149.0,4425.0,0.0,0.0,6734.0,0.1,-439.92900000000003,-439.924,0,z,0,-439.924
1638661776.628571,113.0,4501.0,0.0,0.0,6743.0,0.1,-459.931,-459.924,0,z,0,-459.924
1638661777.2592313,126.0,4588.0,0.0,0.0,6730.0,0.1,-479.933,-479.924,0,z,0,-479.924
1638661777.9973934,187.0,4678.0,0.0,0.0,6731.0,0.1,-499.919,-499.924,0,z,0,-499.924
1638661778.6678526,133.0,4741.0,14.0,0.0,6740.0,0.1,-519.919,-519.924,0,z,0,-519.924
1638661779.3911011,170.0,4799.0,0.0,0.0,6746.0,0.1,-539.925,-539.924,0,z,0,-539.924
1638661780.1032107,125.0,4853.0,0.0,0.0,6732.0,0.1,-559.94,-559.924,0,z,0,-559.924
1638661780.8638947,58.0,4906.0,29.0,0.0,6735.0,0.1,-579.929,-579.924,0,z,0,-579.924
1638661781.5882084,85.0,4947.0,0.0,0.0,6744.0,0.1,-599.923,-599.924,0,z,0,-599.924
1638661782.3594134,79.0,4973.0,38.0,0.0,6735.0,0.1,-619.924,-619.924,0,z,0,-619.924
1638661783.030542,71.0,5015.0,0.0,0.0,6733.0,0.1,-639.916,-639.924,0,z,0,-639.924
1638661783.742202,41.0,5039.0,0.0,0.0,6733.0,0.1,-659.923,-659.924,0,z,0,-659.924
1638661784.4368308,66.0,5053.0,15.0,0.0,6723.0,0.1,-679.921,-679.924,0,z,0,-679.924
1638661785.145686,37.0,5074.0,0.0,0.0,6735.0,0.1,-699.924,-699.924,0,z,0,-699.924
1638661785.8559651,67.0,5103.0,19.0,0.0,6740.0,0.1,-719.929,-719.924,0,z,0,-719.924
1638661786.587151,61.0,5110.0,0.0,0.0,6738.0,0.1,-739.9350000000001,-739.924,0,z,0,-739.924
1638661787.2994096,100.0,5118.0,0.0,0.0,6734.0,0.1,-759.929,-759.924,0,z,0,-759.924
1638661788.0089498,42.0,5129.0,0.0,0.0,6732.0,0.1,-779.928,-779.924,0,z,0,-779.924
1638661788.7026572,65.0,5131.0,8.0,0.0,6728.0,0.1,-799.926,-799.924,0,z,0,-799.924
1638661789.384768,83.0,5147.0,14.0,0.0,6741.0,0.1,-819.924,-819.924,0,z,0,-819.924
1638661790.0737376,45.0,5141.0,0.0,0.0,6735.0,0.1,-839.942,-839.924,0,z,0,-839.924
1638661790.745147,65.0,5152.0,12.0,0.0,6731.0,0.1,-859.927,-859.924,0,z,0,-859.924
1638661791.4826336,62.0,5162.0,0.0,0.0,6737.0,0.1,-879.924,-879.924,0,z,0,-879.924
1638661792.2155151,8.0,5163.0,0.0,0.0,6738.0,0.1,-899.922,-899.924,0,z,0,-899.924
1638661792.9213238,65.0,5166.0,0.0,0.0,6733.0,0.1,-919.929,-919.924,0,z,0,-919.924
1638661793.6277497,41.0,5174.0,0.0,0.0,6735.0,0.1,-939.926,-939.924,0,z,0,-939.924
1638661794.311709,15.0,5167.0,11.0,0.0,6725.0,0.1,-959.926,-959.924,0,z,0,-959.924
1638661794.9780936,25.0,5169.0,0.0,0.0,6724.0,0.1,-979.9300000000001,-979.924,0,z,0,-979.924
1638661795.6624553,44.0,5174.0,0.0,0.0,6731.0,0.1,-999.936,-999.924,0,z,0,-999.924
