time,TEY,D3,D4,MCP,mesh,scaler_time,kappa_motors_m4,kappa_motors_m4_user_setpoint,kappa_motors_m4_sync,kappa_motors_m4_desc,kappa_motors_m4_homf,kappa_motors_m4_dval
1638752872.8579562,24.0,17119.0,3.0,0.0,9042.0,0.1,-649.9110000000001,-649.9110000000001,0,z,0,-649.9110000000001
1638752873.6545296,27.0,17086.0,4.0,0.0,9034.0,0.1,-619.91,-619.9110000000001,0,z,0,-619.9110000000001
1638752874.4907713,46.0,17036.0,4.0,0.0,9033.0,0.1,-589.918,-589.9110000000001,0,z,0,-589.9110000000001
1638752875.2460847,33.0,17005.0,4.0,0.0,9040.0,0.1,-559.912,-559.9110000000001,0,z,0,-559.9110000000001
1638752876.0324585,37.0,16941.0,4.0,0.0,9038.0,0.1,-529.9110000000001,-529.9110000000001,0,z,0,-529.9110000000001
1638752876.8716354,62.0,16828.0,3.0,0.0,9033.0,0.1,-499.91700000000003,-499.911,0,z,0,-499.911
1638752877.6750915,66.0,16734.0,5.0,0.0,9036.0,0.1,-469.915,-469.911,0,z,0,-469.911
1638752878.4826298,79.0,16546.0,4.0,0.0,9030.0,0.1,-439.907,-439.911,0,z,0,-439.911
1638752879.2089927,71.0,16426.0,4.0,0.0,9043.0,0.1,-409.904,-409.911,0,z,0,-409.911
1638752879.9612856,90.0,16154.0,4.0,0.0,9026.0,0.1,-379.918,-379.911,0,z,0,-379.911
1638752880.7156882,134.0,15862.0,4.0,0.0,9038.0,0.1,-349.908,-349.911,0,z,0,-349.911
1638752881.471715,136.0,15549.0,4.0,0.0,9033.0,0.1,-319.921,-319.911,0,z,0,-319.911
1638752882.2788622,155.0,15096.0,4.0,0.0,9041.0,0.1,-289.906,-289.911,0,z,0,-289.911
1638752883.060048,194.0,14642.0,4.0,0.0,9024.0,0.1,-259.909,-259.911,0,z,0,-259.911
1638752883.8322983,218.0,14028.0,5.0,0.0,9029.0,0.1,-229.911,-229.911,0,z,0,-229.911
1638752884.544308,267.0,13387.0,3.0,0.0,9043.0,0.1,-199.91400000000002,-199.911,0,z,0,-199.911
