time,kappa_motors_m8,kappa_motors_m8_user_setpoint,kappa_motors_m8_sync,kappa_motors_m8_desc,kappa_motors_m8_homf,kappa_motors_m8_dval,TEY,D3,D4,MCP,mesh,scaler_time
1638662109.9670823,66.32514238179002,66.32214238179,0,kth,0,224.36700000000002,3723.0,9.0,0.0,0.0,6701.0,0.1
1638662110.8543816,66.32814238179,66.33214238178999,0,kth,0,224.35700000000003,3797.0,8.0,0.0,0.0,6704.0,0.1
1638662111.72688,66.34414238179002,66.34214238178998,0,kth,0,224.34700000000004,3702.0,9.0,0.0,0.0,6707.0,0.1
1638662112.5504465,66.34914238179002,66.35214238179,0,kth,0,224.33700000000002,3786.0,9.0,0.0,0.0,6709.0,0.1
1638662113.3113258,66.36014238179001,66.36214238179002,0,kth,0,224.327,3747.0,9.0,0.0,0.0,6704.0,0.1
1638662114.165588,66.37014238179,66.37214238179001,0,kth,0,224.317,3690.0,9.0,1.0,0.0,6707.0,0.1
1638662114.9530008,66.38214238179,66.38214238179,0,kth,0,224.30700000000002,3709.0,9.0,0.0,0.0,6697.0,0.1
1638662115.8125975,66.39214238179002,66.39214238179,0,kth,0,224.29700000000003,3662.0,9.0,0.0,0.0,6698.0,0.1
1638662116.601835,66.40014238179,66.40214238178999,0,kth,0,224.28700000000003,3704.0,8.0,0.0,0.0,6705.0,0.1
1638662117.4805398,66.41314238179001,66.41214238179,0,kth,0,224.27700000000002,3650.0,9.0,0.0,0.0,6703.0,0.1
1638662118.2594817,66.42014238179001,66.42214238179,0,kth,0,224.26700000000002,3668.0,9.0,0.0,0.0,6700.0,0.1
1638662119.0672944,66.43314238179002,66.43214238179002,0,kth,0,224.257,3719.0,8.0,0.0,0.0,6708.0,0.1
1638662119.8829496,66.44014238179003,66.44214238179,0,kth,0,224.247,3700.0,9.0,4.0,0.0,6703.0,0.1
1638662120.7194083,66.45314238179,66.45214238179,0,kth,0,224.23700000000002,3718.0,8.0,0.0,0.0,6682.0,0.1
1638662121.6085277,66.46114238179001,66.46214238178999,0,kth,0,224.22700000000003,3652.0,9.0,0.0,0.0,6702.0,0.1
1638662122.3897505,66.47614238179003,66.47214238179001,0,kth,0,224.217,3543.0,8.0,3.0,0.0,6705.0,0.1
1638662123.1899257,66.48014238179002,66.48214238179,0,kth,0,224.20700000000002,3626.0,8.0,0.0,0.0,6706.0,0.1
1638662124.005173,66.48914238179,66.49214238179002,0,kth,0,224.197,3593.0,9.0,0.0,0.0,6708.0,0.1
1638662124.898866,66.50014238179003,66.50214238179001,0,kth,0,224.187,3679.0,8.0,2.0,0.0,6705.0,0.1
1638662125.697226,66.51314238179,66.51214238179,0,kth,0,224.17700000000002,3555.0,9.0,0.0,0.0,6698.0,0.1
