time,D4calc,kappa_motors_m8,kappa_motors_m8_user_setpoint,kappa_motors_m8_sync,kappa_motors_m8_desc,kappa_motors_m8_homf,kappa_motors_m8_dval,TEY,D3,D4,MCP,mesh,scaler_time,kappa_motors_m9,kappa_motors_m9_user_setpoint,kappa_motors_m9_sync,kappa_motors_m9_desc,kappa_motors_m9_homf,kappa_motors_m9_dval
1638575780.9840837,0.5636454793604813,62.82414238179001,62.82239670795883,0,kth,0,227.8667456738312,9843.0,9.0,10118.0,0.0,17951.0,0.1,11.0,11.0,0,tth,0,-11.0
1638575781.6318758,0.6028617560269472,62.86814238179002,62.87239670795881,0,kth,0,227.8167456738312,9641.0,8.0,10828.0,0.0,17961.0,0.1,11.1,11.1,0,tth,0,-11.1
1638575782.3261032,0.674823031046207,62.918142381790005,62.922396707958825,0,kth,0,227.7667456738312,9465.0,9.0,12107.0,0.0,17941.0,0.1,11.200000000000001,11.2,0,tth,0,-11.2
1638575783.1931012,0.756285188695022,62.96814238179002,62.97239670795881,0,kth,0,227.7167456738312,9281.0,9.0,13567.0,0.0,17939.0,0.1,11.3,11.3,0,tth,0,-11.3
1638575784.055449,0.8303875104544187,63.019142381790004,63.02239670795882,0,kth,0,227.6667456738312,9400.0,9.0,14893.0,0.0,17935.0,0.1,11.4,11.4,0,tth,0,-11.4
1638575785.0652273,0.881155540683732,63.069142381790016,63.07239670795883,0,kth,0,227.6167456738312,9298.0,8.0,15800.0,0.0,17931.0,0.1,11.5,11.5,0,tth,0,-11.5
1638575785.7375119,0.9133994208064157,63.11914238179003,63.12239670795881,0,kth,0,227.5667456738312,9284.0,9.0,16401.0,0.0,17956.0,0.1,11.6,11.6,0,tth,0,-11.6
1638575786.3709972,0.9142475065470552,63.17114238179002,63.172396707958825,0,kth,0,227.5167456738312,9232.0,9.0,16408.0,0.0,17947.0,0.1,11.700000000000001,11.7,0,tth,0,-11.7
1638575787.015497,0.8990079143908148,63.22414238179002,63.22239670795881,0,kth,0,227.4667456738312,9205.0,9.0,16130.0,0.0,17942.0,0.1,11.8,11.8,0,tth,0,-11.8
1638575787.6542857,0.810895115022559,63.27214238179002,63.27239670795882,0,kth,0,227.4167456738312,9018.0,9.0,14558.0,0.0,17953.0,0.1,11.9,11.9,0,tth,0,-11.9
1638575788.527064,0.7350203444624045,63.32614238179002,63.32239670795883,0,kth,0,227.3667456738312,9026.0,9.0,13187.0,0.0,17941.0,0.1,12.0,12.0,0,tth,0,-12.0
1638575789.172771,0.6324824434288262,63.37414238179002,63.37239670795881,0,kth,0,227.3167456738312,8917.0,8.0,11348.0,0.0,17942.0,0.1,12.1,12.1,0,tth,0,-12.1
1638575789.8382246,0.5335564853556486,63.422142381790025,63.422396707958825,0,kth,0,227.2667456738312,8837.0,9.0,9564.0,0.0,17925.0,0.1,12.200000000000001,12.2,0,tth,0,-12.2
1638575790.4863372,0.4568355347489272,63.47614238179003,63.47239670795881,0,kth,0,227.2167456738312,8638.0,8.0,8197.0,0.0,17943.0,0.1,12.3,12.3,0,tth,0,-12.3
1638575791.1517217,0.39578689255461436,63.523142381790024,63.52239670795882,0,kth,0,227.1667456738312,8595.0,8.0,7102.0,0.0,17944.0,0.1,12.4,12.4,0,tth,0,-12.4
1638575791.8521674,0.3551354968216795,63.57614238179002,63.57239670795883,0,kth,0,227.1167456738312,8478.0,8.0,6369.0,0.0,17934.0,0.1,12.5,12.5,0,tth,0,-12.5
1638575792.5158231,0.33647203030978384,63.62714238179001,63.62239670795881,0,kth,0,227.0667456738312,8413.0,9.0,6039.0,0.0,17948.0,0.1,12.6,12.6,0,tth,0,-12.6
1638575793.1685944,0.3379041248606466,63.67714238179002,63.672396707958825,0,kth,0,227.0167456738312,8317.0,9.0,6062.0,0.0,17940.0,0.1,12.700000000000001,12.7,0,tth,0,-12.7
1638575793.8641028,0.35407605665216907,63.72714238179,63.72239670795881,0,kth,0,226.9667456738312,8211.0,9.0,6350.0,0.0,17934.0,0.1,12.8,12.8,0,tth,0,-12.8
