time,TEYcalc,TEY,mesh,scaler_time,mono_energy_setpoint,mono_energy
1638543618.614707,1.9851175793455025,96572.0,48648.0,1.0,665.0,664.9800376
1638543622.501526,1.9818294886993024,101979.0,51457.0,1.0,666.0,665.9887627
1638543626.5035412,1.9785358657569612,107296.0,54230.0,1.0,667.0,667.0133983
1638543630.5045743,1.981271708585691,113513.0,57293.0,1.0,668.0,668.0043185
1638543634.5077164,1.982693445532838,120635.0,60844.0,1.0,669.0,668.9846613
1638543716.354322,1.8521997418471923,119102.0,64303.0,1.0,670.0,669.9985304
1638543720.3557382,1.8586569317278534,126266.0,67934.0,1.0,671.0,671.0079996
1638543724.3568466,1.8627142916730393,133972.0,71923.0,1.0,672.0,672.0011424
1638543728.5579028,1.868180673215872,140915.0,75429.0,1.0,673.0,673.0101474
1638543732.5598152,1.8747881329332445,149325.0,79649.0,1.0,674.0,673.9932435
1638543736.5626035,1.878388504954146,157918.0,84071.0,1.0,675.0,675.0144565
1638543740.564859,1.8801998934807982,165922.0,88247.0,1.0,676.0,676.0074708
1638543744.5661948,1.8839805514682362,176691.0,93786.0,1.0,677.0,676.9866186
1638543748.567851,1.8860871666800934,187296.0,99304.0,1.0,678.0,678.0118399
1638543752.5693748,1.8874052894924946,198036.0,104925.0,1.0,679.0,679.0247296
1638543756.5753055,1.8887223545575391,211705.0,112089.0,1.0,680.0,679.9837354
1638543760.5748277,1.89086945585646,225524.0,119270.0,1.0,681.0,681.0090526
1638543764.575707,1.8921645661124555,240812.0,127268.0,1.0,682.0,682.0106694
1638543768.5788171,1.8916182426483537,257820.0,136296.0,1.0,683.0,682.9931445
1638543772.5793557,1.8915130977502526,275183.0,145483.0,1.0,684.0,684.0032188
1638543776.582211,1.8922147748894502,285416.0,150837.0,1.0,684.5,684.4928198
1638543780.58401,1.8916283336861892,294850.0,155871.0,1.0,685.0,684.9899418
1638543784.7872102,1.8931966449207829,304710.0,160950.0,1.0,685.5,685.5341348
1638543788.789108,1.8925705037911709,315747.0,166835.0,1.0,686.0,685.9660492
1638543792.7895381,1.8948294422001783,327400.0,172786.0,1.0,686.5,686.5128366
1638543796.792778,1.8964362552163037,335838.0,177089.0,1.0,687.0,687.0171545
1638543800.794534,1.8980183527557282,337145.0,177630.0,1.0,687.1,687.1031327
1638543804.796155,1.899801437480773,339656.0,178785.0,1.0,687.2,687.2050398
1638543808.7985816,1.9013891975994666,342174.0,179960.0,1.0,687.3000000000001,687.2924511
1638543812.80069,1.9031000905297093,344758.0,181156.0,1.0,687.4000000000001,687.4116345
1638543816.8030708,1.905673090618255,347873.0,182546.0,1.0,687.5000000000001,687.5119411
1638543820.8040473,1.9064572463807539,350424.0,183809.0,1.0,687.6000000000001,687.5874076
1638543824.8063943,1.9098862169707902,353667.0,185177.0,1.0,687.7000000000002,687.6923725
1638543828.8088517,1.9104335934357655,356229.0,186465.0,1.0,687.8000000000002,687.7979154
1638543832.8094459,1.9134449885698148,359079.0,187661.0,1.0,687.9000000000002,687.8924014
1638543836.8133929,1.9151027892753607,361355.0,188687.0,1.0,688.0000000000002,687.9993483
1638543841.0148563,1.917650845919218,363391.0,189498.0,1.0,688.1000000000003,688.1079957
1638543845.0173926,1.9208462348521762,366630.0,190869.0,1.0,688.2000000000003,688.2210413
1638543849.0178702,1.922614203134456,368519.0,191676.0,1.0,688.3000000000003,688.3093044
1638543853.0202022,1.9236523526724532,370557.0,192632.0,1.0,688.4000000000003,688.4013445
