time,kappa_motors_m8,kappa_motors_m8_user_setpoint,kappa_motors_m8_sync,kappa_motors_m8_desc,kappa_motors_m8_homf,kappa_motors_m8_dval,TEY,D3,D4,MCP,mesh,scaler_time
1638730467.2329829,71.98414238179001,71.97914238179001,0,kth,0,218.71,13015.0,19.0,1.0,0.0,16433.0,0.2
1638730468.250833,71.99514238179,71.99914238179002,0,kth,0,218.69,12874.0,20.0,7.0,0.0,16422.0,0.2
1638730469.1932788,72.01914238179,72.01914238179,0,kth,0,218.67000000000002,12874.0,20.0,6.0,0.0,16429.0,0.2
1638730470.2291617,72.03914238179001,72.03914238179001,0,kth,0,218.65,12936.0,20.0,8.0,0.0,16445.0,0.2
1638730471.1511264,72.05814238179002,72.05914238179002,0,kth,0,218.63,12882.0,20.0,8.0,0.0,16422.0,0.2
1638730472.1523912,72.08114238179002,72.07914238179,0,kth,0,218.61,12854.0,20.0,11.0,0.0,16433.0,0.2
1638730473.14508,72.09614238179,72.09914238179002,0,kth,0,218.59,12938.0,20.0,7.0,0.0,16429.0,0.2
1638730474.031866,72.11714238179002,72.11914238179003,0,kth,0,218.57,12939.0,21.0,5.0,0.0,16429.0,0.2
1638730475.05022,72.13914238179001,72.13914238179001,0,kth,0,218.55,12907.0,20.0,7.0,0.0,16437.0,0.2
1638730476.1095288,72.15814238179001,72.15914238179002,0,kth,0,218.53,12794.0,21.0,12.0,0.0,16437.0,0.2
1638730477.0022888,72.18114238179001,72.17914238179003,0,kth,0,218.51,12806.0,19.0,7.0,0.0,16434.0,0.2
1638730477.8570447,72.19814238179,72.19914238179001,0,kth,0,218.49,12715.0,20.0,9.0,0.0,16427.0,0.2
1638730478.8251114,72.22214238179001,72.21914238179,0,kth,0,218.47000000000003,12765.0,19.0,11.0,0.0,16430.0,0.2
1638730479.8418534,72.23814238179003,72.23914238179003,0,kth,0,218.45,12692.0,20.0,12.0,0.0,16438.0,0.2
1638730480.6882734,72.25914238179001,72.25914238179001,0,kth,0,218.43,12676.0,19.0,13.0,0.0,16428.0,0.2
1638730481.7138476,72.27614238179001,72.27914238179,0,kth,0,218.41000000000003,12780.0,21.0,14.0,0.0,16439.0,0.2
1638730482.9404616,72.29714238179002,72.29914238179,0,kth,0,218.39000000000001,12730.0,19.0,12.0,0.0,16427.0,0.2
1638730483.8160515,72.31714238179,72.31914238179002,0,kth,0,218.37,12707.0,20.0,21.0,0.0,16428.0,0.2
1638730484.7484047,72.34014238179,72.33914238179,0,kth,0,218.35000000000002,12666.0,19.0,20.0,0.0,16422.0,0.2
1638730485.8291578,72.36114238179002,72.35914238179001,0,kth,0,218.33,12578.0,21.0,27.0,0.0,16434.0,0.2
1638730486.6940315,72.37914238179002,72.37914238179002,0,kth,0,218.31,12694.0,19.0,52.0,0.0,16430.0,0.2
1638730487.7338874,72.40214238179001,72.39914238179,0,kth,0,218.29000000000002,12689.0,21.0,136.0,0.0,16425.0,0.2
1638730488.601819,72.41814238179,72.41914238179001,0,kth,0,218.27,12529.0,20.0,240.0,0.0,16436.0,0.2
