time,TEYcalc,TEY,mesh,scaler_time,mono_energy_setpoint,mono_energy
1638516229.4757853,1.725227350845611,296137.0,171651.0,1.0,686.75,686.7442094
1638516233.5172935,1.7256740171363707,299489.0,173549.0,1.0,687.0,687.0211062
1638516237.4774277,1.7269732732084644,304082.0,176078.0,1.0,687.25,687.2375773
1638516241.4801025,1.7295889050671398,310034.0,179253.0,1.0,687.5,687.4770293
1638516245.4807055,1.7331389826067019,317466.0,183174.0,1.0,687.75,687.7552576
1638516249.482888,1.739505874129634,323522.0,185985.0,1.0,688.0,688.0084411
1638516253.487499,1.7451238616148474,328633.0,188315.0,1.0,688.25,688.2776105
1638516257.4874518,1.753603911466274,333553.0,190210.0,1.0,688.5,688.5100076
1638516261.492006,1.765001220139044,339941.0,192601.0,1.0,688.75,688.7524351
1638516265.4946797,1.785881269662634,349113.0,195485.0,1.0,689.0,688.9980607
1638516269.6957495,1.8181319317535354,361141.0,198633.0,1.0,689.25,689.2184744
1638516273.6957629,1.861249473397269,375535.0,201765.0,1.0,689.5,689.5174398
1638516277.7022774,1.9158998104839498,392246.0,204732.0,1.0,689.75,689.7495676
1638516281.7023287,1.9670741677833843,406608.0,206707.0,1.0,690.0,689.995607
1638516285.7017598,2.033340993527136,424708.0,208872.0,1.0,690.25,690.2770898
1638516289.703275,2.1137863249887503,446252.0,211115.0,1.0,690.5,690.4895931
1638516293.7068548,2.2307167681901414,477534.0,214072.0,1.0,690.75,690.7591584
1638516297.7074225,2.345058038907992,508092.0,216665.0,1.0,691.0,690.9911145
1638516301.7111473,2.440998500968886,534110.0,218808.0,1.0,691.25,691.2613052
1638516305.7146063,2.5135877669429108,556262.0,221302.0,1.0,691.5,691.5292004
1638516309.7173505,2.5794197996617667,575012.0,222923.0,1.0,691.75,691.7813511
1638516313.7170353,2.654180765805877,596129.0,224600.0,1.0,692.0,691.9802067
1638516317.720334,2.7561628987984825,625547.0,226963.0,1.0,692.25,692.2561963
1638516321.7219064,2.8585340962615353,655439.0,229292.0,1.0,692.5,692.4877988
1638516325.9251614,2.93112068368971,677722.0,231216.0,1.0,692.75,692.7672071
1638516329.924046,2.8991089763968962,674814.0,232766.0,1.0,693.0,693.0119753
1638516333.9256275,2.968715246291512,694050.0,233788.0,1.0,693.25,693.2602352
1638516337.9298286,2.9659999829637895,696399.0,234794.0,1.0,693.5,693.5151555
1638516341.9336436,2.928531179962124,691230.0,236033.0,1.0,693.75,693.7418584
1638516345.9337199,2.8887625113739763,685746.0,237384.0,1.0,694.0,694.0083918
1638516349.9344492,2.8493612595307796,679396.0,238438.0,1.0,694.25,694.2450812
1638516353.9395065,2.800532259344828,670327.0,239357.0,1.0,694.5,694.5028587
1638516357.9383748,2.769913790589049,664771.0,239997.0,1.0,694.75,694.7667385
1638516361.9436567,2.7464595952872264,660161.0,240368.0,1.0,695.0,695.0158985
1638516365.9436193,2.715695804980184,653706.0,240714.0,1.0,695.25,695.2500891
1638516369.9458456,2.6753462213244963,645034.0,241103.0,1.0,695.5,695.480634
1638516373.9474578,2.630137667319858,634860.0,241379.0,1.0,695.75,695.7578894
1638516377.949267,2.585166871658529,624248.0,241473.0,1.0,696.0,695.9859664
1638516382.1512246,2.5448712638345814,614393.0,241424.0,1.0,696.25,696.2582102
1638516386.1545565,2.5154988785751895,606766.0,241211.0,1.0,696.5,696.5131387
1638516390.1564536,2.483671800067264,598170.0,240841.0,1.0,696.75,696.7476559
1638516394.1625826,2.4435352290889716,587074.0,240256.0,1.0,697.0,696.9863317
1638516398.1634464,2.398948356807512,574848.0,239625.0,1.0,697.25,697.2485838
1638516402.163997,2.360263252704163,563409.0,238706.0,1.0,697.5,697.5122801
1638516406.164112,2.3320069320590906,554402.0,237736.0,1.0,697.75,697.7528611
1638516410.1636128,2.309495649235448,546750.0,236740.0,1.0,698.0,698.0156809
1638516414.166615,2.2914987135960394,540631.0,235929.0,1.0,698.25,698.2690178
1638516418.1711001,2.2725722640681014,533125.0,234591.0,1.0,698.5,698.4804585
1638516422.1715825,2.2523471962376203,524896.0,233044.0,1.0,698.75,698.7501591
1638516426.1718884,2.2362699585915955,517370.0,231354.0,1.0,699.0,698.9942901
1638516430.174833,2.2244997644924376,510060.0,229292.0,1.0,699.25,699.2497344
1638516434.1792808,2.217980593632423,504025.0,227245.0,1.0,699.5,699.5148607
1638516438.3817291,2.2125956684939885,499270.0,225649.0,1.0,699.75,699.7676587
1638516442.3880417,2.2083444950442,494625.0,223980.0,1.0,700.0,700.0224609
1638516446.3861442,2.205182991421784,489200.0,221841.0,1.0,700.25,700.2457653
1638516450.388345,2.199755315943723,481874.0,219058.0,1.0,700.5,700.4899349
1638516454.3920884,2.1983429761629254,474952.0,216050.0,1.0,700.75,700.7573282
1638516458.3937325,2.196273874888545,468004.0,213090.0,1.0,701.0,701.0124768
1638516462.3916807,2.1947161822850663,462385.0,210681.0,1.0,701.25,701.2549305
1638516466.3965878,2.194749850029994,457331.0,208375.0,1.0,701.5,701.5192693
1638516470.405006,2.194024851956121,452013.0,206020.0,1.0,701.75,701.7521515
1638516474.4024155,2.1938493110814026,444713.0,202709.0,1.0,702.0,701.9999661
1638516478.404143,2.1930908488629464,436958.0,199243.0,1.0,702.25,702.2464797
1638516482.4022067,2.1927705293115007,428395.0,195367.0,1.0,702.5,702.4935914
1638516486.4088264,2.1934828260146375,421991.0,192384.0,1.0,702.75,702.755078
1638516490.4082952,2.1952631745931024,415155.0,189114.0,1.0,703.0,703.0216514
1638516494.617223,2.1961423422041566,400897.0,182546.0,1.0,703.5,703.4912823
1638516498.6131089,2.198469510863945,382670.0,174062.0,1.0,704.0,703.9886851
1638516502.6171129,2.2018420277926305,366490.0,166447.0,1.0,704.5,704.5283463
1638516506.61843,2.2040941261720484,352838.0,160083.0,1.0,705.0,705.012195
1638516510.620464,2.2088229678931395,335518.0,151899.0,1.0,705.5,705.4897961
1638516514.6223383,2.2130931953078847,314693.0,142196.0,1.0,706.0,706.0047137
1638516518.6290708,2.2171291067856536,300370.0,135477.0,1.0,706.5,706.5285857
1638516522.6257951,2.220111419314235,285735.0,128703.0,1.0,707.0,706.9830667
1638516526.6312828,2.2255077308817386,266282.0,119650.0,1.0,707.5,707.4925591
1638516530.6375427,2.2289437487719046,249557.0,111962.0,1.0,708.0,708.0265363
1638516534.6399019,2.2343491457153393,236307.0,105761.0,1.0,708.5,708.4956038
1638516538.6459773,2.2401665231122596,218470.0,97524.0,1.0,709.0,708.9985573
1638516542.642307,2.2453347542767066,202262.0,90081.0,1.0,709.5,709.5163465
1638516546.6446497,2.2473592805823857,188931.0,84068.0,1.0,710.0,710.0186108
1638516550.84758,2.252754803080194,173773.0,77138.0,1.0,710.5,710.4974914
1638516554.8499973,2.2581416533819176,158648.0,70256.0,1.0,711.0,710.9908324
1638516558.85981,2.263764169560495,147980.0,65369.0,1.0,711.5,711.5401971
1638516562.859251,2.2646301128525606,136256.0,60167.0,1.0,712.0,711.9920274
1638516566.8550413,2.271210195843923,121537.0,53512.0,1.0,712.5,712.4814391
1638516570.8608837,2.278103707363264,110668.0,48579.0,1.0,713.0,713.0328321
1638516574.8595865,2.2832385353714897,102764.0,45008.0,1.0,713.5,713.5207084
1638516578.8624523,2.2885098831764186,92854.0,40574.0,1.0,714.0,713.9696337
1638516582.8630602,2.293751883200482,83738.0,36507.0,1.0,714.5,714.510061
1638516586.8664987,2.300169436104753,77380.0,33641.0,1.0,715.0,715.0300239
1638516590.8681502,2.299579434681968,70535.0,30673.0,1.0,715.5,715.4855675
1638516594.869543,2.310607718683884,63343.0,27414.0,1.0,716.0,715.9980966
1638516598.871825,2.319802217082702,58176.0,25078.0,1.0,716.5,716.5291867
1638516602.8731854,2.3208313528928834,53711.0,23143.0,1.0,717.0,716.9982179
1638516607.0775735,2.3298733453956766,48932.0,21002.0,1.0,717.5,717.4860091
1638516611.0794795,2.327937095282146,45297.0,19458.0,1.0,718.0,718.0182103
1638516615.080676,2.3316081935062103,42799.0,18356.0,1.0,718.5,718.5336384
1638516619.0870075,2.330996202161846,39895.0,17115.0,1.0,719.0,718.9848914
1638516623.084337,2.3417919799498748,37375.0,15960.0,1.0,719.5,719.4812737
1638516627.08751,2.33923284426607,35554.0,15199.0,1.0,720.0,720.0381327
