time,TEYcalc,TEY,mesh,scaler_time,mono_energy_setpoint,mono_energy
1638516032.7247076,1.7441486219469964,85622.0,49091.0,1.0,665.0,664.9763959
1638516036.577156,1.7339305577625934,87293.0,50344.0,1.0,665.5,665.5171043
1638516040.581596,1.730456764632099,89674.0,51821.0,1.0,666.0,665.9806157
1638516044.5812557,1.7274423337856173,91665.0,53064.0,1.0,666.5,666.5066044
1638516048.786202,1.7296959906006755,94220.0,54472.0,1.0,667.0,666.9859848
1638516052.7844243,1.7298013952164009,97201.0,56192.0,1.0,667.5,667.492227
1638516056.786412,1.7289054086914233,99540.0,57574.0,1.0,668.0,668.0058024
1638516060.788828,1.7315681660431022,102282.0,59069.0,1.0,668.5,668.5041443
1638516064.79704,1.7318749284159891,105847.0,61117.0,1.0,669.0,668.9869024
1638516068.8036227,1.7308472086971791,108422.0,62641.0,1.0,669.5,669.5293411
1638516072.7961822,1.7298339264531435,110827.0,64068.0,1.0,670.0,670.0188154
1638516076.8012154,1.7334050515916908,114403.0,65999.0,1.0,670.5,670.4802491
1638516080.8004968,1.7322079416842509,117390.0,67769.0,1.0,671.0,671.0020193
1638516084.8031385,1.733531379787725,120210.0,69344.0,1.0,671.5,671.5055313
1638516088.802787,1.7338242513500246,123613.0,71295.0,1.0,672.0,671.9757818
1638516092.807658,1.7345689997399076,126712.0,73051.0,1.0,672.5,672.5141445
1638516096.8075075,1.7346300380990576,129759.0,74805.0,1.0,673.0,672.9989748
1638516100.809005,1.737987012987013,133825.0,77000.0,1.0,673.5,673.4911504
1638516105.0107667,1.7390935668813992,137411.0,79013.0,1.0,674.0,674.007275
1638516109.0142794,1.7394476096110973,140443.0,80740.0,1.0,674.5,674.5079044
1638516113.0164776,1.7402195632809303,144567.0,83074.0,1.0,675.0,674.9726834
1638516117.0188134,1.7399032775559433,148586.0,85399.0,1.0,675.5,675.5180924
1638516121.0222378,1.7387513480026615,151560.0,87166.0,1.0,676.0,676.0093749
1638516125.021594,1.7388535031847134,156702.0,90118.0,1.0,676.5,676.4688499
1638516129.0230644,1.7389215507142013,161791.0,93041.0,1.0,677.0,676.9900254
1638516133.0246356,1.7365542961302354,165768.0,95458.0,1.0,677.5,677.5077395
1638516137.027458,1.736673252805899,170517.0,98186.0,1.0,678.0,677.9863743
1638516141.0301082,1.7343946086423778,175519.0,101199.0,1.0,678.5,678.5035607
1638516145.0356934,1.7325193160715489,180059.0,103929.0,1.0,679.0,679.0055641
1638516149.0328448,1.729888382857996,185361.0,107152.0,1.0,679.5,679.4932636
1638516153.0346417,1.729326563190505,191746.0,110879.0,1.0,680.0,679.9969592
1638516157.0388923,1.7249488842282616,196570.0,113957.0,1.0,680.5,680.5229804
1638516161.2395246,1.7248578626629898,202657.0,117492.0,1.0,681.0,680.9880876
1638516165.2431905,1.7247124741964022,210546.0,122076.0,1.0,681.5,681.4929306
1638516169.2440176,1.7224970965843105,216542.0,125714.0,1.0,682.0,682.0161106
1638516173.2439735,1.7230442992910875,222638.0,129212.0,1.0,682.5,682.5031708
1638516177.248393,1.723628251234835,231011.0,134026.0,1.0,683.0,682.9853061
1638516181.2490528,1.7224665157653436,238944.0,138722.0,1.0,683.5,683.5149025
1638516185.2512994,1.7219028105900636,247081.0,143493.0,1.0,684.0,684.0178532
1638516189.254409,1.7246074448226638,251296.0,145712.0,1.0,684.25,684.2317488
1638516193.2543197,1.7236971352449642,256200.0,148634.0,1.0,684.5,684.4839847
1638516197.2590826,1.7244894583992114,260679.0,151163.0,1.0,684.75,684.7540168
1638516201.2622156,1.7240974617435925,264430.0,153373.0,1.0,685.0,684.9993591
1638516205.262018,1.7237163027459763,267850.0,155391.0,1.0,685.25,685.266142
1638516209.262344,1.7238956459979453,271848.0,157694.0,1.0,685.5,685.5041207
1638516213.465356,1.7245171339563863,276785.0,160500.0,1.0,685.75,685.7251005
1638516217.4671197,1.7232577010133796,282454.0,163907.0,1.0,686.0,685.9923111
1638516221.4725475,1.7233198977055622,287741.0,166969.0,1.0,686.25,686.229468
1638516225.471082,1.7250489583087558,292451.0,169532.0,1.0,686.5,686.5272283
