time,kappa_motors_m8,kappa_motors_m8_user_setpoint,kappa_motors_m8_sync,kappa_motors_m8_desc,kappa_motors_m8_homf,kappa_motors_m8_dval,kappa_motors_m9,kappa_motors_m9_user_setpoint,kappa_motors_m9_sync,kappa_motors_m9_desc,kappa_motors_m9_homf,kappa_motors_m9_dval,TEY,D3,D4,MCP,mesh,scaler_time,kappa_motors_m2,kappa_motors_m2_user_setpoint,kappa_motors_m2_sync,kappa_motors_m2_desc,kappa_motors_m2_homf,kappa_motors_m2_dval,D4calc
1638665373.5747645,65.71914238179002,65.71784939933389,0,kth,0,224.97129298245613,16.0,16.0,0,tth,0,-16.0,9390.0,9.0,25896.0,0.0,15803.0,0.1,-2600.011,-2600.0,0,x,0,-2600.0,1.638676200721382
1638665374.8392184,65.76514238179001,65.76784939933387,0,kth,0,224.92129298245615,16.1,16.1,0,tth,0,-16.1,9071.0,8.0,34928.0,0.0,15820.0,0.1,-2605.0170000000003,-2605.0125,0,x,0,-2605.0125,2.2078381795195954
1638665376.0369122,65.81714238179,65.81784939933385,0,kth,0,224.87129298245617,16.2,16.2,0,tth,0,-16.2,8890.0,9.0,25583.0,0.0,15799.0,0.1,-2610.0190000000002,-2610.025,0,x,0,-2610.025,1.6192797012469144
1638665377.2881298,65.86614238179001,65.86784939933386,0,kth,0,224.82129298245616,16.3,16.3,0,tth,0,-16.3,8880.0,9.0,21368.0,0.0,15825.0,0.1,-2615.025,-2615.0375,0,x,0,-2615.0375,1.3502685624012638
1638665378.6515107,65.91714238179003,65.91784939933387,0,kth,0,224.77129298245615,16.4,16.4,0,tth,0,-16.4,8763.0,8.0,15496.0,0.0,15778.0,0.1,-2620.023,-2620.05,0,x,0,-2620.05,0.9821270122956015
1638665379.8542078,65.96814238179002,65.96784939933389,0,kth,0,224.72129298245613,16.5,16.5,0,tth,0,-16.5,8723.0,8.0,10036.0,0.0,15801.0,0.1,-2625.026,-2625.0625,0,x,0,-2625.0625,0.6351496740712613
1638665381.0201097,66.01614238179002,66.01784939933387,0,kth,0,224.67129298245615,16.6,16.6,0,tth,0,-16.6,8714.0,8.0,7903.0,0.0,15815.0,0.1,-2630.087,-2630.075,0,x,0,-2630.075,0.4997154600063231
1638665382.2476752,66.06914238179002,66.06784939933385,0,kth,0,224.62129298245617,16.7,16.7,0,tth,0,-16.7,8589.0,9.0,4224.0,0.0,15814.0,0.1,-2635.0570000000002,-2635.0875,0,x,0,-2635.0875,0.26710509674971544
1638665383.5077333,66.11414238179,66.11784939933386,0,kth,0,224.57129298245616,16.8,16.8,0,tth,0,-16.8,8454.0,9.0,4738.0,0.0,15798.0,0.1,-2640.068,-2640.1,0,x,0,-2640.1,0.2999113811874921
1638665384.7054973,66.16814238179,66.16784939933387,0,kth,0,224.52129298245615,16.9,16.9,0,tth,0,-16.9,8488.0,8.0,5668.0,0.0,15805.0,0.1,-2645.0660000000003,-2645.1125,0,x,0,-2645.1125,0.3586206896551724
1638665386.0065548,66.21814238179002,66.21784939933389,0,kth,0,224.47129298245613,17.0,17.0,0,tth,0,-17.0,8396.0,9.0,8049.0,0.0,15829.0,0.1,-2650.09,-2650.125,0,x,0,-2650.125,0.5084970623539073
1638665387.268485,66.26514238179001,66.26784939933387,0,kth,0,224.42129298245615,17.1,17.1,0,tth,0,-17.1,8230.0,10.0,11662.0,0.0,15826.0,0.1,-2655.113,-2655.1375,0,x,0,-2655.1375,0.7368886642234298
1638665388.50135,66.31914238179002,66.31784939933385,0,kth,0,224.37129298245617,17.2,17.2,0,tth,0,-17.2,8272.0,10.0,14018.0,0.0,15818.0,0.1,-2660.073,-2660.15,0,x,0,-2660.15,0.8862055885699835
1638665389.721574,66.36514238179001,66.36784939933386,0,kth,0,224.32129298245616,17.3,17.3,0,tth,0,-17.3,8237.0,10.0,19541.0,0.0,15813.0,0.1,-2665.166,-2665.1625,0,x,0,-2665.1625,1.2357553911338772
1638665390.9965565,66.41314238179001,66.41784939933387,0,kth,0,224.27129298245615,17.400000000000002,17.4,0,tth,0,-17.4,8257.0,9.0,21764.0,0.0,15805.0,0.1,-2670.1710000000003,-2670.175,0,x,0,-2670.175,1.3770325846251186
1638665392.3958397,66.47214238179001,66.46784939933389,0,kth,0,224.22129298245613,17.5,17.5,0,tth,0,-17.5,8225.0,9.0,15296.0,0.0,15812.0,0.1,-2675.181,-2675.1875,0,x,0,-2675.1875,0.9673665570452821
1638665393.579869,66.51314238179,66.51784939933387,0,kth,0,224.17129298245615,17.6,17.6,0,tth,0,-17.6,7981.0,10.0,23146.0,0.0,15813.0,0.1,-2680.17,-2680.2,0,x,0,-2680.2,1.463732372098906
1638665394.8051362,66.56914238179002,66.56784939933385,0,kth,0,224.12129298245617,17.7,17.7,0,tth,0,-17.7,7981.0,9.0,14040.0,0.0,15803.0,0.1,-2685.165,-2685.2125,0,x,0,-2685.2125,0.8884389040055686
1638665396.0428655,66.62214238179001,66.61784939933386,0,kth,0,224.07129298245616,17.8,17.8,0,tth,0,-17.8,7961.0,10.0,10169.0,0.0,15799.0,0.1,-2690.225,-2690.225,0,x,0,-2690.225,0.6436483321729224
1638665397.226824,66.67014238179001,66.66784939933387,0,kth,0,224.02129298245615,17.900000000000002,17.9,0,tth,0,-17.9,7926.0,9.0,8962.0,0.0,15812.0,0.1,-2695.219,-2695.2375,0,x,0,-2695.2375,0.5667847204654692
