time,D4calc,kappa_motors_m8,kappa_motors_m8_user_setpoint,kappa_motors_m8_sync,kappa_motors_m8_desc,kappa_motors_m8_homf,kappa_motors_m8_dval,TEY,D3,D4,MCP,mesh,scaler_time,kappa_motors_m9,kappa_motors_m9_user_setpoint,kappa_motors_m9_sync,kappa_motors_m9_desc,kappa_motors_m9_homf,kappa_motors_m9_dval
1638573627.6371722,1.7807771187849897,58.32214238179,58.32239670795883,0,kth,0,232.3667456738312,6474.0,9.0,32127.0,0.0,18041.0,0.1,2.0,2.0,0,tth,0,-2.0
1638573628.893601,1.834395963852082,58.37114238179001,58.37239670795881,0,kth,0,232.3167456738312,6391.0,9.0,33087.0,0.0,18037.0,0.1,2.1,2.1,0,tth,0,-2.1
1638573629.530781,1.895542248835662,58.41914238179001,58.422396707958825,0,kth,0,232.2667456738312,6431.0,9.0,34188.0,0.0,18036.0,0.1,2.2,2.2,0,tth,0,-2.2
1638573630.2155566,1.9569773243887565,58.47214238179001,58.47239670795881,0,kth,0,232.2167456738312,6678.0,8.0,35298.0,0.0,18037.0,0.1,2.3000000000000003,2.3,0,tth,0,-2.3
1638573630.8534915,2.0125915242955403,58.51814238179003,58.52239670795882,0,kth,0,232.1667456738312,7105.0,9.0,36283.0,0.0,18028.0,0.1,2.4,2.4,0,tth,0,-2.4
1638573631.562078,2.0707317073170732,58.577142381790026,58.57239670795883,0,kth,0,232.1167456738312,7473.0,9.0,37356.0,0.0,18040.0,0.1,2.5,2.5,0,tth,0,-2.5
1638573632.224101,2.1048431785437214,58.62514238179003,58.62239670795881,0,kth,0,232.0667456738312,7796.0,9.0,37984.0,0.0,18046.0,0.1,2.6,2.6,0,tth,0,-2.6
1638573632.8593442,2.1245289292839726,58.674142381790006,58.672396707958825,0,kth,0,232.0167456738312,8093.0,8.0,38335.0,0.0,18044.0,0.1,2.7,2.7,0,tth,0,-2.7
1638573633.6101696,2.1411856041701327,58.71814238179002,58.72239670795881,0,kth,0,231.9667456738312,8328.0,8.0,38612.0,0.0,18033.0,0.1,2.8000000000000003,2.8,0,tth,0,-2.8
1638573634.672609,2.152472832113551,58.777142381790014,58.77239670795882,0,kth,0,231.9167456738312,8638.0,9.0,38822.0,0.0,18036.0,0.1,2.9,2.9,0,tth,0,-2.9
1638573635.4189656,2.149667405764967,58.82014238179002,58.82239670795883,0,kth,0,231.8667456738312,8787.0,9.0,38780.0,0.0,18040.0,0.1,3.0,3.0,0,tth,0,-3.0
1638573636.0870879,2.1527839396628217,58.86814238179002,58.87239670795881,0,kth,0,231.8167456738312,9190.0,9.0,38819.0,0.0,18032.0,0.1,3.1,3.1,0,tth,0,-3.1
1638573636.7836518,2.157748821735514,58.91914238179001,58.922396707958825,0,kth,0,231.7667456738312,9544.0,9.0,38915.0,0.0,18035.0,0.1,3.2,3.2,0,tth,0,-3.2
1638573637.4192433,2.1616945769102807,58.970142381790026,58.97239670795881,0,kth,0,231.7167456738312,9822.0,9.0,38984.0,0.0,18034.0,0.1,3.3000000000000003,3.3,0,tth,0,-3.3
1638573638.0865767,2.1887514559875756,59.025142381790005,59.02239670795882,0,kth,0,231.6667456738312,10279.0,9.0,39461.0,0.0,18029.0,0.1,3.4,3.4000000000000004,0,tth,0,-3.4000000000000004
1638573638.8690753,2.146095438674278,59.069142381790016,59.07239670795883,0,kth,0,231.6167456738312,10625.0,8.0,38722.0,0.0,18043.0,0.1,3.5,3.5,0,tth,0,-3.5
1638573639.5353765,2.1384188626907075,59.11914238179003,59.12239670795881,0,kth,0,231.5667456738312,11035.0,9.0,38545.0,0.0,18025.0,0.1,3.6,3.6,0,tth,0,-3.6
1638573640.1684232,2.1454394233434986,59.170142381790015,59.172396707958825,0,kth,0,231.5167456738312,11525.0,9.0,38693.0,0.0,18035.0,0.1,3.7,3.7,0,tth,0,-3.7
1638573640.8081167,2.152592181868589,59.22414238179002,59.22239670795881,0,kth,0,231.4667456738312,12062.0,9.0,38822.0,0.0,18035.0,0.1,3.8000000000000003,3.8,0,tth,0,-3.8
1638573641.4695928,2.103197513045409,59.271142381790014,59.27239670795882,0,kth,0,231.4167456738312,12291.0,9.0,37887.0,0.0,18014.0,0.1,3.9,3.9000000000000004,0,tth,0,-3.9000000000000004
1638573642.2733939,2.093680709534368,59.327142381790026,59.32239670795883,0,kth,0,231.3667456738312,12719.0,9.0,37770.0,0.0,18040.0,0.1,4.0,4.0,0,tth,0,-4.0
1638573642.902299,1.9700565598314295,59.370142381790004,59.37239670795881,0,kth,0,231.3167456738312,12908.0,9.0,35528.0,0.0,18034.0,0.1,4.1,4.1,0,tth,0,-4.1
1638573643.5860405,1.9561121578189071,59.42714238179002,59.422396707958825,0,kth,0,231.2667456738312,13155.0,9.0,35300.0,0.0,18046.0,0.1,4.2,4.2,0,tth,0,-4.2
