time,kappa_motors_m2,kappa_motors_m2_user_setpoint,kappa_motors_m2_sync,kappa_motors_m2_desc,kappa_motors_m2_homf,kappa_motors_m2_dval,D4calc,kappa_motors_m8,kappa_motors_m8_user_setpoint,kappa_motors_m8_sync,kappa_motors_m8_desc,kappa_motors_m8_homf,kappa_motors_m8_dval,kappa_motors_m9,kappa_motors_m9_user_setpoint,kappa_motors_m9_sync,kappa_motors_m9_desc,kappa_motors_m9_homf,kappa_motors_m9_dval,TEY,D3,D4,MCP,mesh,scaler_time
1638738550.3289468,-200.08,-200.0,0,x,0,-200.0,0.06499954861424573,66.47714238179,66.47709960277629,0,kth,0,224.21204277901373,18.0,18.0,0,tth,0,-18.0,22711.0,11.0,720.0,0.0,11077.0,0.1
1638738551.64013,-204.987,-205.01190476190476,0,x,0,-205.01190476190476,0.0638086642599278,66.52514238179,66.52709960277627,0,kth,0,224.16204277901375,18.1,18.1,0,tth,0,-18.1,22391.0,10.0,707.0,0.0,11080.0,0.1
1638738552.8717957,-209.99,-210.02380952380952,0,x,0,-210.02380952380952,0.0636568848758465,66.58114238179002,66.57709960277629,0,kth,0,224.11204277901373,18.2,18.2,0,tth,0,-18.2,22345.0,9.0,705.0,0.0,11075.0,0.1
1638738554.1310284,-215.022,-215.03571428571428,0,x,0,-215.03571428571428,0.06269762399494083,66.62914238179002,66.6270996027763,0,kth,0,224.06204277901372,18.3,18.3,0,tth,0,-18.3,22349.0,10.0,694.0,0.0,11069.0,0.1
1638738555.3223004,-220.034,-220.04761904761904,0,x,0,-220.04761904761904,0.06141618497109826,66.68114238179001,66.67709960277631,0,kth,0,224.0120427790137,18.400000000000002,18.4,0,tth,0,-18.4,22181.0,10.0,680.0,0.0,11072.0,0.1
1638738556.5288594,-225.043,-225.0595238095238,0,x,0,-225.0595238095238,0.059716324871262084,66.72414238179002,66.72709960277629,0,kth,0,223.96204277901373,18.5,18.5,0,tth,0,-18.5,22205.0,10.0,661.0,0.0,11069.0,0.1
1638738557.7275271,-230.04,-230.07142857142856,0,x,0,-230.07142857142856,0.05840931660196804,66.77714238179001,66.77709960277627,0,kth,0,223.91204277901375,18.6,18.6,0,tth,0,-18.6,22147.0,10.0,647.0,0.0,11077.0,0.1
1638738558.9174893,-235.103,-235.08333333333334,0,x,0,-235.08333333333334,0.056624221078298564,66.82714238179003,66.82709960277629,0,kth,0,223.86204277901373,18.7,18.7,0,tth,0,-18.7,21989.0,10.0,627.0,0.0,11073.0,0.1
1638738560.3657582,-240.06,-240.0952380952381,0,x,0,-240.0952380952381,0.054768564468104304,66.87514238179003,66.8770996027763,0,kth,0,223.81204277901372,18.8,18.8,0,tth,0,-18.8,21958.0,10.0,607.0,0.0,11083.0,0.1
1638738561.5788386,-245.135,-245.10714285714286,0,x,0,-245.10714285714286,0.05303030303030303,66.92414238179,66.92709960277631,0,kth,0,223.7620427790137,18.900000000000002,18.9,0,tth,0,-18.9,21963.0,10.0,588.0,0.0,11088.0,0.1
1638738562.789285,-250.139,-250.11904761904762,0,x,0,-250.11904761904762,0.051766193874785434,66.97414238179002,66.97709960277629,0,kth,0,223.71204277901373,19.0,19.0,0,tth,0,-19.0,21868.0,9.0,573.0,0.0,11069.0,0.1
1638738564.0185175,-255.104,-255.13095238095238,0,x,0,-255.13095238095238,0.05078619193927345,67.02814238179002,67.02709960277627,0,kth,0,223.66204277901375,19.1,19.1,0,tth,0,-19.1,21662.0,9.0,562.0,0.0,11066.0,0.1
1638738565.2586439,-260.147,-260.1428571428571,0,x,0,-260.1428571428571,0.04976517341040462,67.07614238179002,67.07709960277629,0,kth,0,223.61204277901373,19.2,19.2,0,tth,0,-19.2,21702.0,10.0,551.0,0.0,11072.0,0.1
1638738566.5972955,-265.13800000000003,-265.1547619047619,0,x,0,-265.1547619047619,0.04878048780487805,67.12214238179001,67.1270996027763,0,kth,0,223.56204277901372,19.3,19.3,0,tth,0,-19.3,21684.0,10.0,540.0,0.0,11070.0,0.1
1638738567.8285258,-270.157,-270.1666666666667,0,x,0,-270.1666666666667,0.04897000361402241,67.17614238179002,67.17709960277631,0,kth,0,223.5120427790137,19.400000000000002,19.4,0,tth,0,-19.4,21493.0,11.0,542.0,0.0,11068.0,0.1
1638738569.1192176,-275.164,-275.17857142857144,0,x,0,-275.17857142857144,0.04828955681920751,67.22614238179003,67.22709960277629,0,kth,0,223.46204277901373,19.5,19.5,0,tth,0,-19.5,21492.0,10.0,535.0,0.0,11079.0,0.1
1638738570.5022821,-280.121,-280.1904761904762,0,x,0,-280.1904761904762,0.04747264671308436,67.28114238179,67.27709960277627,0,kth,0,223.41204277901375,19.6,19.6,0,tth,0,-19.6,21321.0,10.0,525.0,0.0,11059.0,0.1
1638738571.742606,-285.202,-285.20238095238096,0,x,0,-285.20238095238096,0.04584837545126354,67.32414238179001,67.32709960277629,0,kth,0,223.36204277901373,19.7,19.7,0,tth,0,-19.7,21265.0,10.0,508.0,0.0,11080.0,0.1
1638738572.9815211,-290.236,-290.2142857142857,0,x,0,-290.2142857142857,0.04507271249209647,67.38014238179002,67.3770996027763,0,kth,0,223.31204277901372,19.8,19.8,0,tth,0,-19.8,21124.0,10.0,499.0,0.0,11071.0,0.1
1638738574.3260076,-295.21,-295.2261904761905,0,x,0,-295.2261904761905,0.04398085433035311,67.43114238179001,67.42709960277631,0,kth,0,223.2620427790137,19.900000000000002,19.9,0,tth,0,-19.9,21081.0,10.0,487.0,0.0,11073.0,0.1
1638738575.5098953,-300.195,-300.23809523809524,0,x,0,-300.23809523809524,0.04209575429087624,67.47414238179002,67.47709960277629,0,kth,0,223.21204277901373,20.0,20.0,0,tth,0,-20.0,20950.0,10.0,466.0,0.0,11070.0,0.1
1638738576.781913,-305.212,-305.25,0,x,0,-305.25,0.04213381555153707,67.53014238179003,67.52709960277627,0,kth,0,223.16204277901375,20.1,20.1,0,tth,0,-20.1,20930.0,9.0,466.0,0.0,11060.0,0.1
1638738577.9718351,-310.297,-310.26190476190476,0,x,0,-310.26190476190476,0.04078864068011215,67.57314238179,67.57709960277629,0,kth,0,223.11204277901373,20.2,20.2,0,tth,0,-20.2,20926.0,10.0,451.0,0.0,11057.0,0.1
1638738579.2170691,-315.301,-315.2738095238095,0,x,0,-315.2738095238095,0.04034373586612393,67.62714238179001,67.6270996027763,0,kth,0,223.06204277901372,20.3,20.3,0,tth,0,-20.3,20653.0,10.0,446.0,0.0,11055.0,0.1
1638738580.4182756,-320.26800000000003,-320.2857142857143,0,x,0,-320.2857142857143,0.03981540132114741,67.67714238179002,67.67709960277631,0,kth,0,223.0120427790137,20.400000000000002,20.4,0,tth,0,-20.4,20609.0,9.0,440.0,0.0,11051.0,0.1
1638738581.648547,-325.278,-325.29761904761904,0,x,0,-325.29761904761904,0.03951532688308165,67.72714238179,67.72709960277629,0,kth,0,222.96204277901373,20.5,20.5,0,tth,0,-20.5,20538.0,10.0,437.0,0.0,11059.0,0.1
1638738582.896324,-330.324,-330.3095238095238,0,x,0,-330.3095238095238,0.038663053297199636,67.77614238179001,67.77709960277627,0,kth,0,222.91204277901375,20.6,20.6,0,tth,0,-20.6,20470.0,10.0,428.0,0.0,11070.0,0.1
1638738584.246093,-335.32,-335.32142857142856,0,x,0,-335.32142857142856,0.037967817754474775,67.83014238179001,67.82709960277629,0,kth,0,222.86204277901373,20.7,20.7,0,tth,0,-20.7,20257.0,10.0,420.0,0.0,11062.0,0.1
1638738585.566807,-340.332,-340.33333333333337,0,x,0,-340.33333333333337,0.036990141991498596,67.88114238179003,67.8770996027763,0,kth,0,222.81204277901372,20.8,20.8,0,tth,0,-20.8,20345.0,11.0,409.0,0.0,11057.0,0.1
1638738586.8776157,-345.331,-345.3452380952381,0,x,0,-345.3452380952381,0.03567557803468208,67.92414238179,67.92709960277631,0,kth,0,222.7620427790137,20.900000000000002,20.9,0,tth,0,-20.9,20194.0,10.0,395.0,0.0,11072.0,0.1
1638738588.144192,-350.333,-350.3571428571429,0,x,0,-350.3571428571429,0.03508771929824561,67.98114238179002,67.97709960277629,0,kth,0,222.71204277901373,21.0,21.0,0,tth,0,-21.0,20180.0,10.0,388.0,0.0,11058.0,0.1
1638738589.358717,-355.348,-355.3690476190476,0,x,0,-355.3690476190476,0.03429342934293429,68.02514238179,68.02709960277627,0,kth,0,222.66204277901375,21.1,21.1,0,tth,0,-21.1,20092.0,11.0,381.0,0.0,11110.0,0.1
1638738590.5988517,-360.355,-360.3809523809524,0,x,0,-360.3809523809524,0.033805102316776345,68.07414238179001,68.07709960277629,0,kth,0,222.61204277901373,21.2,21.2,0,tth,0,-21.2,20014.0,10.0,375.0,0.0,11093.0,0.1
1638738591.8751674,-365.375,-365.3928571428571,0,x,0,-365.3928571428571,0.03349540788762831,68.12314238179002,68.1270996027763,0,kth,0,222.56204277901372,21.3,21.3,0,tth,0,-21.3,19904.0,10.0,372.0,0.0,11106.0,0.1
1638738593.100486,-370.404,-370.4047619047619,0,x,0,-370.4047619047619,0.03332129311901752,68.17814238179002,68.17709960277631,0,kth,0,222.5120427790137,21.400000000000002,21.4,0,tth,0,-21.4,19742.0,10.0,369.0,0.0,11074.0,0.1
1638738594.4015255,-375.447,-375.41666666666663,0,x,0,-375.41666666666663,0.03264790764790765,68.22314238179001,68.22709960277629,0,kth,0,222.46204277901373,21.5,21.5,0,tth,0,-21.5,19653.0,10.0,362.0,0.0,11088.0,0.1
1638738595.6780605,-380.38,-380.42857142857144,0,x,0,-380.42857142857144,0.03288880879437737,68.28014238179003,68.27709960277627,0,kth,0,222.41204277901375,21.6,21.6,0,tth,0,-21.6,19588.0,10.0,365.0,0.0,11098.0,0.1
1638738596.9632375,-385.427,-385.44047619047615,0,x,0,-385.44047619047615,0.03210967800126274,68.32214238179,68.32709960277629,0,kth,0,222.36204277901373,21.7,21.7,0,tth,0,-21.7,19540.0,9.0,356.0,0.0,11087.0,0.1
1638738598.2212703,-390.414,-390.45238095238096,0,x,0,-390.45238095238096,0.0315884476534296,68.37814238179001,68.3770996027763,0,kth,0,222.31204277901372,21.8,21.8,0,tth,0,-21.8,19410.0,9.0,350.0,0.0,11080.0,0.1
1638738599.4295998,-395.439,-395.4642857142857,0,x,0,-395.4642857142857,0.030748422001803426,68.42714238179002,68.42709960277631,0,kth,0,222.2620427790137,21.900000000000002,21.9,0,tth,0,-21.9,19410.0,11.0,341.0,0.0,11090.0,0.1
1638738600.7494056,-400.455,-400.4761904761905,0,x,0,-400.4761904761905,0.03017746148995586,68.48114238179002,68.47709960277629,0,kth,0,222.21204277901373,22.0,22.0,0,tth,0,-22.0,19410.0,9.0,335.0,0.0,11101.0,0.1
1638738601.9567225,-405.446,-405.48809523809524,0,x,0,-405.48809523809524,0.029403806259583297,68.52714238179001,68.52709960277627,0,kth,0,222.16204277901375,22.1,22.1,0,tth,0,-22.1,19247.0,11.0,326.0,0.0,11087.0,0.1
1638738603.1918697,-410.533,-410.5,0,x,0,-410.5,0.02882623187100261,68.58014238179001,68.57709960277629,0,kth,0,222.11204277901373,22.2,22.2,0,tth,0,-22.2,19166.0,9.0,320.0,0.0,11101.0,0.1
1638738604.5157576,-415.535,-415.51190476190476,0,x,0,-415.51190476190476,0.028478731074260993,68.62614238179,68.6270996027763,0,kth,0,222.06204277901372,22.3,22.3,0,tth,0,-22.3,19017.0,9.0,316.0,0.0,11096.0,0.1
1638738605.76342,-420.452,-420.5238095238095,0,x,0,-420.5238095238095,0.028058462648863226,68.67814238179002,68.67709960277631,0,kth,0,222.0120427790137,22.400000000000002,22.4,0,tth,0,-22.4,19005.0,10.0,311.0,0.0,11084.0,0.1
