time,kappa_motors_m8,kappa_motors_m8_user_setpoint,kappa_motors_m8_sync,kappa_motors_m8_desc,kappa_motors_m8_homf,kappa_motors_m8_dval,kappa_motors_m9,kappa_motors_m9_user_setpoint,kappa_motors_m9_sync,kappa_motors_m9_desc,kappa_motors_m9_homf,kappa_motors_m9_dval,TEY,D3,D4,MCP,mesh,scaler_time,kappa_motors_m2,kappa_motors_m2_user_setpoint,kappa_motors_m2_sync,kappa_motors_m2_desc,kappa_motors_m2_homf,kappa_motors_m2_dval,D4calc
1638668604.5806644,58.71814238179002,58.717849399333886,0,kth,0,231.97129298245613,2.0,2.0,0,tth,0,-2.0,36010.0,9.0,34427.0,0.0,44806.0,0.1,5199.995,5200.0,0,x,0,5200.0,0.7683569164843994
1638668605.9188306,58.76414238179001,58.76784939933387,0,kth,0,231.92129298245615,2.1,2.1,0,tth,0,-2.1,31150.0,9.0,34660.0,0.0,44814.0,0.1,5205.009,5205.027777777777,0,x,0,5205.027777777777,0.7734190208417012
1638668607.135788,58.81814238179001,58.81784939933388,0,kth,0,231.87129298245614,2.2,2.2,0,tth,0,-2.2,32635.0,9.0,32448.0,0.0,44821.0,0.1,5210.051,5210.055555555556,0,x,0,5210.055555555556,0.7239463644273889
1638668608.3293006,58.86714238179002,58.86784939933386,0,kth,0,231.82129298245616,2.3000000000000003,2.3,0,tth,0,-2.3,33882.0,9.0,31688.0,0.0,44817.0,0.1,5215.075,5215.083333333333,0,x,0,5215.083333333333,0.7070531271615682
1638668609.659201,58.91714238179003,58.917849399333875,0,kth,0,231.77129298245615,2.4,2.4,0,tth,0,-2.4,34935.0,9.0,30514.0,0.0,44898.0,0.1,5220.092000000001,5220.111111111111,0,x,0,5220.111111111111,0.6796293821551072
1638668610.9242887,58.96514238179,58.967849399333886,0,kth,0,231.72129298245613,2.5,2.5,0,tth,0,-2.5,36009.0,9.0,30109.0,0.0,44822.0,0.1,5225.118,5225.138888888889,0,x,0,5225.138888888889,0.6717460175806523
1638668612.1194582,59.01614238179002,59.01784939933387,0,kth,0,231.67129298245615,2.6,2.6,0,tth,0,-2.6,37053.0,9.0,28839.0,0.0,44789.0,0.1,5230.106,5230.166666666667,0,x,0,5230.166666666667,0.6438857755252406
1638668613.4069743,59.07014238179002,59.06784939933388,0,kth,0,231.62129298245614,2.7,2.7,0,tth,0,-2.7,38083.0,9.0,26648.0,0.0,44774.0,0.1,5235.143,5235.194444444444,0,x,0,5235.194444444444,0.5951668378969938
1638668614.8138816,59.11414238179,59.11784939933386,0,kth,0,231.57129298245616,2.8000000000000003,2.8,0,tth,0,-2.8,38948.0,8.0,27902.0,0.0,44749.0,0.1,5240.147,5240.222222222223,0,x,0,5240.222222222223,0.6235223133477843
1638668616.076124,59.16514238179002,59.167849399333875,0,kth,0,231.52129298245615,2.9,2.9,0,tth,0,-2.9,39915.0,8.0,26585.0,0.0,44769.0,0.1,5245.241,5245.25,0,x,0,5245.25,0.5938260850141839
