time,kappa_motors_m4,kappa_motors_m4_user_setpoint,kappa_motors_m4_sync,kappa_motors_m4_desc,kappa_motors_m4_homf,kappa_motors_m4_dval,TEY,D3,D4,MCP,mesh,scaler_time
1638729120.4596453,-999.941,-999.935,0,z,0,-999.935,178.0,62493.0,13.0,0.0,16569.0,0.2
1638729121.3217645,-969.929,-969.935,0,z,0,-969.935,176.0,62414.0,10.0,0.0,16559.0,0.2
1638729122.1696906,-939.946,-939.935,0,z,0,-939.935,186.0,62334.0,25.0,0.0,16543.0,0.2
1638729123.0524,-909.934,-909.935,0,z,0,-909.935,134.0,62395.0,25.0,0.0,16555.0,0.2
1638729123.9144635,-879.942,-879.935,0,z,0,-879.935,144.0,62385.0,49.0,0.0,16557.0,0.2
1638729124.8114753,-849.936,-849.935,0,z,0,-849.935,130.0,62353.0,50.0,0.0,16557.0,0.2
1638729125.6505733,-819.946,-819.935,0,z,0,-819.935,120.0,62344.0,0.0,0.0,16558.0,0.2
1638729126.5168858,-789.94,-789.935,0,z,0,-789.935,150.0,62270.0,26.0,0.0,16554.0,0.2
1638729127.3470612,-759.94,-759.935,0,z,0,-759.935,121.0,62187.0,19.0,0.0,16553.0,0.2
1638729128.2628648,-729.937,-729.935,0,z,0,-729.935,191.0,62236.0,46.0,0.0,16568.0,0.2
1638729129.131424,-699.936,-699.935,0,z,0,-699.935,163.0,62143.0,19.0,0.0,16552.0,0.2
1638729130.0026014,-669.932,-669.935,0,z,0,-669.935,135.0,62104.0,47.0,0.0,16549.0,0.2
1638729130.8498473,-639.944,-639.935,0,z,0,-639.935,193.0,62070.0,41.0,0.0,16547.0,0.2
1638729131.689878,-609.9490000000001,-609.935,0,z,0,-609.935,121.0,62077.0,13.0,0.0,16552.0,0.2
1638729132.493537,-579.933,-579.935,0,z,0,-579.935,176.0,61918.0,13.0,0.0,16536.0,0.2
1638729133.339912,-549.942,-549.935,0,z,0,-549.935,217.0,61865.0,39.0,0.0,16543.0,0.2
1638729134.1312323,-519.932,-519.935,0,z,0,-519.935,229.0,61723.0,28.0,0.0,16539.0,0.2
1638729134.9850688,-489.94,-489.935,0,z,0,-489.935,238.0,61569.0,20.0,0.0,16542.0,0.2
1638729135.8253443,-459.938,-459.935,0,z,0,-459.935,283.0,61401.0,41.0,0.0,16534.0,0.2
1638729136.671114,-429.946,-429.935,0,z,0,-429.935,264.0,61064.0,17.0,0.0,16528.0,0.2
1638729137.568698,-399.933,-399.935,0,z,0,-399.935,230.0,60839.0,0.0,0.0,16522.0,0.2
1638729138.411378,-369.94,-369.935,0,z,0,-369.935,322.0,60292.0,66.0,0.0,16532.0,0.2
1638729139.2578154,-339.93600000000004,-339.935,0,z,0,-339.935,425.0,59795.0,14.0,0.0,16519.0,0.2
1638729140.1566453,-309.94,-309.935,0,z,0,-309.935,419.0,59233.0,22.0,0.0,16520.0,0.2
1638729141.051035,-279.939,-279.935,0,z,0,-279.935,570.0,57968.0,27.0,0.0,16519.0,0.2
