time,kappa_motors_m8,kappa_motors_m8_user_setpoint,kappa_motors_m8_sync,kappa_motors_m8_desc,kappa_motors_m8_homf,kappa_motors_m8_dval,D4calc,TEY,D3,D4,MCP,mesh,scaler_time,kappa_motors_m9,kappa_motors_m9_user_setpoint,kappa_motors_m9_sync,kappa_motors_m9_desc,kappa_motors_m9_homf,kappa_motors_m9_dval,kappa_motors_m2,kappa_motors_m2_user_setpoint,kappa_motors_m2_sync,kappa_motors_m2_desc,kappa_motors_m2_homf,kappa_motors_m2_dval
1638747880.8042514,65.35914238179001,65.35781675153791,0,kth,0,225.3313256302521,0.41223837999456375,27063.0,10.0,12133.0,0.0,29432.0,0.1,16.0,16.0,0,tth,0,-16.0,1499.971,1500.0,0,x,0,1500.0
1638747882.122647,65.40414238179002,65.4078167515379,0,kth,0,225.28132563025213,0.47253269916765755,26351.0,10.0,13909.0,0.0,29435.0,0.1,16.1,16.1,0,tth,0,-16.1,1504.97,1505.0208333333333,0,x,0,1505.0208333333333
1638747883.4566693,65.45914238179,65.4578167515379,0,kth,0,225.23132563025212,0.4489518567594197,26122.0,11.0,13214.0,0.0,29433.0,0.1,16.2,16.2,0,tth,0,-16.2,1510.039,1510.0416666666667,0,x,0,1510.0416666666667
1638747884.6919293,65.50814238179001,65.50781675153792,0,kth,0,225.1813256302521,0.4768927551991301,25907.0,11.0,14034.0,0.0,29428.0,0.1,16.3,16.3,0,tth,0,-16.3,1515.01,1515.0625,0,x,0,1515.0625
1638747885.950905,65.55814238179002,65.55781675153793,0,kth,0,225.1313256302521,0.4841615117938957,25696.0,10.0,14245.0,0.0,29422.0,0.1,16.4,16.4,0,tth,0,-16.4,1520.03,1520.0833333333333,0,x,0,1520.0833333333333
1638747887.2441592,65.60614238179002,65.60781675153791,0,kth,0,225.0813256302521,0.5316163229248072,25582.0,10.0,15646.0,0.0,29431.0,0.1,16.5,16.5,0,tth,0,-16.5,1525.093,1525.1041666666667,0,x,0,1525.1041666666667
1638747888.589883,65.65714238179001,65.6578167515379,0,kth,0,225.03132563025213,0.5482521762785637,25474.0,10.0,16123.0,0.0,29408.0,0.1,16.6,16.6,0,tth,0,-16.6,1530.146,1530.125,0,x,0,1530.125
1638747889.9130814,65.70914238179,65.7078167515379,0,kth,0,224.98132563025212,0.476263088339941,25376.0,11.0,14055.0,0.0,29511.0,0.1,16.7,16.7,0,tth,0,-16.7,1535.114,1535.1458333333333,0,x,0,1535.1458333333333
1638747891.1369708,65.75614238179003,65.75781675153792,0,kth,0,224.9313256302521,0.5723577235772358,25363.0,10.0,16896.0,0.0,29520.0,0.1,16.8,16.8,0,tth,0,-16.8,1540.152,1540.1666666666667,0,x,0,1540.1666666666667
1638747892.4361405,65.80714238179002,65.80781675153793,0,kth,0,224.8813256302521,0.5525807435523774,25198.0,11.0,16305.0,0.0,29507.0,0.1,16.9,16.9,0,tth,0,-16.9,1545.169,1545.1875,0,x,0,1545.1875
