time,D4calc,kappa_motors_m8,kappa_motors_m8_user_setpoint,kappa_motors_m8_sync,kappa_motors_m8_desc,kappa_motors_m8_homf,kappa_motors_m8_dval,TEY,D3,D4,MCP,mesh,scaler_time,kappa_motors_m9,kappa_motors_m9_user_setpoint,kappa_motors_m9_sync,kappa_motors_m9_desc,kappa_motors_m9_homf,kappa_motors_m9_dval
1638575403.1791074,4.044671239752384,60.57214238179,60.57239670795883,0,kth,0,230.1167456738312,15689.0,10.0,72525.0,0.0,17931.0,0.1,6.5,6.5,0,tth,0,-6.5
1638575403.871596,4.042021958423898,60.61814238179002,60.62239670795881,0,kth,0,230.0667456738312,15560.0,11.0,72526.0,0.0,17943.0,0.1,6.6000000000000005,6.6,0,tth,0,-6.6
1638575404.509291,4.0463066279848245,60.67714238179002,60.672396707958825,0,kth,0,230.0167456738312,15646.0,10.0,72526.0,0.0,17924.0,0.1,6.7,6.7,0,tth,0,-6.7
1638575405.1416814,4.032862544483986,60.72614238179003,60.72239670795881,0,kth,0,229.9667456738312,15451.0,9.0,72527.0,0.0,17984.0,0.1,6.8,6.8,0,tth,0,-6.8
1638575405.9087338,4.033307384341637,60.777142381790014,60.77239670795882,0,kth,0,229.9167456738312,15179.0,10.0,72535.0,0.0,17984.0,0.1,6.9,6.9,0,tth,0,-6.9
1638575406.5712228,4.034078274405159,60.827142381790026,60.82239670795883,0,kth,0,229.8667456738312,14857.0,9.0,72565.0,0.0,17988.0,0.1,7.0,7.0,0,tth,0,-7.0
1638575407.2443867,4.038763138868806,60.87714238179001,60.87239670795881,0,kth,0,229.8167456738312,14369.0,10.0,72621.0,0.0,17981.0,0.1,7.1000000000000005,7.1,0,tth,0,-7.1
1638575407.9147794,4.038512837612537,60.926142381790015,60.922396707958825,0,kth,0,229.7667456738312,13949.0,10.0,72669.0,0.0,17994.0,0.1,7.2,7.2,0,tth,0,-7.2
1638575408.6413014,4.04001333777926,60.96814238179002,60.97239670795881,0,kth,0,229.7167456738312,13717.0,10.0,72696.0,0.0,17994.0,0.1,7.3,7.3,0,tth,0,-7.3
1638575409.324241,4.043101051109504,61.02014238179001,61.02239670795882,0,kth,0,229.6667456738312,13259.0,10.0,72699.0,0.0,17981.0,0.1,7.4,7.4,0,tth,0,-7.4
1638575409.9637196,4.041421105304125,61.06814238179001,61.07239670795883,0,kth,0,229.6167456738312,13304.0,10.0,72689.0,0.0,17986.0,0.1,7.5,7.5,0,tth,0,-7.5
1638575410.6630557,4.040922991381707,61.11814238179002,61.12239670795881,0,kth,0,229.5667456738312,13190.0,10.0,72676.0,0.0,17985.0,0.1,7.6000000000000005,7.6,0,tth,0,-7.6
1638575411.3315191,4.038123819050795,61.17714238179002,61.172396707958825,0,kth,0,229.5167456738312,13252.0,10.0,72662.0,0.0,17994.0,0.1,7.7,7.7,0,tth,0,-7.7
