time,TEY,D3,D4,MCP,mesh,scaler_time,kappa_motors_m4,kappa_motors_m4_user_setpoint,kappa_motors_m4_sync,kappa_motors_m4_desc,kappa_motors_m4_homf,kappa_motors_m4_dval
1638662785.3222275,575.0,86.0,0.0,0.0,6723.0,0.1,550.144,550.146,0,z,0,550.146
1638662785.9894524,516.0,89.0,0.0,0.0,6713.0,0.1,530.155,530.146,0,z,0,530.146
1638662786.7053378,509.0,93.0,0.0,0.0,6712.0,0.1,510.148,510.14599999999996,0,z,0,510.14599999999996
1638662787.3894882,608.0,98.0,0.0,0.0,6718.0,0.1,490.163,490.14599999999996,0,z,0,490.14599999999996
1638662788.068036,571.0,103.0,0.0,0.0,6714.0,0.1,470.151,470.14599999999996,0,z,0,470.14599999999996
1638662788.7165058,645.0,109.0,0.0,0.0,6712.0,0.1,450.146,450.14599999999996,0,z,0,450.14599999999996
1638662789.4724154,565.0,120.0,0.0,0.0,6716.0,0.1,430.144,430.14599999999996,0,z,0,430.14599999999996
1638662790.156005,648.0,128.0,0.0,0.0,6709.0,0.1,410.148,410.14599999999996,0,z,0,410.14599999999996
1638662790.8441508,640.0,138.0,0.0,0.0,6715.0,0.1,390.148,390.14599999999996,0,z,0,390.14599999999996
1638662791.5746257,676.0,155.0,0.0,0.0,6710.0,0.1,370.14,370.14599999999996,0,z,0,370.14599999999996
1638662792.283066,646.0,178.0,0.0,0.0,6726.0,0.1,350.145,350.14599999999996,0,z,0,350.14599999999996
1638662792.9942892,666.0,195.0,0.0,0.0,6702.0,0.1,330.145,330.14599999999996,0,z,0,330.14599999999996
1638662793.6619673,681.0,215.0,0.0,0.0,6708.0,0.1,310.151,310.14599999999996,0,z,0,310.14599999999996
1638662794.309454,753.0,249.0,0.0,0.0,6716.0,0.1,290.145,290.14599999999996,0,z,0,290.14599999999996
1638662794.9646838,804.0,302.0,0.0,0.0,6711.0,0.1,270.137,270.14599999999996,0,z,0,270.14599999999996
1638662795.7597816,693.0,335.0,0.0,0.0,6714.0,0.1,250.151,250.146,0,z,0,250.146
1638662796.4604914,753.0,374.0,0.0,0.0,6710.0,0.1,230.147,230.146,0,z,0,230.146
1638662797.1543162,728.0,442.0,0.0,0.0,6706.0,0.1,210.151,210.146,0,z,0,210.146
1638662797.8313951,750.0,525.0,0.0,0.0,6709.0,0.1,190.13400000000001,190.146,0,z,0,190.146
1638662798.5757153,717.0,589.0,0.0,0.0,6705.0,0.1,170.144,170.146,0,z,0,170.146
1638662799.2701366,728.0,647.0,0.0,0.0,6712.0,0.1,150.141,150.146,0,z,0,150.146
1638662799.9528463,752.0,757.0,0.0,0.0,6697.0,0.1,130.14600000000002,130.146,0,z,0,130.146
1638662800.654274,800.0,903.0,0.0,0.0,6713.0,0.1,110.144,110.14599999999999,0,z,0,110.14599999999999
1638662801.3061535,712.0,1004.0,0.0,0.0,6721.0,0.1,90.132,90.14599999999999,0,z,0,90.14599999999999
1638662802.0064116,702.0,1112.0,0.0,0.0,6713.0,0.1,70.15,70.14599999999999,0,z,0,70.14599999999999
1638662802.7619166,713.0,1288.0,0.0,0.0,6708.0,0.1,50.147,50.14599999999999,0,z,0,50.14599999999999
1638662803.4337378,617.0,1453.0,0.0,0.0,6710.0,0.1,30.153000000000002,30.145999999999987,0,z,0,30.145999999999987
1638662804.101578,664.0,1587.0,0.0,0.0,6707.0,0.1,10.143,10.145999999999987,0,z,0,10.145999999999987
1638662804.8075035,598.0,1755.0,0.0,0.0,6715.0,0.1,-9.856,-9.854000000000013,0,z,0,-9.854000000000013
1638662805.4837565,693.0,1980.0,0.0,0.0,6702.0,0.1,-29.867,-29.854000000000013,0,z,0,-29.854000000000013
1638662806.1683393,584.0,2163.0,0.0,0.0,6707.0,0.1,-49.857,-49.85400000000001,0,z,0,-49.85400000000001
1638662806.9319148,541.0,2316.0,0.0,0.0,6708.0,0.1,-69.851,-69.85400000000001,0,z,0,-69.85400000000001
1638662807.6719415,521.0,2512.0,0.0,0.0,6713.0,0.1,-89.852,-89.85400000000001,0,z,0,-89.85400000000001
1638662808.3456924,552.0,2726.0,0.0,0.0,6711.0,0.1,-109.848,-109.85400000000001,0,z,0,-109.85400000000001
1638662809.0129557,491.0,2893.0,0.0,0.0,6715.0,0.1,-129.854,-129.854,0,z,0,-129.854
1638662809.692632,433.0,3082.0,0.0,0.0,6715.0,0.1,-149.854,-149.854,0,z,0,-149.854
1638662810.403662,413.0,3279.0,0.0,0.0,6715.0,0.1,-169.874,-169.854,0,z,0,-169.854
1638662811.1670969,387.0,3448.0,0.0,0.0,6703.0,0.1,-189.85,-189.854,0,z,0,-189.854
1638662811.9236865,335.0,3591.0,0.0,0.0,6716.0,0.1,-209.845,-209.854,0,z,0,-209.854
1638662812.615042,314.0,3752.0,0.0,0.0,6707.0,0.1,-229.854,-229.854,0,z,0,-229.854
