time,TEY,D3,D4,MCP,mesh,scaler_time,kappa_motors_m8,kappa_motors_m8_user_setpoint,kappa_motors_m8_sync,kappa_motors_m8_desc,kappa_motors_m8_homf,kappa_motors_m8_dval
1638744822.9594257,15629.0,10.0,6.0,0.0,10912.0,0.1,72.09614238179,72.09214238179001,0,kth,0,218.597
1638744823.9284413,15583.0,10.0,13.0,0.0,10921.0,0.1,72.09914238179002,72.10214238179003,0,kth,0,218.587
1638744824.7341433,15499.0,9.0,12.0,0.0,10898.0,0.1,72.10914238179001,72.11214238179002,0,kth,0,218.577
1638744825.5083969,15595.0,10.0,12.0,0.0,10919.0,0.1,72.12214238179001,72.12214238179001,0,kth,0,218.567
1638744826.273936,15479.0,11.0,12.0,0.0,10910.0,0.1,72.13114238179003,72.13214238179,0,kth,0,218.55700000000002
1638744827.0406587,15626.0,10.0,13.0,0.0,10912.0,0.1,72.14214238179002,72.14214238179,0,kth,0,218.54700000000003
1638744827.842267,15435.0,10.0,14.0,0.0,10883.0,0.1,72.15014238179,72.15214238179001,0,kth,0,218.537
1638744828.6274052,15542.0,10.0,14.0,0.0,10902.0,0.1,72.16214238179,72.16214238179,0,kth,0,218.52700000000002
1638744829.4564857,15455.0,10.0,13.0,0.0,10938.0,0.1,72.17014238179001,72.17214238179002,0,kth,0,218.517
1638744830.203025,15540.0,10.0,16.0,0.0,10947.0,0.1,72.18014238179,72.18214238179002,0,kth,0,218.507
1638744830.9444852,15466.0,9.0,13.0,0.0,10933.0,0.1,72.19214238179,72.19214238179,0,kth,0,218.497
1638744831.7146375,15401.0,10.0,17.0,0.0,10943.0,0.1,72.20214238179003,72.20214238179,0,kth,0,218.48700000000002
1638744832.4475524,15374.0,9.0,17.0,0.0,10938.0,0.1,72.21414238179003,72.21214238179002,0,kth,0,218.477
1638744833.2314885,15311.0,10.0,16.0,0.0,10935.0,0.1,72.22114238179,72.22214238179001,0,kth,0,218.467
1638744834.0290766,15499.0,10.0,19.0,0.0,10939.0,0.1,72.23214238179003,72.23214238179003,0,kth,0,218.457
1638744834.841762,15427.0,10.0,27.0,0.0,10925.0,0.1,72.24514238179,72.24214238179002,0,kth,0,218.447
