time,kappa_motors_m4,kappa_motors_m4_user_setpoint,kappa_motors_m4_sync,kappa_motors_m4_desc,kappa_motors_m4_homf,kappa_motors_m4_dval,D3,scaler_time
1638553105.0863464,-1550.229,-1550.228,0,z,0,-1550.228,31245.0,0.1
1638553105.3744428,-1540.23,-1540.228,0,z,0,-1540.228,31258.0,0.1
1638553105.6005204,-1530.238,-1530.228,0,z,0,-1530.228,31253.0,0.1
1638553105.8779337,-1520.2250000000001,-1520.228,0,z,0,-1520.228,31230.0,0.1
1638553106.1006534,-1510.2540000000001,-1510.228,0,z,0,-1510.228,31251.0,0.1
1638553106.322039,-1500.242,-1500.228,0,z,0,-1500.228,31252.0,0.1
1638553106.5951173,-1490.226,-1490.228,0,z,0,-1490.228,31232.0,0.1
1638553106.8724031,-1480.238,-1480.228,0,z,0,-1480.228,31238.0,0.1
1638553107.152176,-1470.228,-1470.228,0,z,0,-1470.228,31220.0,0.1
1638553107.4304569,-1460.239,-1460.228,0,z,0,-1460.228,31234.0,0.1
1638553107.707673,-1450.226,-1450.228,0,z,0,-1450.228,31243.0,0.1
1638553107.9287727,-1440.23,-1440.228,0,z,0,-1440.228,31240.0,0.1
1638553108.147768,-1430.233,-1430.228,0,z,0,-1430.228,31244.0,0.1
1638553108.4205806,-1420.229,-1420.228,0,z,0,-1420.228,31244.0,0.1
1638553108.6980274,-1410.231,-1410.228,0,z,0,-1410.228,31230.0,0.1
1638553108.9786084,-1400.228,-1400.228,0,z,0,-1400.228,31217.0,0.1
1638553109.2568254,-1390.214,-1390.228,0,z,0,-1390.228,31224.0,0.1
1638553109.480626,-1380.223,-1380.228,0,z,0,-1380.228,31175.0,0.1
1638553109.7562485,-1370.2450000000001,-1370.228,0,z,0,-1370.228,31198.0,0.1
1638553110.0345995,-1360.217,-1360.228,0,z,0,-1360.228,31202.0,0.1
1638553110.254348,-1350.223,-1350.228,0,z,0,-1350.228,31229.0,0.1
1638553110.4720395,-1340.246,-1340.228,0,z,0,-1340.228,31196.0,0.1
1638553110.7480614,-1330.241,-1330.228,0,z,0,-1330.228,31208.0,0.1
1638553111.0314238,-1320.228,-1320.228,0,z,0,-1320.228,31230.0,0.1
1638553111.3076804,-1310.227,-1310.228,0,z,0,-1310.228,31197.0,0.1
1638553111.5287404,-1300.232,-1300.228,0,z,0,-1300.228,31185.0,0.1
1638553111.750553,-1290.228,-1290.228,0,z,0,-1290.228,31193.0,0.1
1638553112.0305698,-1280.231,-1280.228,0,z,0,-1280.228,31177.0,0.1
1638553112.307803,-1270.237,-1270.228,0,z,0,-1270.228,31157.0,0.1
1638553112.5285318,-1260.242,-1260.228,0,z,0,-1260.228,31183.0,0.1
1638553112.7505891,-1250.239,-1250.228,0,z,0,-1250.228,31187.0,0.1
1638553113.0298307,-1240.22,-1240.228,0,z,0,-1240.228,31177.0,0.1
1638553113.2524,-1230.247,-1230.228,0,z,0,-1230.228,31166.0,0.1
1638553113.5302665,-1220.224,-1220.228,0,z,0,-1220.228,31173.0,0.1
1638553113.8113647,-1210.228,-1210.228,0,z,0,-1210.228,31187.0,0.1
1638553114.0416534,-1200.213,-1200.228,0,z,0,-1200.228,31172.0,0.1
1638553114.3210542,-1190.2250000000001,-1190.228,0,z,0,-1190.228,31154.0,0.1
1638553114.5986862,-1180.224,-1180.228,0,z,0,-1180.228,31172.0,0.1
1638553114.8770716,-1170.233,-1170.228,0,z,0,-1170.228,31145.0,0.1
1638553115.0972347,-1160.23,-1160.228,0,z,0,-1160.228,31093.0,0.1
1638553115.3742514,-1150.219,-1150.228,0,z,0,-1150.228,31144.0,0.1
1638553115.597474,-1140.253,-1140.228,0,z,0,-1140.228,31130.0,0.1
1638553115.987372,-1130.236,-1130.228,0,z,0,-1130.228,31151.0,0.1
1638553116.262293,-1120.222,-1120.228,0,z,0,-1120.228,31138.0,0.1
1638553116.540623,-1110.242,-1110.228,0,z,0,-1110.228,31148.0,0.1
1638553116.8193946,-1100.236,-1100.228,0,z,0,-1100.228,31102.0,0.1
1638553117.1003501,-1090.23,-1090.228,0,z,0,-1090.228,31087.0,0.1
1638553117.3796124,-1080.228,-1080.228,0,z,0,-1080.228,31106.0,0.1
1638553117.658841,-1070.227,-1070.228,0,z,0,-1070.228,31106.0,0.1
1638553117.9353118,-1060.227,-1060.228,0,z,0,-1060.228,31128.0,0.1
1638553118.2143354,-1050.228,-1050.228,0,z,0,-1050.228,31137.0,0.1
1638553118.4925687,-1040.227,-1040.228,0,z,0,-1040.228,31116.0,0.1
1638553118.7696238,-1030.229,-1030.228,0,z,0,-1030.228,31084.0,0.1
1638553119.0519903,-1020.23,-1020.2280000000001,0,z,0,-1020.2280000000001,31126.0,0.1
1638553119.3288264,-1010.229,-1010.2280000000001,0,z,0,-1010.2280000000001,31105.0,0.1
1638553119.6120243,-1000.231,-1000.2280000000001,0,z,0,-1000.2280000000001,31102.0,0.1
1638553119.891104,-990.236,-990.2280000000001,0,z,0,-990.2280000000001,31112.0,0.1
