time,kappa_motors_m9,kappa_motors_m9_user_setpoint,kappa_motors_m9_sync,kappa_motors_m9_desc,kappa_motors_m9_homf,kappa_motors_m9_dval,kappa_motors_m8,kappa_motors_m8_user_setpoint,kappa_motors_m8_sync,kappa_motors_m8_desc,kappa_motors_m8_homf,kappa_motors_m8_dval,TEY,D3,D4,MCP,mesh,scaler_time
1638557796.9513168,11.200000000000001,11.200000000000001,0,tth,0,-11.200000000000001,62.92514238179001,62.922396707958825,0,kth,0,227.7667456738312,71207.0,10.0,157.0,0.0,20987.0,0.1
1638557797.8910577,11.3,11.3,0,tth,0,-11.3,62.97314238179001,62.97239670795881,0,kth,0,227.7167456738312,71746.0,10.0,150.0,0.0,21009.0,0.1
1638557799.4341304,11.4,11.4,0,tth,0,-11.4,63.027142381790014,63.02239670795882,0,kth,0,227.6667456738312,71039.0,11.0,143.0,0.0,20978.0,0.1
1638557800.6207037,11.5,11.5,0,tth,0,-11.5,63.069142381790016,63.07239670795883,0,kth,0,227.6167456738312,70794.0,10.0,132.0,0.0,20980.0,0.1
1638557801.5594833,11.6,11.600000000000001,0,tth,0,-11.600000000000001,63.12414238179002,63.12239670795881,0,kth,0,227.5667456738312,70498.0,10.0,126.0,0.0,21006.0,0.1
1638557802.7031791,11.700000000000001,11.700000000000001,0,tth,0,-11.700000000000001,63.16914238179001,63.172396707958825,0,kth,0,227.5167456738312,69703.0,10.0,115.0,0.0,20987.0,0.1
1638557803.688138,11.8,11.8,0,tth,0,-11.8,63.21914238179002,63.22239670795881,0,kth,0,227.4667456738312,69439.0,10.0,107.0,0.0,20969.0,0.1
1638557804.6428444,11.9,11.9,0,tth,0,-11.9,63.26814238179003,63.27239670795882,0,kth,0,227.4167456738312,68882.0,10.0,98.0,0.0,20976.0,0.1
1638557805.7751677,12.0,12.0,0,tth,0,-12.0,63.319142381790016,63.32239670795883,0,kth,0,227.3667456738312,68318.0,10.0,92.0,0.0,20950.0,0.1
1638557806.790822,12.1,12.100000000000001,0,tth,0,-12.100000000000001,63.370142381790004,63.37239670795881,0,kth,0,227.3167456738312,67771.0,9.0,84.0,0.0,20988.0,0.1
1638557807.7541778,12.200000000000001,12.200000000000001,0,tth,0,-12.200000000000001,63.418142381790005,63.422396707958825,0,kth,0,227.2667456738312,67302.0,11.0,77.0,0.0,20961.0,0.1
1638557808.695777,12.3,12.3,0,tth,0,-12.3,63.47314238179001,63.47239670795881,0,kth,0,227.2167456738312,66665.0,10.0,74.0,0.0,20961.0,0.1
1638557809.98338,12.4,12.4,0,tth,0,-12.4,63.51814238179003,63.52239670795882,0,kth,0,227.1667456738312,66262.0,10.0,66.0,0.0,20983.0,0.1
1638557811.5160837,12.5,12.5,0,tth,0,-12.5,63.577142381790026,63.57239670795883,0,kth,0,227.1167456738312,65574.0,10.0,66.0,0.0,20965.0,0.1
1638557812.5852776,12.6,12.600000000000001,0,tth,0,-12.600000000000001,63.61914238179003,63.62239670795881,0,kth,0,227.0667456738312,65162.0,10.0,59.0,0.0,20971.0,0.1
1638557813.6702907,12.700000000000001,12.700000000000001,0,tth,0,-12.700000000000001,63.668142381790005,63.672396707958825,0,kth,0,227.0167456738312,64617.0,10.0,58.0,0.0,20974.0,0.1
