time,TEYcalc,TEY,mesh,scaler_time,mono_energy_setpoint,mono_energy
1638517672.6281765,1.0989811710085118,119301.0,108556.0,1.0,532.0000000000005,532.0011218
1638517676.6291065,1.1125674070011882,121726.0,109410.0,1.0,532.1000000000005,532.1097903
1638517680.6313503,1.1312731498293267,124612.0,110152.0,1.0,532.2000000000005,532.1896311
1638517684.635102,1.1667131307499303,129735.0,111197.0,1.0,532.3000000000005,532.2996238
1638517688.6343627,1.2391271309929288,138610.0,111861.0,1.0,532.4000000000005,532.4042834
1638517692.6373782,1.3803945636318355,155195.0,112428.0,1.0,532.5000000000006,532.4865033
1638517696.6401591,1.5900246109173322,179606.0,112958.0,1.0,532.6000000000006,532.6082937
1638517700.6403866,1.8301412845168739,207646.0,113459.0,1.0,532.7000000000006,532.7037489
1638517704.6421607,2.0274275486299387,231072.0,113973.0,1.0,532.8000000000006,532.7947792
1638517708.6437984,2.178531842658777,249614.0,114579.0,1.0,532.9000000000007,532.9095109
1638517712.6455135,2.251462903548356,258943.0,115011.0,1.0,533.0000000000007,533.0049684
1638517716.6489975,2.2743440990561954,262664.0,115490.0,1.0,533.1000000000007,533.0958516
1638517720.6496797,2.2531654298002914,261410.0,116019.0,1.0,533.2000000000007,533.210129
1638517724.852011,2.1860190283712844,255268.0,116773.0,1.0,533.3000000000008,533.3060393
1638517728.8545158,2.0718342913506342,243656.0,117604.0,1.0,533.4000000000008,533.3978823
1638517732.8635867,1.9144660873376431,227138.0,118643.0,1.0,533.5000000000008,533.4943612
1638517736.8632545,1.740884134639454,208638.0,119846.0,1.0,533.6000000000008,533.58887
1638517740.8599865,1.5906053572756031,192573.0,121069.0,1.0,533.7000000000008,533.6955472
1638517744.8663864,1.4753464547019144,180876.0,122599.0,1.0,533.8000000000009,533.8023674
1638517748.870227,1.3859863143182607,171556.0,123779.0,1.0,533.9000000000009,533.9075185
1638517752.8667488,1.327200608998758,165628.0,124795.0,1.0,534.0000000000009,534.0107586
1638517756.8726974,1.2812529844331964,160992.0,125652.0,1.0,534.1000000000009,534.1053724
1638517760.8718188,1.2457203346315182,157692.0,126587.0,1.0,534.200000000001,534.2087281
1638517764.872261,1.2145410362937994,154939.0,127570.0,1.0,534.300000000001,534.3076674
1638517768.8804889,1.1880719690495798,152931.0,128722.0,1.0,534.400000000001,534.3968279
1638517772.87986,1.1652771908256176,151655.0,130145.0,1.0,534.500000000001,534.5012633
1638517776.8802838,1.1486289735501092,151472.0,131872.0,1.0,534.600000000001,534.6075285
1638517781.0838468,1.1383539746328637,152396.0,133874.0,1.0,534.7000000000011,534.697231
1638517785.0838776,1.1369652041914138,154293.0,135706.0,1.0,534.8000000000011,534.7998984
1638517789.0841815,1.1452017539394557,157487.0,137519.0,1.0,534.9000000000011,534.8976296
1638517793.087939,1.1609686712020746,161608.0,139201.0,1.0,535.0,534.9939575
1638517797.0900898,1.2200679817307896,173368.0,142097.0,1.0,535.25,535.261185
1638517801.0962203,1.3184780657544082,190971.0,144842.0,1.0,535.5,535.5081363
1638517805.0950062,1.4796036589473116,219659.0,148458.0,1.0,535.75,535.7443332
1638517809.0988739,1.6352837427855031,248483.0,151951.0,1.0,536.0,535.9978788
1638517813.1019902,1.7054505106023365,264367.0,155013.0,1.0,536.25,536.2508881
1638517817.1044245,1.7257941598607918,271747.0,157462.0,1.0,536.5,536.5013831
1638517821.1034915,1.7474557597863771,280741.0,160657.0,1.0,536.75,536.7600249
1638517825.1033604,1.7984086329538005,296313.0,164764.0,1.0,537.0,536.989927
1638517829.109899,1.8678903226956889,314252.0,168239.0,1.0,537.25,537.247081
1638517833.310201,1.9279626611522938,330046.0,171189.0,1.0,537.5,537.5040349
1638517837.3139544,1.9781177726383206,344689.0,174251.0,1.0,537.75,537.7642103
1638517841.312441,2.021347504954062,359056.0,177632.0,1.0,538.0,537.9949396
1638517845.3165274,2.0514480130647796,376851.0,183700.0,1.0,538.5,538.5049899
1638517849.3192563,2.0723201660779442,391310.0,188827.0,1.0,539.0,539.0092053
1638517853.3180964,2.1298938612475165,413783.0,194274.0,1.0,539.5,539.4929122
1638517857.319132,2.1650834416060425,428260.0,197803.0,1.0,540.0,540.0076392
1638517861.3205018,2.1699668895669673,434512.0,200239.0,1.0,540.5,540.4862717
1638517865.3278754,2.1466245719072,433118.0,201767.0,1.0,541.0,541.0109011
1638517869.32618,2.104125336237029,423188.0,201123.0,1.0,541.5,541.4820285
1638517873.3276439,2.0639435178963628,411604.0,199426.0,1.0,542.0,542.022524
1638517877.3330357,2.02856110825647,398736.0,196561.0,1.0,542.5,542.4903727
1638517881.3313186,2.000108912688328,385651.0,192815.0,1.0,543.0,543.0132433
1638517885.3334036,1.9736447974936095,372934.0,188957.0,1.0,543.5,543.5014623
1638517889.5390973,1.943235040448923,355989.0,183194.0,1.0,544.0,543.9915788
1638517893.5413182,1.9215229127926248,342033.0,178001.0,1.0,544.5,544.5143269
1638517897.5396976,1.898613427248662,325616.0,171502.0,1.0,545.0,544.9976793
1638517901.5468562,1.8833995801344297,311309.0,165291.0,1.0,545.5,545.5047429
1638517905.5471356,1.86855540649657,293892.0,157283.0,1.0,546.0,545.9868761
1638517909.546229,1.860957673477294,278617.0,149717.0,1.0,546.5,546.5068659
1638517913.5488813,1.8537730512501414,262168.0,141424.0,1.0,547.0,546.984294
1638517917.5542479,1.8530051448199314,247076.0,133338.0,1.0,547.5,547.5099273
1638517921.551976,1.8517366141763454,233891.0,126309.0,1.0,548.0,548.0147053
1638517925.5543892,1.8474690223311547,217085.0,117504.0,1.0,548.5,548.4820555
1638517929.556316,1.8370353560568238,202377.0,110165.0,1.0,549.0,549.0228192
1638517933.559055,1.8183934007659825,185167.0,101830.0,1.0,549.5,549.488117
1638517937.55942,1.8037684406306802,170687.0,94628.0,1.0,550.0,550.0198186
1638517941.56633,1.7878962270665961,155336.0,86882.0,1.0,550.5,550.4838921
1638517945.5761497,1.7779784298971657,141776.0,79740.0,1.0,551.0,551.0122494
1638517949.7760634,1.767490952955368,128942.0,72952.0,1.0,551.5,551.4876972
1638517953.774494,1.7586306404823742,115790.0,65841.0,1.0,552.0,551.9937841
1638517957.7795799,1.7522213717594595,105305.0,60098.0,1.0,552.5,552.5210143
1638517961.778124,1.7465430871123286,93089.0,53299.0,1.0,553.0,552.9819084
1638517965.7789962,1.7505229250334673,83689.0,47808.0,1.0,553.5,553.5094586
1638517969.780564,1.7470001889644746,73961.0,42336.0,1.0,554.0,553.9915929
1638517973.7836204,1.752888182299947,66154.0,37740.0,1.0,554.5,554.5144918
1638517977.7855995,1.757120585237153,58607.0,33354.0,1.0,555.0,554.984949
1638517981.7892318,1.7643903445430162,51312.0,29082.0,1.0,555.5,555.5006108
1638517985.7892625,1.7810552394224441,46010.0,25833.0,1.0,556.0,556.0139721
1638517989.7923424,1.7873222484732314,40095.0,22433.0,1.0,556.5,556.4846338
1638517993.7935867,1.817607560308381,36543.0,20105.0,1.0,557.0,557.029143
1638517997.7957475,1.8177013045434098,32326.0,17784.0,1.0,557.5,557.4977866
1638518001.996393,1.8342027528125195,29184.0,15911.0,1.0,558.0,558.000802
1638518005.9986818,1.8426054384017758,26563.0,14416.0,1.0,558.5,558.5000519
1638518010.0011964,1.8612016061822865,24566.0,13199.0,1.0,559.0,559.0134057
1638518014.0064871,1.8564480830023506,22903.0,12337.0,1.0,559.5,559.5076114
1638518018.007676,1.8704842761847007,21591.0,11543.0,1.0,560.0,559.9914044
