time,TEYcalc,TEY,mesh,scaler_time,mono_energy_setpoint,mono_energy
1638517495.7821028,1.3062666223404256,31434.0,24064.0,1.0,515.0,514.9865415
1638517499.9380124,1.2581641996032351,32979.0,26212.0,1.0,516.0,515.995888
1638517503.9448607,1.2351524879614768,35397.0,28658.0,1.0,517.0,516.9995571
1638517507.941581,1.215328583751318,38041.0,31301.0,1.0,518.0,518.0082353
1638517511.9460661,1.2036472381845902,41054.0,34108.0,1.0,519.0,518.9946584
1638517515.9492478,1.1899031961494781,44005.0,36982.0,1.0,520.0,519.9897273
1638517519.9511065,1.180946435260332,47291.0,40045.0,1.0,521.0,520.9957289
1638517523.951012,1.172860386451045,50623.0,43162.0,1.0,522.0,521.9927688
1638517527.9566863,1.1657895871975155,54053.0,46366.0,1.0,523.0,523.0114714
1638517531.955967,1.1628384499245092,57764.0,49675.0,1.0,524.0,524.0147179
1638517535.9596484,1.1576319543509273,61674.0,53276.0,1.0,525.0,524.9944411
1638517539.9589694,1.1548190143916266,66200.0,57325.0,1.0,526.0,526.0114925
1638517543.9617743,1.1505078933747412,71129.0,61824.0,1.0,527.0,526.9962696
1638517547.9686525,1.1494941511223522,72717.0,63260.0,1.0,527.25,527.2457334
1638517551.9657803,1.1482513585063396,74169.0,64593.0,1.0,527.5,527.5011922
1638517556.1667287,1.1471367248150517,75360.0,65694.0,1.0,527.75,527.7545178
1638517560.1697004,1.145004552850383,76705.0,66991.0,1.0,528.0,527.9951239
1638517564.1724782,1.1449991307875065,79037.0,69028.0,1.0,528.25,528.2446884
1638517568.1721041,1.1441627525323976,80874.0,70684.0,1.0,528.5,528.5064164
1638517572.1763697,1.1420436439210253,82427.0,72175.0,1.0,528.75,528.753473
1638517576.179611,1.140330621171165,83950.0,73619.0,1.0,529.0,529.0061364
1638517580.187334,1.1409172804832812,86121.0,75484.0,1.0,529.25,529.2465429
1638517584.1827438,1.1364321705176612,88186.0,77599.0,1.0,529.5,529.5005992
1638517588.1863823,1.1339816383823567,89673.0,79078.0,1.0,529.75,529.7548117
1638517592.1860046,1.1320420133678897,91289.0,80641.0,1.0,530.0,530.012516
1638517596.186359,1.1320671106242075,91968.0,81239.0,1.0,530.1,530.105861
1638517600.1903355,1.1316824809071975,92910.0,82099.0,1.0,530.2,530.1916945
1638517604.1918654,1.13136638859798,93986.0,83073.0,1.0,530.3000000000001,530.3082508
1638517608.1972897,1.1293875805033389,95047.0,84158.0,1.0,530.4000000000001,530.397116
1638517612.3984141,1.1282695173611519,96150.0,85219.0,1.0,530.5000000000001,530.486622
1638517616.3975873,1.128347205156145,97338.0,86266.0,1.0,530.6000000000001,530.6064527
1638517620.4029927,1.1250228791067998,98345.0,87416.0,1.0,530.7000000000002,530.7101666
1638517624.4035463,1.1247011053462665,99716.0,88660.0,1.0,530.8000000000002,530.8074338
1638517628.4059684,1.1209698076644652,100653.0,89791.0,1.0,530.9000000000002,530.9061315
1638517632.4097574,1.114621981966112,101240.0,90829.0,1.0,531.0000000000002,530.9997806
1638517636.4093094,1.1075921861758762,101945.0,92042.0,1.0,531.1000000000003,531.0988755
1638517640.4090374,1.102116062840654,103125.0,93570.0,1.0,531.2000000000003,531.1930397
1638517644.4107594,1.0935300699593211,104571.0,95627.0,1.0,531.3000000000003,531.2968615
1638517648.4265447,1.0843079374482907,106157.0,97903.0,1.0,531.4000000000003,531.3952608
1638517652.4182472,1.0761194624985047,107952.0,100316.0,1.0,531.5000000000003,531.4915913
1638517656.420188,1.0722521961005824,110101.0,102682.0,1.0,531.6000000000004,531.5933684
1638517660.4198923,1.0723635182389697,112240.0,104666.0,1.0,531.7000000000004,531.6951901
1638517664.4252481,1.0798388539048749,114721.0,106239.0,1.0,531.8000000000004,531.805067
1638517668.6252925,1.0877206032767375,116980.0,107546.0,1.0,531.9000000000004,531.9086854
