time,TEYcalc,TEY,mesh,scaler_time,mono_energy_setpoint,mono_energy
1638515454.998351,1.2901719710528363,33160.0,25702.0,1.0,515.0,514.9964662
1638515458.8789997,1.2780400572246067,35734.0,27960.0,1.0,516.0,515.9909453
1638515462.881726,1.2720484226454818,38669.0,30399.0,1.0,517.0,517.0016694
1638515466.8853123,1.2655010814708003,42126.0,33288.0,1.0,518.0,517.9897963
1638515470.8838758,1.2614525448563767,45628.0,36171.0,1.0,519.0,518.9953697
1638515474.889897,1.2625444134863628,49392.0,39121.0,1.0,520.0,520.0108533
1638515478.8897247,1.2628686485846263,53312.0,42215.0,1.0,521.0,520.9967377
1638515482.8911724,1.2602386824026774,57235.0,45416.0,1.0,522.0,521.997422
1638515486.8989172,1.2599958991183104,61450.0,48770.0,1.0,523.0,522.9965642
1638515490.8977904,1.2610673598898998,65974.0,52316.0,1.0,524.0,524.0129991
1638515494.8983662,1.2645642711201919,71176.0,56285.0,1.0,525.0,525.0010027
1638515498.8980842,1.2653860070392422,76938.0,60802.0,1.0,526.0,526.0062533
1638515502.9063854,1.2633273594362262,83180.0,65842.0,1.0,527.0,527.0022783
1638515507.1033037,1.2657706385311855,85418.0,67483.0,1.0,527.25,527.2358204
1638515511.10736,1.2644950102113237,87302.0,69041.0,1.0,527.5,527.5009854
1638515515.1088145,1.2662090767982,88917.0,70223.0,1.0,527.75,527.7634696
1638515519.1089005,1.2649820703511978,90660.0,71669.0,1.0,528.0,528.0056655
1638515523.1115828,1.2659701817390359,93064.0,73512.0,1.0,528.25,528.231179
1638515527.113697,1.266201198426735,95935.0,75766.0,1.0,528.5,528.5050122
1638515531.1149287,1.2679233581829223,98136.0,77399.0,1.0,528.75,528.7518323
1638515535.116249,1.2678395389398651,100314.0,79122.0,1.0,529.0,529.0092512
1638515539.120665,1.2701351783911556,103168.0,81226.0,1.0,529.25,529.2465977
1638515543.326357,1.267363981644561,105778.0,83463.0,1.0,529.5,529.5009776
1638515547.123896,1.267685368976169,107932.0,85141.0,1.0,529.75,529.7588467
1638515551.125589,1.2694542567513145,110327.0,86909.0,1.0,530.0,529.9980423
1638515555.1313934,1.2688976872083337,111210.0,87643.0,1.0,530.1,530.0954938
1638515559.1331935,1.2696111042204608,112598.0,88687.0,1.0,530.2,530.2036712
1638515563.3339922,1.2704318493036304,114114.0,89823.0,1.0,530.3000000000001,530.3056267
