time,kappa_motors_m2,kappa_motors_m2_user_setpoint,kappa_motors_m2_sync,kappa_motors_m2_desc,kappa_motors_m2_homf,kappa_motors_m2_dval,D4calc,kappa_motors_m8,kappa_motors_m8_user_setpoint,kappa_motors_m8_sync,kappa_motors_m8_desc,kappa_motors_m8_homf,kappa_motors_m8_dval,kappa_motors_m9,kappa_motors_m9_user_setpoint,kappa_motors_m9_sync,kappa_motors_m9_desc,kappa_motors_m9_homf,kappa_motors_m9_dval,TEY,D3,D4,MCP,mesh,scaler_time
1638737910.6120389,1399.982,1400.0,0,x,0,1400.0,2.34595265537725,58.47714238179,58.47709960277629,0,kth,0,232.21204277901373,2.0,2.0,0,tth,0,-2.0,38855.0,10.0,26460.0,0.0,11279.0,0.1
1638737911.8515182,1394.982,1394.9722222222222,0,x,0,1394.9722222222222,2.3238449942360555,58.52814238179002,58.527099602776275,0,kth,0,232.16204277901375,2.1,2.1,0,tth,0,-2.1,36149.0,10.0,26206.0,0.0,11277.0,0.1
1638737913.0671186,1389.931,1389.9444444444443,0,x,0,1389.9444444444443,2.255723158828749,58.577142381790026,58.577099602776286,0,kth,0,232.11204277901373,2.2,2.2,0,tth,0,-2.2,37073.0,9.0,25422.0,0.0,11270.0,0.1
1638737914.4567258,1384.958,1384.9166666666667,0,x,0,1384.9166666666667,2.2237892496008516,58.63114238179003,58.6270996027763,0,kth,0,232.06204277901372,2.3000000000000003,2.3,0,tth,0,-2.3,38970.0,9.0,25071.0,0.0,11274.0,0.1
1638737915.6632044,1379.909,1379.888888888889,0,x,0,1379.888888888889,2.180487804878049,58.67514238179001,58.67709960277631,0,kth,0,232.0120427790137,2.4,2.4,0,tth,0,-2.4,40501.0,10.0,24585.0,0.0,11275.0,0.1
1638737916.8994036,1374.981,1374.861111111111,0,x,0,1374.861111111111,2.103643940065609,58.72514238179002,58.72709960277629,0,kth,0,231.96204277901373,2.5,2.5,0,tth,0,-2.5,41946.0,10.0,23727.0,0.0,11279.0,0.1
1638737918.1396759,1369.903,1369.8333333333333,0,x,0,1369.8333333333333,2.0182769940555407,58.77814238179002,58.777099602776275,0,kth,0,231.91204277901375,2.6,2.6,0,tth,0,-2.6,43174.0,10.0,22748.0,0.0,11271.0,0.1
1638737919.3956153,1364.785,1364.8055555555557,0,x,0,1364.8055555555557,1.926106626452586,58.82414238179001,58.827099602776286,0,kth,0,231.86204277901373,2.7,2.7,0,tth,0,-2.7,44213.0,9.0,21713.0,0.0,11273.0,0.1
1638737920.706059,1359.746,1359.7777777777778,0,x,0,1359.7777777777778,1.835610361958836,58.87514238179003,58.8770996027763,0,kth,0,231.81204277901372,2.8000000000000003,2.8,0,tth,0,-2.8,45288.0,9.0,20691.0,0.0,11272.0,0.1
1638737921.9263554,1354.7830000000001,1354.75,0,x,0,1354.75,1.7268054940186088,58.926142381790015,58.92709960277631,0,kth,0,231.7620427790137,2.9,2.9,0,tth,0,-2.9,46365.0,10.0,19487.0,0.0,11285.0,0.1
1638737923.1667275,1349.695,1349.7222222222222,0,x,0,1349.7222222222222,1.6244010647737355,58.97414238179002,58.97709960277629,0,kth,0,231.71204277901373,3.0,3.0,0,tth,0,-3.0,47520.0,10.0,18307.0,0.0,11270.0,0.1
1638737924.4372644,1344.699,1344.6944444444443,0,x,0,1344.6944444444443,1.5159258273445124,59.025142381790005,59.027099602776275,0,kth,0,231.66204277901375,3.1,3.1,0,tth,0,-3.1,48436.0,9.0,17086.0,0.0,11271.0,0.1
