time,kappa_motors_m4,kappa_motors_m4_user_setpoint,kappa_motors_m4_sync,kappa_motors_m4_desc,kappa_motors_m4_homf,kappa_motors_m4_dval,D3,scaler_time
1638552892.8975449,-289.829,-289.824,0,z,0,-289.824,18903.0,0.1
1638552893.117418,-279.82800000000003,-279.824,0,z,0,-279.824,18508.0,0.1
1638552893.3410025,-269.837,-269.824,0,z,0,-269.824,17931.0,0.1
1638552893.5615141,-259.837,-259.824,0,z,0,-259.824,17392.0,0.1
1638552893.785647,-249.823,-249.824,0,z,0,-249.824,16749.0,0.1
1638552894.0088592,-239.833,-239.824,0,z,0,-239.824,16272.0,0.1
1638552894.2311714,-229.824,-229.824,0,z,0,-229.824,15819.0,0.1
1638552894.4556508,-219.828,-219.824,0,z,0,-219.824,15463.0,0.1
1638552894.683038,-209.83,-209.824,0,z,0,-209.824,14960.0,0.1
1638552894.904549,-199.839,-199.824,0,z,0,-199.824,14462.0,0.1
1638552895.12644,-189.848,-189.824,0,z,0,-189.824,13745.0,0.1
1638552895.3496308,-179.83700000000002,-179.824,0,z,0,-179.824,13231.0,0.1
1638552895.571838,-169.83100000000002,-169.824,0,z,0,-169.824,12698.0,0.1
1638552895.796712,-159.826,-159.824,0,z,0,-159.824,12319.0,0.1
1638552896.0210936,-149.829,-149.824,0,z,0,-149.824,11984.0,0.1
1638552896.2410035,-139.844,-139.824,0,z,0,-139.824,11563.0,0.1
1638552896.4630115,-129.825,-129.824,0,z,0,-129.824,11038.0,0.1
1638552896.6929705,-119.827,-119.824,0,z,0,-119.824,10447.0,0.1
1638552896.9231672,-109.82600000000001,-109.824,0,z,0,-109.824,9831.0,0.1
1638552897.1438847,-99.848,-99.824,0,z,0,-99.824,9298.0,0.1
1638552897.3612614,-89.85000000000001,-89.824,0,z,0,-89.824,8884.0,0.1
1638552897.634492,-79.82900000000001,-79.824,0,z,0,-79.824,8541.0,0.1
1638552897.852173,-69.836,-69.824,0,z,0,-69.824,8203.0,0.1
1638552898.125268,-59.817,-59.824,0,z,0,-59.824,7864.0,0.1
1638552898.343786,-49.839,-49.824,0,z,0,-49.824,7229.0,0.1
1638552898.6186066,-39.834,-39.824,0,z,0,-39.824,6683.0,0.1
1638552898.8909535,-29.82,-29.823999999999998,0,z,0,-29.823999999999998,6263.0,0.1
1638552899.1665533,-19.822,-19.823999999999998,0,z,0,-19.823999999999998,5903.0,0.1
1638552899.438387,-9.825000000000001,-9.823999999999998,0,z,0,-9.823999999999998,5613.0,0.1
1638552899.7135806,0.162,0.17600000000000193,0,z,0,0.17600000000000193,5297.0,0.1
1638552899.9901986,10.167,10.176000000000002,0,z,0,10.176000000000002,5058.0,0.1
1638552900.266055,20.169,20.176000000000002,0,z,0,20.176000000000002,4723.0,0.1
1638552900.5396187,30.177,30.176000000000002,0,z,0,30.176000000000002,4303.0,0.1
1638552900.8232508,40.174,40.176,0,z,0,40.176,3821.0,0.1
1638552901.1551223,50.175000000000004,50.176,0,z,0,50.176,3391.0,0.1
1638552901.4828002,60.178000000000004,60.176,0,z,0,60.176,3182.0,0.1
1638552901.8195593,70.165,70.176,0,z,0,70.176,3017.0,0.1
1638552902.0938225,80.176,80.176,0,z,0,80.176,2850.0,0.1
1638552902.3674936,90.179,90.176,0,z,0,90.176,2687.0,0.1
1638552902.6406384,100.177,100.176,0,z,0,100.176,2448.0,0.1
1638552902.8670502,110.177,110.176,0,z,0,110.176,2199.0,0.1
1638552903.0901437,120.155,120.176,0,z,0,120.176,1934.0,0.1
1638552903.3112657,130.16400000000002,130.176,0,z,0,130.176,1759.0,0.1
1638552903.531646,140.16,140.176,0,z,0,140.176,1636.0,0.1
1638552903.7566824,150.173,150.176,0,z,0,150.176,1561.0,0.1
1638552903.9769423,160.162,160.176,0,z,0,160.176,1468.0,0.1
1638552904.1974838,170.161,170.176,0,z,0,170.176,1409.0,0.1
1638552904.4198198,180.165,180.176,0,z,0,180.176,1299.0,0.1
1638552904.640861,190.171,190.176,0,z,0,190.176,1165.0,0.1
1638552904.861203,200.16,200.176,0,z,0,200.176,1027.0,0.1
1638552905.082456,210.17000000000002,210.176,0,z,0,210.176,969.0,0.1
1638552905.302073,220.162,220.176,0,z,0,220.176,905.0,0.1
1638552905.5246546,230.157,230.176,0,z,0,230.176,853.0,0.1
1638552905.802191,240.172,240.176,0,z,0,240.176,830.0,0.1
1638552906.0777097,250.174,250.176,0,z,0,250.176,797.0,0.1
1638552906.2965662,260.159,260.176,0,z,0,260.176,746.0,0.1
1638552906.5161464,270.158,270.176,0,z,0,270.176,693.0,0.1
1638552906.7345984,280.168,280.176,0,z,0,280.176,650.0,0.1
1638552906.9555573,290.165,290.176,0,z,0,290.176,621.0,0.1
1638552907.1730645,300.16,300.176,0,z,0,300.176,603.0,0.1
1638552907.3928947,310.171,310.176,0,z,0,310.176,592.0,0.1
1638552907.6692,320.175,320.176,0,z,0,320.176,576.0,0.1
1638552907.94602,330.178,330.176,0,z,0,330.176,563.0,0.1
1638552908.2216005,340.171,340.176,0,z,0,340.176,549.0,0.1
1638552908.5014086,350.176,350.176,0,z,0,350.176,532.0,0.1
1638552908.7796235,360.175,360.176,0,z,0,360.176,521.0,0.1
1638552909.0572522,370.176,370.176,0,z,0,370.176,510.0,0.1
1638552909.3330445,380.171,380.176,0,z,0,380.176,499.0,0.1
1638552909.5559115,390.165,390.176,0,z,0,390.176,490.0,0.1
1638552909.8270679,400.175,400.176,0,z,0,400.176,481.0,0.1
1638552910.1052463,410.173,410.176,0,z,0,410.176,475.0,0.1
1638552910.3874886,420.17900000000003,420.176,0,z,0,420.176,465.0,0.1
1638552910.6640594,430.166,430.176,0,z,0,430.176,459.0,0.1
1638552910.9486604,440.17,440.176,0,z,0,440.176,451.0,0.1
1638552911.2272456,450.185,450.176,0,z,0,450.176,448.0,0.1
1638552911.5072172,460.173,460.176,0,z,0,460.176,441.0,0.1
1638552911.7844388,470.16700000000003,470.176,0,z,0,470.176,435.0,0.1
1638552912.0613022,480.173,480.176,0,z,0,480.176,431.0,0.1
1638552912.3374422,490.181,490.176,0,z,0,490.176,423.0,0.1
1638552912.614373,500.17,500.176,0,z,0,500.176,417.0,0.1
1638552912.8913383,510.176,510.176,0,z,0,510.176,415.0,0.1
1638552913.1682038,520.173,520.176,0,z,0,520.176,410.0,0.1
1638552913.4473302,530.17,530.176,0,z,0,530.176,406.0,0.1
1638552913.7243457,540.17,540.176,0,z,0,540.176,402.0,0.1
1638552913.9452069,550.159,550.176,0,z,0,550.176,397.0,0.1
1638552914.1681447,560.16,560.176,0,z,0,560.176,393.0,0.1
1638552914.3903084,570.172,570.176,0,z,0,570.176,388.0,0.1
1638552914.6143296,580.173,580.176,0,z,0,580.176,385.0,0.1
1638552914.8342776,590.1750000000001,590.176,0,z,0,590.176,380.0,0.1
1638552915.055254,600.168,600.176,0,z,0,600.176,378.0,0.1
1638552915.2775145,610.167,610.176,0,z,0,610.176,374.0,0.1
1638552915.4984527,620.16,620.176,0,z,0,620.176,371.0,0.1
1638552915.7181387,630.171,630.176,0,z,0,630.176,366.0,0.1
1638552915.9491534,640.179,640.176,0,z,0,640.176,364.0,0.1
1638552916.1734293,650.154,650.176,0,z,0,650.176,359.0,0.1
