time,D4calc,kappa_motors_m8,kappa_motors_m8_user_setpoint,kappa_motors_m8_sync,kappa_motors_m8_desc,kappa_motors_m8_homf,kappa_motors_m8_dval,TEY,D3,D4,MCP,mesh,scaler_time,kappa_motors_m9,kappa_motors_m9_user_setpoint,kappa_motors_m9_sync,kappa_motors_m9_desc,kappa_motors_m9_homf,kappa_motors_m9_dval
1638576289.689135,2.3483727399165506,65.07314238179,65.07239670795883,0,kth,0,225.6167456738312,7190.0,11.0,42212.0,0.0,17975.0,0.1,15.5,15.5,0,tth,0,-15.5
1638576290.3619316,2.4964968861209966,65.11914238179003,65.12239670795881,0,kth,0,225.5667456738312,7025.0,10.0,44897.0,0.0,17984.0,0.1,15.6,15.6,0,tth,0,-15.6
1638576291.0348103,2.5966218468718747,65.17114238179002,65.1723967079588,0,kth,0,225.51674567383122,6974.0,10.0,46734.0,0.0,17998.0,0.1,15.700000000000001,15.7,0,tth,0,-15.7
1638576291.66846,2.621036822783402,65.22614238179003,65.22239670795881,0,kth,0,225.4667456738312,6842.0,10.0,47121.0,0.0,17978.0,0.1,15.8,15.8,0,tth,0,-15.8
1638576292.3214824,2.552657918149466,65.27314238179002,65.27239670795882,0,kth,0,225.4167456738312,6932.0,10.0,45907.0,0.0,17984.0,0.1,15.9,15.9,0,tth,0,-15.9
1638576292.9725862,2.4229763560500697,65.32014238179002,65.32239670795883,0,kth,0,225.3667456738312,6886.0,9.0,43553.0,0.0,17975.0,0.1,16.0,16.0,0,tth,0,-16.0
1638576293.5974207,2.273045702212832,65.37414238179002,65.37239670795881,0,kth,0,225.3167456738312,6686.0,10.0,40883.0,0.0,17986.0,0.1,16.1,16.1,0,tth,0,-16.1
1638576294.3581073,2.0686836104777266,65.42714238179002,65.4223967079588,0,kth,0,225.26674567383122,6701.0,10.0,37197.0,0.0,17981.0,0.1,16.2,16.2,0,tth,0,-16.2
1638576295.019001,1.816477525589675,65.47414238179002,65.47239670795881,0,kth,0,225.2167456738312,6689.0,10.0,32653.0,0.0,17976.0,0.1,16.3,16.3,0,tth,0,-16.3
1638576295.6577792,1.5953201422854602,65.52314238179002,65.52239670795882,0,kth,0,225.1667456738312,6656.0,10.0,28703.0,0.0,17992.0,0.1,16.4,16.4,0,tth,0,-16.4
1638576296.281989,1.3998330550918197,65.57214238179,65.57239670795883,0,kth,0,225.1167456738312,6592.0,10.0,25155.0,0.0,17970.0,0.1,16.5,16.5,0,tth,0,-16.5
1638576296.9262154,1.2567101013475888,65.62514238179003,65.62239670795881,0,kth,0,225.0667456738312,6572.0,9.0,22568.0,0.0,17958.0,0.1,16.6,16.6,0,tth,0,-16.6
1638576297.6037576,1.144247886070316,65.67614238179002,65.6723967079588,0,kth,0,225.01674567383122,6422.0,9.0,20569.0,0.0,17976.0,0.1,16.7,16.7,0,tth,0,-16.7
1638576298.2402325,1.0698101653398653,65.72014238179003,65.72239670795881,0,kth,0,224.9667456738312,6390.0,10.0,19217.0,0.0,17963.0,0.1,16.8,16.8,0,tth,0,-16.8
1638576298.9076903,1.0495826377295492,65.77114238179001,65.77239670795882,0,kth,0,224.9167456738312,6462.0,9.0,18861.0,0.0,17970.0,0.1,16.9,16.9,0,tth,0,-16.9
1638576299.6118875,1.054850206036307,65.81914238179002,65.82239670795883,0,kth,0,224.8667456738312,6384.0,9.0,18943.0,0.0,17958.0,0.1,17.0,17.0,0,tth,0,-17.0
1638576300.3128998,1.0790015010841163,65.87014238179,65.87239670795881,0,kth,0,224.8167456738312,6350.0,10.0,19408.0,0.0,17987.0,0.1,17.1,17.1,0,tth,0,-17.1
1638576301.003464,1.0760015601493287,65.92614238179002,65.9223967079588,0,kth,0,224.76674567383122,6270.0,9.0,19311.0,0.0,17947.0,0.1,17.2,17.2,0,tth,0,-17.2
1638576301.6433702,1.1375681995323461,65.96814238179002,65.97239670795881,0,kth,0,224.7167456738312,6294.0,9.0,20433.0,0.0,17962.0,0.1,17.3,17.3,0,tth,0,-17.3
1638576302.3741527,1.1553289876873363,66.01814238179003,66.02239670795882,0,kth,0,224.6667456738312,6223.0,9.0,20737.0,0.0,17949.0,0.1,17.400000000000002,17.4,0,tth,0,-17.4
1638576303.022806,1.166388146167558,66.07214238179,66.07239670795883,0,kth,0,224.6167456738312,6110.0,10.0,20939.0,0.0,17952.0,0.1,17.5,17.5,0,tth,0,-17.5
1638576303.6709635,1.1633699225497298,66.12014238179,66.12239670795881,0,kth,0,224.5667456738312,6157.0,10.0,20879.0,0.0,17947.0,0.1,17.6,17.6,0,tth,0,-17.6
1638576304.3400147,1.1434617955001114,66.17414238179,66.1723967079588,0,kth,0,224.51674567383122,6192.0,11.0,20532.0,0.0,17956.0,0.1,17.7,17.7,0,tth,0,-17.7
1638576304.9822729,1.1215764863059452,66.22314238179001,66.22239670795881,0,kth,0,224.4667456738312,6121.0,9.0,20148.0,0.0,17964.0,0.1,17.8,17.8,0,tth,0,-17.8
1638576305.6384459,1.0898106904231626,66.27314238179002,66.27239670795882,0,kth,0,224.4167456738312,6041.0,9.0,19573.0,0.0,17960.0,0.1,17.900000000000002,17.9,0,tth,0,-17.9
1638576306.2726033,1.0393051998663847,66.31914238179002,66.32239670795883,0,kth,0,224.3667456738312,5996.0,10.0,18668.0,0.0,17962.0,0.1,18.0,18.0,0,tth,0,-18.0
1638576307.0666487,1.0017812413025327,66.36914238179003,66.37239670795881,0,kth,0,224.3167456738312,5893.0,9.0,17997.0,0.0,17965.0,0.1,18.1,18.1,0,tth,0,-18.1
1638576307.7480047,0.9950475766512715,66.42714238179002,66.4223967079588,0,kth,0,224.26674567383122,5886.0,9.0,17882.0,0.0,17971.0,0.1,18.2,18.2,0,tth,0,-18.2
1638576308.41144,0.9305740987983978,66.47214238179001,66.47239670795881,0,kth,0,224.2167456738312,5877.0,10.0,16728.0,0.0,17976.0,0.1,18.3,18.3,0,tth,0,-18.3
1638576309.0515509,0.917923320905904,66.52614238179001,66.52239670795882,0,kth,0,224.1667456738312,5908.0,9.0,16496.0,0.0,17971.0,0.1,18.400000000000002,18.4,0,tth,0,-18.4
1638576309.687618,0.8833453978506598,66.57614238179002,66.57239670795883,0,kth,0,224.1167456738312,5833.0,9.0,15864.0,0.0,17959.0,0.1,18.5,18.5,0,tth,0,-18.5
1638576310.5059474,0.8519507986864808,66.62714238179001,66.62239670795881,0,kth,0,224.0667456738312,5845.0,9.0,15307.0,0.0,17967.0,0.1,18.6,18.6,0,tth,0,-18.6
1638576311.1478522,0.8266577659101023,66.67414238179,66.6723967079588,0,kth,0,224.01674567383122,5800.0,9.0,14860.0,0.0,17976.0,0.1,18.7,18.7,0,tth,0,-18.7
1638576311.7856524,0.7979185218165628,66.72614238179003,66.72239670795881,0,kth,0,223.9667456738312,5750.0,10.0,14337.0,0.0,17968.0,0.1,18.8,18.8,0,tth,0,-18.8
1638576312.4123788,0.7748970735506843,66.77514238179,66.77239670795882,0,kth,0,223.9167456738312,5707.0,9.0,13928.0,0.0,17974.0,0.1,18.900000000000002,18.9,0,tth,0,-18.9
1638576313.048507,0.7549679933203451,66.82014238179002,66.82239670795883,0,kth,0,223.8667456738312,5730.0,9.0,13563.0,0.0,17965.0,0.1,19.0,19.0,0,tth,0,-19.0
1638576313.7159665,0.7418906136983253,66.87114238179001,66.87239670795881,0,kth,0,223.8167456738312,5674.0,10.0,13334.0,0.0,17973.0,0.1,19.1,19.1,0,tth,0,-19.1
1638576314.3905637,0.7168718320057929,66.92014238179001,66.9223967079588,0,kth,0,223.76674567383122,5617.0,9.0,12870.0,0.0,17953.0,0.1,19.2,19.2,0,tth,0,-19.2
1638576315.0234044,0.7004844367726488,66.96914238179002,66.97239670795881,0,kth,0,223.7167456738312,5657.0,9.0,12580.0,0.0,17959.0,0.1,19.3,19.3,0,tth,0,-19.3
1638576315.7103088,0.6919523597506678,67.02114238179001,67.02239670795882,0,kth,0,223.6667456738312,5617.0,10.0,12433.0,0.0,17968.0,0.1,19.400000000000002,19.4,0,tth,0,-19.4
1638576316.4899538,0.6602249944308309,67.06814238179001,67.07239670795883,0,kth,0,223.6167456738312,5554.0,9.0,11855.0,0.0,17956.0,0.1,19.5,19.5,0,tth,0,-19.5
1638576317.1333053,0.6571508069003895,67.12014238179,67.12239670795881,0,kth,0,223.5667456738312,5510.0,9.0,11809.0,0.0,17970.0,0.1,19.6,19.6,0,tth,0,-19.6
1638576317.7695534,0.6461872667520748,67.17114238179002,67.1723967079588,0,kth,0,223.51674567383122,5494.0,10.0,11601.0,0.0,17953.0,0.1,19.7,19.7,0,tth,0,-19.7
1638576318.4892652,0.6393250918810558,67.22014238179003,67.22239670795881,0,kth,0,223.4667456738312,5500.0,8.0,11481.0,0.0,17958.0,0.1,19.8,19.8,0,tth,0,-19.8
1638576319.1246467,0.6266288005345807,67.27114238179001,67.27239670795882,0,kth,0,223.4167456738312,5574.0,9.0,11253.0,0.0,17958.0,0.1,19.900000000000002,19.9,0,tth,0,-19.9
1638576319.820913,0.6409670770430617,67.32714238179003,67.32239670795883,0,kth,0,223.3667456738312,5523.0,10.0,11506.0,0.0,17951.0,0.1,20.0,20.0,0,tth,0,-20.0
1638576320.7184138,0.6351998218857843,67.37714238179001,67.37239670795881,0,kth,0,223.3167456738312,5383.0,9.0,11412.0,0.0,17966.0,0.1,20.1,20.1,0,tth,0,-20.1
1638576321.3542705,0.6069080779944289,67.42114238179002,67.4223967079588,0,kth,0,223.26674567383122,5353.0,10.0,10894.0,0.0,17950.0,0.1,20.2,20.2,0,tth,0,-20.2
1638576322.003812,0.6182304435034545,67.47714238179,67.47239670795881,0,kth,0,223.2167456738312,5342.0,10.0,11096.0,0.0,17948.0,0.1,20.3,20.3,0,tth,0,-20.3
1638576322.6586542,0.6004566210045662,67.52514238179,67.52239670795882,0,kth,0,223.1667456738312,5321.0,8.0,10783.0,0.0,17958.0,0.1,20.400000000000002,20.4,0,tth,0,-20.4
1638576323.3613324,0.5811322857461273,67.57214238179,67.57239670795883,0,kth,0,223.1167456738312,5405.0,10.0,10429.0,0.0,17946.0,0.1,20.5,20.5,0,tth,0,-20.5
1638576324.0107212,0.5710623118938802,67.62314238179002,67.62239670795881,0,kth,0,223.0667456738312,5266.0,9.0,10246.0,0.0,17942.0,0.1,20.6,20.6,0,tth,0,-20.6
1638576324.6388946,0.5593739556644759,67.67014238179001,67.6723967079588,0,kth,0,223.01674567383122,5317.0,9.0,10043.0,0.0,17954.0,0.1,20.7,20.7,0,tth,0,-20.7
1638576325.371185,0.5568010707712899,67.72614238179003,67.72239670795881,0,kth,0,222.9667456738312,5253.0,9.0,9984.0,0.0,17931.0,0.1,20.8,20.8,0,tth,0,-20.8
1638576326.030363,0.5410100785121666,67.77014238179001,67.77239670795882,0,kth,0,222.9167456738312,5212.0,9.0,9716.0,0.0,17959.0,0.1,20.900000000000002,20.9,0,tth,0,-20.9
1638576326.7293007,0.5341877960434661,67.82014238179002,67.82239670795883,0,kth,0,222.8667456738312,5131.0,9.0,9586.0,0.0,17945.0,0.1,21.0,21.0,0,tth,0,-21.0
1638576327.8750308,0.5269230769230769,67.87614238179,67.87239670795881,0,kth,0,222.8167456738312,5189.0,9.0,9453.0,0.0,17940.0,0.1,21.1,21.1,0,tth,0,-21.1
1638576328.5419416,0.5125591757170704,67.91914238179001,67.9223967079588,0,kth,0,222.76674567383122,5129.0,10.0,9203.0,0.0,17955.0,0.1,21.2,21.2,0,tth,0,-21.2
1638576329.1913,0.5077214695880025,67.97214238179001,67.97239670795881,0,kth,0,222.7167456738312,5132.0,10.0,9107.0,0.0,17937.0,0.1,21.3,21.3,0,tth,0,-21.3
1638576329.8290994,0.5014772283850828,68.02014238179001,68.02239670795882,0,kth,0,222.6667456738312,5052.0,10.0,8996.0,0.0,17939.0,0.1,21.400000000000002,21.4,0,tth,0,-21.4
1638576331.3870177,0.4852268926301706,68.06814238179001,68.07239670795883,0,kth,0,222.6167456738312,5200.0,10.0,8704.0,0.0,17938.0,0.1,21.5,21.5,0,tth,0,-21.5
1638576332.7918055,0.49080677512814797,68.12614238179,68.12239670795881,0,kth,0,222.5667456738312,5130.0,9.0,8809.0,0.0,17948.0,0.1,21.6,21.6,0,tth,0,-21.6
1638576333.7736056,0.47211066488174924,68.16814238179,68.1723967079588,0,kth,0,222.51674567383122,4993.0,10.0,8464.0,0.0,17928.0,0.1,21.7,21.7,0,tth,0,-21.7
1638576334.8231006,0.4628504542667633,68.21814238179002,68.22239670795881,0,kth,0,222.4667456738312,5081.0,9.0,8304.0,0.0,17941.0,0.1,21.8,21.8,0,tth,0,-21.8
1638576335.4865274,0.45599553820412714,68.27314238179002,68.27239670795882,0,kth,0,222.4167456738312,4950.0,9.0,8176.0,0.0,17930.0,0.1,21.900000000000002,21.9,0,tth,0,-21.9
1638576336.1469526,0.44284679262107784,68.32714238179003,68.32239670795883,0,kth,0,222.3667456738312,5006.0,9.0,7946.0,0.0,17943.0,0.1,22.0,22.0,0,tth,0,-22.0
1638576337.3628178,0.44074878823332775,68.37614238179,68.37239670795881,0,kth,0,222.3167456738312,4961.0,9.0,7911.0,0.0,17949.0,0.1,22.1,22.1,0,tth,0,-22.1
1638576338.026227,0.42845202273487126,68.42314238179003,68.4223967079588,0,kth,0,222.26674567383122,4907.0,9.0,7689.0,0.0,17946.0,0.1,22.2,22.2,0,tth,0,-22.2
1638576338.8187637,0.4191696851490666,68.47714238179,68.47239670795881,0,kth,0,222.2167456738312,4937.0,9.0,7522.0,0.0,17945.0,0.1,22.3,22.3,0,tth,0,-22.3
1638576339.4483087,0.4004348310848478,68.52014238179001,68.52239670795882,0,kth,0,222.1667456738312,4871.0,10.0,7183.0,0.0,17938.0,0.1,22.400000000000002,22.4,0,tth,0,-22.4
1638576340.0760338,0.39702523536293244,68.57414238179001,68.57239670795883,0,kth,0,222.1167456738312,4881.0,9.0,7127.0,0.0,17951.0,0.1,22.5,22.5,0,tth,0,-22.5
1638576340.704407,0.3888919868399041,68.62414238179002,68.62239670795881,0,kth,0,222.0667456738312,4841.0,9.0,6974.0,0.0,17933.0,0.1,22.6,22.6,0,tth,0,-22.6
1638576341.3431766,0.38231853378641856,68.67414238179,68.6723967079588,0,kth,0,222.01674567383122,4878.0,9.0,6863.0,0.0,17951.0,0.1,22.7,22.7,0,tth,0,-22.7
