time,kappa_motors_m9,kappa_motors_m9_user_setpoint,kappa_motors_m9_sync,kappa_motors_m9_desc,kappa_motors_m9_homf,kappa_motors_m9_dval,TEY,D3,D4,MCP,mesh,scaler_time
1638729655.8128734,-0.25,-0.25,0,tth,0,0.25,116.0,20.0,326.0,0.0,16517.0,0.2
1638729656.6821818,-0.24,-0.24,0,tth,0,0.24,172.0,19.0,404.0,0.0,16519.0,0.2
1638729657.6512225,-0.23,-0.23,0,tth,0,0.23,108.0,20.0,534.0,0.0,16525.0,0.2
1638729658.5063882,-0.22,-0.22,0,tth,0,0.22,117.0,18.0,687.0,0.0,16507.0,0.2
1638729659.5460742,-0.21,-0.21,0,tth,0,0.21,107.0,20.0,945.0,0.0,16508.0,0.2
1638729660.3541353,-0.2,-0.2,0,tth,0,0.2,101.0,18.0,1266.0,0.0,16506.0,0.2
1638729661.197615,-0.19,-0.19,0,tth,0,0.19,86.0,19.0,1765.0,0.0,16506.0,0.2
1638729662.0159485,-0.18,-0.18,0,tth,0,0.18,138.0,20.0,2338.0,0.0,16504.0,0.2
1638729662.8627377,-0.17,-0.16999999999999998,0,tth,0,0.16999999999999998,71.0,18.0,3333.0,0.0,16522.0,0.2
1638729663.732283,-0.16,-0.16,0,tth,0,0.16,111.0,20.0,4388.0,0.0,16510.0,0.2
1638729664.5549488,-0.15,-0.15,0,tth,0,0.15,80.0,19.0,6039.0,0.0,16508.0,0.2
1638729665.3702357,-0.14,-0.14,0,tth,0,0.14,132.0,19.0,7670.0,0.0,16512.0,0.2
1638729666.1902425,-0.13,-0.13,0,tth,0,0.13,152.0,18.0,10080.0,0.0,16502.0,0.2
1638729667.0525198,-0.12,-0.12,0,tth,0,0.12,67.0,18.0,12494.0,0.0,16519.0,0.2
1638729667.8761773,-0.11,-0.10999999999999999,0,tth,0,0.10999999999999999,134.0,19.0,15503.0,0.0,16506.0,0.2
1638729668.772948,-0.1,-0.1,0,tth,0,0.1,91.0,19.0,18548.0,0.0,16510.0,0.2
1638729669.6688075,-0.09,-0.09,0,tth,0,0.09,147.0,20.0,21959.0,0.0,16504.0,0.2
1638729670.5569744,-0.08,-0.07999999999999999,0,tth,0,0.07999999999999999,99.0,18.0,25509.0,0.0,16509.0,0.2
1638729671.404526,-0.07,-0.07,0,tth,0,0.07,104.0,20.0,29041.0,0.0,16508.0,0.2
1638729672.2431693,-0.06,-0.06,0,tth,0,0.06,121.0,18.0,32589.0,0.0,16506.0,0.2
1638729673.1008427,-0.05,-0.04999999999999999,0,tth,0,0.04999999999999999,72.0,19.0,35983.0,0.0,16504.0,0.2
1638729673.9457753,-0.04,-0.04000000000000001,0,tth,0,0.04000000000000001,97.0,19.0,39671.0,0.0,16509.0,0.2
1638729674.8028107,-0.03,-0.03,0,tth,0,0.03,122.0,19.0,42591.0,0.0,16512.0,0.2
1638729675.6009667,-0.02,-0.01999999999999999,0,tth,0,0.01999999999999999,137.0,19.0,45822.0,0.0,16502.0,0.2
1638729676.4598784,-0.01,-0.010000000000000009,0,tth,0,0.010000000000000009,142.0,18.0,48077.0,0.0,16506.0,0.2
1638729677.3029144,0.0,0.0,0,tth,0,-0.0,121.0,19.0,50244.0,0.0,16502.0,0.2
1638729678.16843,0.01,0.010000000000000009,0,tth,0,-0.010000000000000009,121.0,19.0,51370.0,0.0,16505.0,0.2
1638729679.0246856,0.02,0.020000000000000018,0,tth,0,-0.020000000000000018,88.0,18.0,52024.0,0.0,16506.0,0.2
1638729679.8519042,0.03,0.030000000000000027,0,tth,0,-0.030000000000000027,95.0,19.0,51746.0,0.0,16497.0,0.2
1638729680.675459,0.04,0.03999999999999998,0,tth,0,-0.03999999999999998,111.0,18.0,50893.0,0.0,16516.0,0.2
1638729681.535493,0.05,0.04999999999999999,0,tth,0,-0.04999999999999999,134.0,20.0,49302.0,0.0,16502.0,0.2
1638729682.4282193,0.06,0.06,0,tth,0,-0.06,116.0,19.0,47165.0,0.0,16512.0,0.2
1638729683.256205,0.07,0.07,0,tth,0,-0.07,133.0,18.0,44577.0,0.0,16511.0,0.2
1638729684.1368763,0.08,0.08000000000000002,0,tth,0,-0.08000000000000002,141.0,19.0,41540.0,0.0,16509.0,0.2
1638729684.9675658,0.09,0.09000000000000002,0,tth,0,-0.09000000000000002,66.0,18.0,38289.0,0.0,16505.0,0.2
1638729685.8728054,0.1,0.10000000000000003,0,tth,0,-0.10000000000000003,148.0,19.0,34642.0,0.0,16505.0,0.2
1638729686.7413235,0.11,0.10999999999999999,0,tth,0,-0.10999999999999999,158.0,18.0,30889.0,0.0,16500.0,0.2
1638729687.5798764,0.12,0.12,0,tth,0,-0.12,126.0,19.0,26984.0,0.0,16502.0,0.2
1638729688.4553194,0.13,0.13,0,tth,0,-0.13,176.0,19.0,23468.0,0.0,16510.0,0.2
1638729689.3035085,0.14,0.14,0,tth,0,-0.14,168.0,19.0,19757.0,0.0,16493.0,0.2
1638729690.1494849,0.15,0.15000000000000002,0,tth,0,-0.15000000000000002,124.0,19.0,16617.0,0.0,16501.0,0.2
1638729690.9390564,0.16,0.16000000000000003,0,tth,0,-0.16000000000000003,111.0,18.0,13193.0,0.0,16505.0,0.2
1638729691.7855272,0.17,0.16999999999999998,0,tth,0,-0.16999999999999998,132.0,19.0,10676.0,0.0,16509.0,0.2
1638729692.6563048,0.18,0.18,0,tth,0,-0.18,128.0,19.0,7962.0,0.0,16494.0,0.2
1638729693.5334134,0.19,0.19,0,tth,0,-0.19,114.0,19.0,6219.0,0.0,16499.0,0.2
1638729694.3644063,0.2,0.2,0,tth,0,-0.2,118.0,18.0,4258.0,0.0,16491.0,0.2
1638729695.187904,0.21,0.21000000000000002,0,tth,0,-0.21000000000000002,181.0,19.0,3173.0,0.0,16499.0,0.2
1638729696.095898,0.22,0.22000000000000003,0,tth,0,-0.22000000000000003,141.0,20.0,2107.0,0.0,16497.0,0.2
1638729696.947579,0.23,0.22999999999999998,0,tth,0,-0.22999999999999998,88.0,18.0,1583.0,0.0,16493.0,0.2
1638729697.8009322,0.24,0.24,0,tth,0,-0.24,116.0,20.0,1080.0,0.0,16482.0,0.2
1638729698.6070464,0.25,0.25,0,tth,0,-0.25,130.0,19.0,844.0,0.0,16492.0,0.2
