time,D4calc,kappa_motors_m8,kappa_motors_m8_user_setpoint,kappa_motors_m8_sync,kappa_motors_m8_desc,kappa_motors_m8_homf,kappa_motors_m8_dval,TEY,D3,D4,MCP,mesh,scaler_time,kappa_motors_m9,kappa_motors_m9_user_setpoint,kappa_motors_m9_sync,kappa_motors_m9_desc,kappa_motors_m9_homf,kappa_motors_m9_dval
1638575053.5375304,3.584129275877388,60.57214238179,60.57239670795883,0,kth,0,230.1167456738312,16591.0,10.0,64543.0,0.0,18008.0,0.1,6.5,6.5,0,tth,0,-6.5
1638575054.183255,3.5841424846030074,60.61914238179003,60.62239670795881,0,kth,0,230.0667456738312,16288.0,10.0,64597.0,0.0,18023.0,0.1,6.6000000000000005,6.6,0,tth,0,-6.6
1638575054.8126621,3.5889764653641207,60.670142381790015,60.672396707958825,0,kth,0,230.0167456738312,15927.0,10.0,64659.0,0.0,18016.0,0.1,6.7,6.7,0,tth,0,-6.7
1638575055.4706588,3.5877621213802287,60.72614238179003,60.72239670795881,0,kth,0,229.9667456738312,15733.0,10.0,64673.0,0.0,18026.0,0.1,6.8,6.8,0,tth,0,-6.8
1638575056.160605,3.587899290150843,60.77014238179001,60.77239670795882,0,kth,0,229.9167456738312,15591.0,10.0,64697.0,0.0,18032.0,0.1,6.9,6.9,0,tth,0,-6.9
1638575056.8676004,3.5953002610966056,60.82014238179002,60.82239670795883,0,kth,0,229.8667456738312,15431.0,10.0,64719.0,0.0,18001.0,0.1,7.0,7.0,0,tth,0,-7.0
1638575057.5322385,3.5914437909222063,60.86814238179002,60.87239670795881,0,kth,0,229.8167456738312,15305.0,10.0,64725.0,0.0,18022.0,0.1,7.1000000000000005,7.1,0,tth,0,-7.1
1638575058.1696224,3.5931168470718844,60.91914238179001,60.922396707958825,0,kth,0,229.7667456738312,15101.0,11.0,64730.0,0.0,18015.0,0.1,7.2,7.2,0,tth,0,-7.2
1638575058.9985387,3.5968772573206644,60.96914238179002,60.97239670795881,0,kth,0,229.7167456738312,14978.0,10.0,64733.0,0.0,17997.0,0.1,7.3,7.3,0,tth,0,-7.3
1638575059.6339583,3.5910578576579577,61.01814238179003,61.02239670795882,0,kth,0,229.6667456738312,14725.0,10.0,64736.0,0.0,18027.0,0.1,7.4,7.4,0,tth,0,-7.4
