time,TEY,D3,D4,MCP,mesh,scaler_time,kappa_motors_m8,kappa_motors_m8_user_setpoint,kappa_motors_m8_sync,kappa_motors_m8_desc,kappa_motors_m8_homf,kappa_motors_m8_dval,kappa_motors_m9,kappa_motors_m9_user_setpoint,kappa_motors_m9_sync,kappa_motors_m9_desc,kappa_motors_m9_homf,kappa_motors_m9_dval
1638565084.3251252,22805.0,10.0,72688.0,0.0,20641.0,0.1,61.32214238179,61.32239670795883,0,kth,0,229.3667456738312,8.0,8.0,0,tth,0,-8.0
1638565085.3753157,22415.0,9.0,72688.0,0.0,20667.0,0.1,61.36814238179002,61.37239670795881,0,kth,0,229.3167456738312,8.1,8.1,0,tth,0,-8.1
1638565086.3718116,21955.0,9.0,72688.0,0.0,20684.0,0.1,61.42514238179001,61.422396707958825,0,kth,0,229.2667456738312,8.2,8.2,0,tth,0,-8.2
1638565087.351248,21739.0,10.0,70897.0,0.0,20655.0,0.1,61.47114238179,61.47239670795881,0,kth,0,229.2167456738312,8.3,8.3,0,tth,0,-8.3
1638565088.646087,21258.0,10.0,63540.0,0.0,20691.0,0.1,61.519142381790004,61.52239670795882,0,kth,0,229.1667456738312,8.4,8.4,0,tth,0,-8.4
1638565089.6341643,21198.0,10.0,58530.0,0.0,20691.0,0.1,61.57614238179002,61.57239670795883,0,kth,0,229.1167456738312,8.5,8.5,0,tth,0,-8.5
1638565090.6482737,20822.0,9.0,54929.0,0.0,20685.0,0.1,61.61814238179002,61.62239670795881,0,kth,0,229.0667456738312,8.6,8.6,0,tth,0,-8.6
1638565091.6332042,20631.0,10.0,53931.0,0.0,20662.0,0.1,61.67114238179002,61.672396707958825,0,kth,0,229.0167456738312,8.700000000000001,8.7,0,tth,0,-8.7
1638565092.6833203,20384.0,9.0,54029.0,0.0,20663.0,0.1,61.72414238179002,61.72239670795881,0,kth,0,228.9667456738312,8.8,8.8,0,tth,0,-8.8
1638565093.6529744,20145.0,10.0,53598.0,0.0,20680.0,0.1,61.77214238179002,61.77239670795882,0,kth,0,228.9167456738312,8.9,8.9,0,tth,0,-8.9
1638565094.6220222,19995.0,9.0,55009.0,0.0,20659.0,0.1,61.82614238179002,61.82239670795883,0,kth,0,228.8667456738312,9.0,9.0,0,tth,0,-9.0
1638565095.950975,19785.0,9.0,53261.0,0.0,20671.0,0.1,61.87714238179001,61.87239670795881,0,kth,0,228.8167456738312,9.1,9.1,0,tth,0,-9.1
1638565097.3616645,19644.0,9.0,49106.0,0.0,20650.0,0.1,61.91914238179001,61.922396707958825,0,kth,0,228.7667456738312,9.200000000000001,9.2,0,tth,0,-9.2
