time,TEY,D3,D4,MCP,mesh,scaler_time,kappa_motors_m9,kappa_motors_m9_user_setpoint,kappa_motors_m9_sync,kappa_motors_m9_desc,kappa_motors_m9_homf,kappa_motors_m9_dval
1638751813.0743413,60.0,10.0,9.0,0.0,2516.0,0.1,-0.25,-0.25,0,tth,0,0.25
1638751813.804863,63.0,10.0,9.0,0.0,2518.0,0.1,-0.24,-0.24,0,tth,0,0.24
1638751814.5922303,76.0,9.0,8.0,0.0,2517.0,0.1,-0.23,-0.23,0,tth,0,0.23
1638751815.371058,64.0,10.0,9.0,0.0,2518.0,0.1,-0.22,-0.22,0,tth,0,0.22
1638751816.1291587,44.0,10.0,9.0,0.0,2516.0,0.1,-0.21,-0.21,0,tth,0,0.21
1638751816.8488352,56.0,10.0,8.0,0.0,2518.0,0.1,-0.2,-0.2,0,tth,0,0.2
1638751817.6417239,43.0,10.0,10.0,0.0,2517.0,0.1,-0.19,-0.19,0,tth,0,0.19
1638751818.4388475,63.0,9.0,9.0,0.0,2520.0,0.1,-0.18,-0.18,0,tth,0,0.18
1638751819.199004,46.0,10.0,10.0,0.0,2518.0,0.1,-0.17,-0.16999999999999998,0,tth,0,0.16999999999999998
1638751819.9670086,56.0,10.0,13.0,0.0,2517.0,0.1,-0.16,-0.16,0,tth,0,0.16
1638751820.703339,57.0,9.0,21.0,0.0,2519.0,0.1,-0.15,-0.15,0,tth,0,0.15
1638751821.4708211,32.0,10.0,82.0,0.0,2520.0,0.1,-0.14,-0.14,0,tth,0,0.14
1638751822.2344851,47.0,9.0,609.0,0.0,2520.0,0.1,-0.13,-0.13,0,tth,0,0.13
1638751823.0085213,60.0,10.0,1368.0,0.0,2521.0,0.1,-0.12,-0.12,0,tth,0,0.12
1638751823.800102,44.0,10.0,2267.0,0.0,2520.0,0.1,-0.11,-0.10999999999999999,0,tth,0,0.10999999999999999
1638751824.5942893,61.0,9.0,3305.0,0.0,2520.0,0.1,-0.1,-0.1,0,tth,0,0.1
1638751825.3432796,65.0,10.0,4493.0,0.0,2521.0,0.1,-0.09,-0.09,0,tth,0,0.09
1638751826.0996518,50.0,9.0,5763.0,0.0,2515.0,0.1,-0.08,-0.07999999999999999,0,tth,0,0.07999999999999999
1638751826.8174984,52.0,9.0,7065.0,0.0,2517.0,0.1,-0.07,-0.07,0,tth,0,0.07
1638751827.581277,67.0,10.0,8364.0,0.0,2516.0,0.1,-0.06,-0.06,0,tth,0,0.06
1638751828.3269358,26.0,9.0,9606.0,0.0,2519.0,0.1,-0.049,-0.04999999999999999,0,tth,0,0.04999999999999999
1638751829.08701,59.0,9.0,10822.0,0.0,2518.0,0.1,-0.04,-0.04000000000000001,0,tth,0,0.04000000000000001
1638751829.8753104,64.0,10.0,11938.0,0.0,2517.0,0.1,-0.03,-0.03,0,tth,0,0.03
1638751830.5960975,59.0,10.0,12882.0,0.0,2520.0,0.1,-0.02,-0.01999999999999999,0,tth,0,0.01999999999999999
1638751831.44281,52.0,10.0,13773.0,0.0,2522.0,0.1,-0.01,-0.010000000000000009,0,tth,0,0.010000000000000009
1638751832.2351258,67.0,10.0,14514.0,0.0,2519.0,0.1,0.0,0.0,0,tth,0,-0.0
1638751832.9877102,70.0,10.0,15169.0,0.0,2519.0,0.1,0.01,0.010000000000000009,0,tth,0,-0.010000000000000009
1638751833.7247958,59.0,11.0,15706.0,0.0,2521.0,0.1,0.02,0.020000000000000018,0,tth,0,-0.020000000000000018
1638751834.4969757,60.0,10.0,16111.0,0.0,2516.0,0.1,0.03,0.030000000000000027,0,tth,0,-0.030000000000000027
1638751835.279353,41.0,10.0,16243.0,0.0,2517.0,0.1,0.04,0.03999999999999998,0,tth,0,-0.03999999999999998
1638751836.0027845,52.0,10.0,15779.0,0.0,2517.0,0.1,0.05,0.04999999999999999,0,tth,0,-0.04999999999999999
1638751836.7729578,50.0,10.0,15195.0,0.0,2518.0,0.1,0.06,0.06,0,tth,0,-0.06
