time,kappa_motors_m2,kappa_motors_m2_user_setpoint,kappa_motors_m2_sync,kappa_motors_m2_desc,kappa_motors_m2_homf,kappa_motors_m2_dval,D4calc,kappa_motors_m8,kappa_motors_m8_user_setpoint,kappa_motors_m8_sync,kappa_motors_m8_desc,kappa_motors_m8_homf,kappa_motors_m8_dval,kappa_motors_m9,kappa_motors_m9_user_setpoint,kappa_motors_m9_sync,kappa_motors_m9_desc,kappa_motors_m9_homf,kappa_motors_m9_dval,TEY,D3,D4,MCP,mesh,scaler_time
1638738808.5580814,-740.428,-740.4516129032259,0,x,0,-740.4516129032259,1.079750158414049,63.38114238179003,63.3770996027763,0,kth,0,227.31204277901372,11.8,11.8,0,tth,0,-11.8,33017.0,10.0,11928.0,0.0,11047.0,0.1
1638738809.8117375,-745.4780000000001,-745.4677419354839,0,x,0,-745.4677419354839,1.006515247488915,63.43114238179001,63.42709960277631,0,kth,0,227.2620427790137,11.9,11.9,0,tth,0,-11.9,32847.0,10.0,11123.0,0.0,11051.0,0.1
1638738811.0228207,-750.47,-750.483870967742,0,x,0,-750.483870967742,0.9300054259359739,63.47414238179002,63.47709960277629,0,kth,0,227.21204277901373,12.0,12.0,0,tth,0,-12.0,32473.0,9.0,10284.0,0.0,11058.0,0.1
1638738812.3626416,-755.488,-755.5,0,x,0,-755.5,0.8703921746218639,63.531142381790005,63.527099602776275,0,kth,0,227.16204277901375,12.1,12.1,0,tth,0,-12.1,32387.0,9.0,9610.0,0.0,11041.0,0.1
1638738813.6367364,-760.431,-760.516129032258,0,x,0,-760.516129032258,0.7981169654173457,63.57314238179001,63.577099602776286,0,kth,0,227.11204277901373,12.200000000000001,12.2,0,tth,0,-12.2,32136.0,10.0,8816.0,0.0,11046.0,0.1
1638738814.8872168,-765.506,-765.5322580645161,0,x,0,-765.5322580645161,0.7497514685946679,63.62514238179003,63.6270996027763,0,kth,0,227.06204277901372,12.3,12.3,0,tth,0,-12.3,32015.0,10.0,8296.0,0.0,11065.0,0.1
1638738816.1179652,-770.5020000000001,-770.5483870967741,0,x,0,-770.5483870967741,0.7065954944358998,63.680142381790006,63.67709960277631,0,kth,0,227.0120427790137,12.4,12.4,0,tth,0,-12.4,31608.0,9.0,7810.0,0.0,11053.0,0.1
1638738817.4037588,-775.51,-775.5645161290323,0,x,0,-775.5645161290323,0.6521896817481186,63.72414238179002,63.72709960277629,0,kth,0,226.96204277901373,12.5,12.5,0,tth,0,-12.5,31407.0,10.0,7193.0,0.0,11029.0,0.1
1638738818.6448874,-780.6,-780.5806451612904,0,x,0,-780.5806451612904,0.6290994745424896,63.781142381790005,63.777099602776275,0,kth,0,226.91204277901375,12.6,12.6,0,tth,0,-12.6,31231.0,9.0,6944.0,0.0,11038.0,0.1
1638738819.865781,-785.617,-785.5967741935484,0,x,0,-785.5967741935484,0.5870628737090052,63.82614238179002,63.827099602776286,0,kth,0,226.86204277901373,12.700000000000001,12.7,0,tth,0,-12.7,31096.0,10.0,6480.0,0.0,11038.0,0.1
1638738821.0908659,-790.572,-790.6129032258065,0,x,0,-790.6129032258065,0.5613891911498005,63.876142381790004,63.8770996027763,0,kth,0,226.81204277901372,12.8,12.8,0,tth,0,-12.8,30778.0,10.0,6191.0,0.0,11028.0,0.1
1638738822.3640432,-795.592,-795.6290322580645,0,x,0,-795.6290322580645,0.5405822073093316,63.928142381790025,63.92709960277631,0,kth,0,226.7620427790137,12.9,12.9,0,tth,0,-12.9,30594.0,9.0,5961.0,0.0,11027.0,0.1
1638738823.6958199,-800.576,-800.6451612903226,0,x,0,-800.6451612903226,0.5031720137756027,63.97214238179001,63.97709960277629,0,kth,0,226.71204277901373,13.0,13.0,0,tth,0,-13.0,30469.0,10.0,5552.0,0.0,11034.0,0.1
1638738824.9171572,-805.634,-805.6612903225807,0,x,0,-805.6612903225807,0.4757246376811594,64.02514238179,64.02709960277627,0,kth,0,226.66204277901375,13.1,13.100000000000001,0,tth,0,-13.100000000000001,30306.0,9.0,5252.0,0.0,11040.0,0.1
1638738826.180903,-810.686,-810.6774193548388,0,x,0,-810.6774193548388,0.44812562403558137,64.07314238179,64.07709960277629,0,kth,0,226.61204277901373,13.200000000000001,13.2,0,tth,0,-13.2,30022.0,10.0,4937.0,0.0,11017.0,0.1
1638738827.4000561,-815.701,-815.6935483870968,0,x,0,-815.6935483870968,0.4326086956521739,64.12914238179002,64.1270996027763,0,kth,0,226.56204277901372,13.3,13.3,0,tth,0,-13.3,29803.0,10.0,4776.0,0.0,11040.0,0.1
1638738828.6655273,-820.718,-820.7096774193549,0,x,0,-820.7096774193549,0.40771324863883845,64.17914238179003,64.17709960277631,0,kth,0,226.5120427790137,13.4,13.4,0,tth,0,-13.4,29431.0,10.0,4493.0,0.0,11020.0,0.1
1638738829.8850393,-825.687,-825.7258064516129,0,x,0,-825.7258064516129,0.386921474504121,64.22314238179001,64.22709960277629,0,kth,0,226.46204277901373,13.5,13.5,0,tth,0,-13.5,29498.0,10.0,4272.0,0.0,11041.0,0.1
1638738831.1055892,-830.768,-830.741935483871,0,x,0,-830.741935483871,0.37497733454215776,64.27714238179001,64.27709960277627,0,kth,0,226.41204277901375,13.6,13.600000000000001,0,tth,0,-13.600000000000001,29228.0,9.0,4136.0,0.0,11030.0,0.1
1638738832.448262,-835.8100000000001,-835.758064516129,0,x,0,-835.758064516129,0.36235955056179775,64.32714238179003,64.32709960277629,0,kth,0,226.36204277901373,13.700000000000001,13.7,0,tth,0,-13.7,29168.0,9.0,3999.0,0.0,11036.0,0.1
1638738833.7132688,-840.768,-840.7741935483871,0,x,0,-840.7741935483871,0.3532239049605514,64.38014238179002,64.3770996027763,0,kth,0,226.31204277901372,13.8,13.8,0,tth,0,-13.8,28981.0,10.0,3895.0,0.0,11027.0,0.1
1638738834.938615,-845.725,-845.7903225806451,0,x,0,-845.7903225806451,0.33529465013125737,64.42414238179,64.42709960277631,0,kth,0,226.2620427790137,13.9,13.9,0,tth,0,-13.9,28825.0,10.0,3704.0,0.0,11047.0,0.1
1638738836.1871963,-850.772,-850.8064516129033,0,x,0,-850.8064516129033,0.3243635045755187,64.47814238179001,64.47709960277629,0,kth,0,226.21204277901373,14.0,14.0,0,tth,0,-14.0,28586.0,10.0,3580.0,0.0,11037.0,0.1
1638738837.5017707,-855.809,-855.8225806451613,0,x,0,-855.8225806451613,0.30443840579710146,64.52314238179002,64.52709960277627,0,kth,0,226.16204277901375,14.1,14.100000000000001,0,tth,0,-14.100000000000001,28363.0,9.0,3361.0,0.0,11040.0,0.1
1638738838.7404385,-860.878,-860.8387096774194,0,x,0,-860.8387096774194,0.29404309252217997,64.57814238179,64.57709960277629,0,kth,0,226.11204277901373,14.200000000000001,14.2,0,tth,0,-14.2,28331.0,9.0,3248.0,0.0,11046.0,0.1
