time,TEY,D3,D4,MCP,mesh,scaler_time,kappa_motors_m8,kappa_motors_m8_user_setpoint,kappa_motors_m8_sync,kappa_motors_m8_desc,kappa_motors_m8_homf,kappa_motors_m8_dval,kappa_motors_m9,kappa_motors_m9_user_setpoint,kappa_motors_m9_sync,kappa_motors_m9_desc,kappa_motors_m9_homf,kappa_motors_m9_dval
1638565493.2874656,9602.0,9.0,30168.0,0.0,20615.0,0.1,67.32214238179,67.32239670795883,0,kth,0,223.3667456738312,20.0,20.0,0,tth,0,-20.0
1638565494.2768373,9523.0,10.0,32757.0,0.0,20615.0,0.1,67.37614238179,67.37239670795881,0,kth,0,223.3167456738312,20.1,20.1,0,tth,0,-20.1
1638565495.2567132,9506.0,9.0,31323.0,0.0,20626.0,0.1,67.42114238179002,67.4223967079588,0,kth,0,223.26674567383122,20.2,20.2,0,tth,0,-20.2
1638565496.4104238,9422.0,9.0,31723.0,0.0,20610.0,0.1,67.47714238179,67.47239670795881,0,kth,0,223.2167456738312,20.3,20.3,0,tth,0,-20.3
1638565497.4435492,9388.0,9.0,29867.0,0.0,20612.0,0.1,67.51814238179003,67.52239670795882,0,kth,0,223.1667456738312,20.400000000000002,20.4,0,tth,0,-20.4
1638565498.4260595,9412.0,9.0,29178.0,0.0,20626.0,0.1,67.57214238179,67.57239670795883,0,kth,0,223.1167456738312,20.5,20.5,0,tth,0,-20.5
1638565499.6690745,9376.0,10.0,26940.0,0.0,20616.0,0.1,67.61914238179003,67.62239670795881,0,kth,0,223.0667456738312,20.6,20.6,0,tth,0,-20.6
1638565500.6856284,9347.0,9.0,29675.0,0.0,20642.0,0.1,67.67714238179002,67.6723967079588,0,kth,0,223.01674567383122,20.7,20.7,0,tth,0,-20.7
1638565502.007511,9187.0,9.0,26653.0,0.0,20601.0,0.1,67.72014238179003,67.72239670795881,0,kth,0,222.9667456738312,20.8,20.8,0,tth,0,-20.8
1638565502.98232,9190.0,9.0,28421.0,0.0,20608.0,0.1,67.77714238179001,67.77239670795882,0,kth,0,222.9167456738312,20.900000000000002,20.9,0,tth,0,-20.9
1638565504.1137266,9123.0,10.0,25435.0,0.0,20603.0,0.1,67.81814238179001,67.82239670795883,0,kth,0,222.8667456738312,21.0,21.0,0,tth,0,-21.0
1638565505.1195295,9136.0,9.0,27332.0,0.0,20694.0,0.1,67.87614238179,67.87239670795881,0,kth,0,222.8167456738312,21.1,21.1,0,tth,0,-21.1
