time,D4calc,kappa_motors_m8,kappa_motors_m8_user_setpoint,kappa_motors_m8_sync,kappa_motors_m8_desc,kappa_motors_m8_homf,kappa_motors_m8_dval,TEY,D3,D4,MCP,mesh,scaler_time,kappa_motors_m9,kappa_motors_m9_user_setpoint,kappa_motors_m9_sync,kappa_motors_m9_desc,kappa_motors_m9_homf,kappa_motors_m9_dval
1638576120.14607,1.557650471356055,62.82214238179,62.82239670795883,0,kth,0,227.8667456738312,9885.0,10.0,27924.0,0.0,17927.0,0.1,11.0,11.0,0,tth,0,-11.0
1638576120.83037,1.690844166713162,62.87314238179002,62.87239670795881,0,kth,0,227.8167456738312,9698.0,10.0,30305.0,0.0,17923.0,0.1,11.1,11.1,0,tth,0,-11.1
1638576121.4659088,1.8682771702744922,62.91914238179001,62.922396707958825,0,kth,0,227.7667456738312,9528.0,10.0,33487.0,0.0,17924.0,0.1,11.200000000000001,11.2,0,tth,0,-11.2
1638576122.1832476,2.0619839321580002,62.96814238179002,62.97239670795881,0,kth,0,227.7167456738312,9474.0,10.0,36959.0,0.0,17924.0,0.1,11.3,11.3,0,tth,0,-11.3
1638576122.9789078,2.2240513392857144,63.01814238179003,63.02239670795882,0,kth,0,227.6667456738312,9443.0,9.0,39855.0,0.0,17920.0,0.1,11.4,11.4,0,tth,0,-11.4
1638576123.824784,2.3361199353508333,63.07014238179002,63.07239670795883,0,kth,0,227.6167456738312,9435.0,10.0,41917.0,0.0,17943.0,0.1,11.5,11.5,0,tth,0,-11.5
1638576124.4521055,2.3406581148912435,63.12214238179001,63.12239670795881,0,kth,0,227.5667456738312,9277.0,9.0,41968.0,0.0,17930.0,0.1,11.6,11.6,0,tth,0,-11.6
1638576125.0901628,2.252015792693099,63.168142381790005,63.172396707958825,0,kth,0,227.5167456738312,9303.0,9.0,40498.0,0.0,17983.0,0.1,11.700000000000001,11.7,0,tth,0,-11.7
1638576125.7376215,2.098615820779365,63.22114238179,63.22239670795881,0,kth,0,227.4667456738312,9188.0,11.0,37752.0,0.0,17989.0,0.1,11.8,11.8,0,tth,0,-11.8
1638576126.3832452,1.9070154974170972,63.277142381790014,63.27239670795882,0,kth,0,227.4167456738312,9111.0,9.0,34332.0,0.0,18003.0,0.1,11.9,11.9,0,tth,0,-11.9
1638576127.2503242,1.6577748138268311,63.32614238179002,63.32239670795883,0,kth,0,227.3667456738312,9081.0,10.0,29830.0,0.0,17994.0,0.1,12.0,12.0,0,tth,0,-12.0
1638576127.9192834,1.3886344827586208,63.36814238179002,63.37239670795881,0,kth,0,227.3167456738312,9026.0,10.0,25169.0,0.0,18125.0,0.1,12.1,12.1,0,tth,0,-12.1
1638576128.5950227,1.1795086077218786,63.41914238179001,63.422396707958825,0,kth,0,227.2667456738312,8821.0,9.0,21171.0,0.0,17949.0,0.1,12.200000000000001,12.2,0,tth,0,-12.2
1638576129.266398,1.0093447608515345,63.47614238179003,63.47239670795881,0,kth,0,227.2167456738312,8738.0,11.0,18254.0,0.0,18085.0,0.1,12.3,12.3,0,tth,0,-12.3
1638576129.930584,0.9040409662696204,63.52614238179001,63.52239670795882,0,kth,0,227.1667456738312,8698.0,10.0,16242.0,0.0,17966.0,0.1,12.4,12.4,0,tth,0,-12.4
1638576130.561197,0.8489024729091414,63.577142381790026,63.57239670795883,0,kth,0,227.1167456738312,8493.0,9.0,15276.0,0.0,17995.0,0.1,12.5,12.5,0,tth,0,-12.5
1638576131.4136906,0.8534971644612477,63.626142381790004,63.62239670795881,0,kth,0,227.0667456738312,8521.0,11.0,15351.0,0.0,17986.0,0.1,12.6,12.6,0,tth,0,-12.6
1638576132.2047858,0.8955124284046043,63.676142381790015,63.672396707958825,0,kth,0,227.0167456738312,8395.0,10.0,16104.0,0.0,17983.0,0.1,12.700000000000001,12.7,0,tth,0,-12.7
1638576132.8661466,0.9607232267037552,63.72214238179001,63.72239670795881,0,kth,0,226.9667456738312,8492.0,9.0,17269.0,0.0,17975.0,0.1,12.8,12.8,0,tth,0,-12.8
1638576133.5413935,1.051253543832342,63.777142381790014,63.77239670795882,0,kth,0,226.9167456738312,8271.0,10.0,18911.0,0.0,17989.0,0.1,12.9,12.9,0,tth,0,-12.9
1638576134.1714158,1.1008122844108157,63.81814238179001,63.82239670795883,0,kth,0,226.8667456738312,8106.0,10.0,19786.0,0.0,17974.0,0.1,13.0,13.0,0,tth,0,-13.0
1638576134.8186698,1.1483806455196934,63.86814238179002,63.87239670795881,0,kth,0,226.8167456738312,8320.0,10.0,20672.0,0.0,18001.0,0.1,13.1,13.1,0,tth,0,-13.1
1638576135.444412,1.1778939756355342,63.918142381790005,63.922396707958825,0,kth,0,226.7667456738312,8150.0,10.0,21175.0,0.0,17977.0,0.1,13.200000000000001,13.2,0,tth,0,-13.2
1638576136.1311665,1.1793003726155387,63.970142381790026,63.97239670795881,0,kth,0,226.7167456738312,8051.0,10.0,21205.0,0.0,17981.0,0.1,13.3,13.3,0,tth,0,-13.3
1638576136.8801308,1.14801845367128,64.01814238179003,64.02239670795882,0,kth,0,226.6667456738312,8084.0,10.0,20654.0,0.0,17991.0,0.1,13.4,13.4,0,tth,0,-13.4
1638576137.6564593,1.1012510425354463,64.06914238179002,64.07239670795883,0,kth,0,226.6167456738312,8003.0,10.0,19806.0,0.0,17985.0,0.1,13.5,13.5,0,tth,0,-13.5
1638576138.3355768,1.0497163830497165,64.12214238179001,64.12239670795881,0,kth,0,226.5667456738312,7898.0,10.0,18876.0,0.0,17982.0,0.1,13.6,13.6,0,tth,0,-13.6
1638576139.07156,0.9504476947889439,64.16814238179,64.1723967079588,0,kth,0,226.51674567383122,7851.0,10.0,17090.0,0.0,17981.0,0.1,13.700000000000001,13.7,0,tth,0,-13.7
1638576139.7753255,0.9057966987161674,64.22114238179,64.22239670795881,0,kth,0,226.4667456738312,7772.0,10.0,16298.0,0.0,17993.0,0.1,13.8,13.8,0,tth,0,-13.8
1638576140.4600706,0.8419647327140235,64.27314238179002,64.27239670795882,0,kth,0,226.4167456738312,7758.0,10.0,15136.0,0.0,17977.0,0.1,13.9,13.9,0,tth,0,-13.9
1638576141.1755157,0.7860201301228938,64.32714238179003,64.32239670795883,0,kth,0,226.3667456738312,7750.0,9.0,14135.0,0.0,17983.0,0.1,14.0,14.0,0,tth,0,-14.0
1638576142.0972142,0.7369416476609001,64.37614238179,64.37239670795881,0,kth,0,226.3167456738312,7571.0,10.0,13248.0,0.0,17977.0,0.1,14.1,14.1,0,tth,0,-14.1
1638576142.734948,0.6942930248080987,64.42414238179,64.4223967079588,0,kth,0,226.26674567383122,7503.0,9.0,12482.0,0.0,17978.0,0.1,14.200000000000001,14.2,0,tth,0,-14.2
1638576143.3874378,0.6666481192966838,64.47714238179,64.47239670795881,0,kth,0,226.2167456738312,7585.0,11.0,11981.0,0.0,17972.0,0.1,14.3,14.3,0,tth,0,-14.3
1638576144.0420036,0.6551302025372802,64.52514238179,64.52239670795882,0,kth,0,226.1667456738312,7368.0,10.0,11774.0,0.0,17972.0,0.1,14.4,14.4,0,tth,0,-14.4
1638576144.6793165,0.6454484754061874,64.57614238179002,64.57239670795883,0,kth,0,226.1167456738312,7453.0,10.0,11600.0,0.0,17972.0,0.1,14.5,14.5,0,tth,0,-14.5
1638576145.3146937,0.6379569354031046,64.62114238179001,64.62239670795881,0,kth,0,226.0667456738312,7381.0,10.0,11466.0,0.0,17973.0,0.1,14.6,14.6,0,tth,0,-14.6
1638576145.980541,0.6537112311375912,64.68214238179002,64.6723967079588,0,kth,0,226.01674567383122,7337.0,10.0,11740.0,0.0,17959.0,0.1,14.700000000000001,14.7,0,tth,0,-14.7
1638576146.6827064,0.6696885428253615,64.71814238179002,64.72239670795881,0,kth,0,225.9667456738312,7303.0,10.0,12041.0,0.0,17980.0,0.1,14.8,14.8,0,tth,0,-14.8
1638576147.6090448,0.6701512455516014,64.76814238179003,64.77239670795882,0,kth,0,225.9167456738312,7253.0,10.0,12052.0,0.0,17984.0,0.1,14.9,14.9,0,tth,0,-14.9
1638576149.1268604,0.6748261474269819,64.82714238179003,64.82239670795883,0,kth,0,225.8667456738312,7211.0,9.0,12130.0,0.0,17975.0,0.1,15.0,15.0,0,tth,0,-15.0
1638576150.5189404,0.6571826280623608,64.86914238179003,64.87239670795881,0,kth,0,225.8167456738312,7296.0,10.0,11803.0,0.0,17960.0,0.1,15.1,15.100000000000001,0,tth,0,-15.100000000000001
1638576151.8505795,0.6770189792397172,64.92714238179002,64.9223967079588,0,kth,0,225.76674567383122,7108.0,10.0,12164.0,0.0,17967.0,0.1,15.200000000000001,15.2,0,tth,0,-15.2
1638576153.3666651,0.6476614699331849,64.96814238179002,64.97239670795881,0,kth,0,225.7167456738312,6990.0,10.0,11632.0,0.0,17960.0,0.1,15.3,15.3,0,tth,0,-15.3
1638576154.6447191,0.6539274588340009,65.02714238179001,65.02239670795882,0,kth,0,225.6667456738312,7056.0,10.0,11755.0,0.0,17976.0,0.1,15.4,15.4,0,tth,0,-15.4
1638576155.465784,0.6216892944580459,65.06814238179001,65.07239670795883,0,kth,0,225.6167456738312,7040.0,10.0,11173.0,0.0,17972.0,0.1,15.5,15.5,0,tth,0,-15.5
1638576156.2082362,0.6255496799332034,65.11814238179002,65.12239670795881,0,kth,0,225.5667456738312,6939.0,11.0,11238.0,0.0,17965.0,0.1,15.6,15.600000000000001,0,tth,0,-15.600000000000001
1638576157.613566,0.6002448389071281,65.16914238179001,65.1723967079588,0,kth,0,225.51674567383122,6869.0,10.0,10787.0,0.0,17971.0,0.1,15.700000000000001,15.7,0,tth,0,-15.7
1638576159.2645328,0.61354404318068,65.22714238179,65.22239670795881,0,kth,0,225.4667456738312,6801.0,10.0,11026.0,0.0,17971.0,0.1,15.8,15.8,0,tth,0,-15.8
1638576160.6307478,0.5625382688561091,65.26914238179,65.27239670795882,0,kth,0,225.4167456738312,6777.0,9.0,10106.0,0.0,17965.0,0.1,15.9,15.9,0,tth,0,-15.9
1638576162.446219,0.5772588268001112,65.32714238179003,65.32239670795883,0,kth,0,225.3667456738312,6776.0,9.0,10382.0,0.0,17985.0,0.1,16.0,16.0,0,tth,0,-16.0
1638576163.6323943,0.5236345415065976,65.36814238179002,65.37239670795881,0,kth,0,225.3167456738312,6744.0,10.0,9405.0,0.0,17961.0,0.1,16.1,16.1,0,tth,0,-16.1
1638576165.0601122,0.5368093038784709,65.42714238179002,65.4223967079588,0,kth,0,225.26674567383122,6715.0,10.0,9647.0,0.0,17971.0,0.1,16.2,16.2,0,tth,0,-16.2
1638576165.7034256,0.4843054318788958,65.47014238179003,65.47239670795881,0,kth,0,225.2167456738312,6705.0,11.0,8702.0,0.0,17968.0,0.1,16.3,16.3,0,tth,0,-16.3
