time,TEY,D3,D4,MCP,mesh,scaler_time,kappa_motors_m8,kappa_motors_m8_user_setpoint,kappa_motors_m8_sync,kappa_motors_m8_desc,kappa_motors_m8_homf,kappa_motors_m8_dval,kappa_motors_m9,kappa_motors_m9_user_setpoint,kappa_motors_m9_sync,kappa_motors_m9_desc,kappa_motors_m9_homf,kappa_motors_m9_dval
1638565793.8290017,7003.0,9.0,36292.0,0.0,20562.0,0.1,71.32214238179,71.32239670795883,0,kth,0,219.3667456738312,28.0,28.0,0,tth,0,-28.0
1638565795.0150838,6990.0,9.0,41538.0,0.0,20560.0,0.1,71.37714238179001,71.37239670795881,0,kth,0,219.3167456738312,28.1,28.1,0,tth,0,-28.1
1638565796.008034,6815.0,8.0,40594.0,0.0,20546.0,0.1,71.42314238179003,71.4223967079588,0,kth,0,219.26674567383122,28.2,28.2,0,tth,0,-28.2
1638565797.025617,6948.0,9.0,39846.0,0.0,20557.0,0.1,71.47514238179002,71.47239670795881,0,kth,0,219.2167456738312,28.3,28.3,0,tth,0,-28.3
1638565798.0204072,6853.0,9.0,37697.0,0.0,20575.0,0.1,71.52014238179001,71.52239670795882,0,kth,0,219.1667456738312,28.400000000000002,28.4,0,tth,0,-28.4
1638565799.040471,6893.0,9.0,38869.0,0.0,20547.0,0.1,71.57714238179003,71.57239670795883,0,kth,0,219.1167456738312,28.5,28.5,0,tth,0,-28.5
1638565800.1876876,6872.0,10.0,35966.0,0.0,20553.0,0.1,71.61814238179002,71.62239670795881,0,kth,0,219.0667456738312,28.6,28.6,0,tth,0,-28.6
1638565801.2061617,6800.0,9.0,36313.0,0.0,20550.0,0.1,71.66914238179001,71.6723967079588,0,kth,0,219.01674567383122,28.7,28.7,0,tth,0,-28.7
1638565802.669476,6879.0,9.0,34117.0,0.0,20568.0,0.1,71.71814238179002,71.72239670795881,0,kth,0,218.9667456738312,28.8,28.8,0,tth,0,-28.8
1638565803.655296,6839.0,10.0,34816.0,0.0,20582.0,0.1,71.77014238179001,71.77239670795882,0,kth,0,218.9167456738312,28.900000000000002,28.9,0,tth,0,-28.9
1638565804.6328495,6683.0,10.0,35151.0,0.0,20526.0,0.1,71.82114238179003,71.82239670795883,0,kth,0,218.8667456738312,29.0,29.0,0,tth,0,-29.0
1638565805.6727946,6737.0,10.0,33497.0,0.0,20587.0,0.1,71.86914238179003,71.87239670795881,0,kth,0,218.8167456738312,29.1,29.1,0,tth,0,-29.1
1638565806.6553452,6720.0,9.0,33555.0,0.0,20588.0,0.1,71.92114238179002,71.9223967079588,0,kth,0,218.76674567383122,29.2,29.2,0,tth,0,-29.2
1638565807.636655,6619.0,10.0,34008.0,0.0,20579.0,0.1,71.97414238179002,71.97239670795881,0,kth,0,218.7167456738312,29.3,29.3,0,tth,0,-29.3
1638565808.7320395,6737.0,10.0,29182.0,0.0,20577.0,0.1,72.01814238179003,72.02239670795882,0,kth,0,218.6667456738312,29.400000000000002,29.4,0,tth,0,-29.4
1638565809.823608,6657.0,10.0,32647.0,0.0,20575.0,0.1,72.07514238179002,72.07239670795883,0,kth,0,218.6167456738312,29.5,29.5,0,tth,0,-29.5
1638565811.961743,6598.0,10.0,32764.0,0.0,20583.0,0.1,72.12714238179001,72.12239670795881,0,kth,0,218.5667456738312,29.6,29.6,0,tth,0,-29.6
1638565813.2459881,6656.0,9.0,29749.0,0.0,20576.0,0.1,72.16914238179001,72.1723967079588,0,kth,0,218.51674567383122,29.7,29.7,0,tth,0,-29.7
